dataset,year,file,rule,axis,score,n_voters,active_voters,n_candidates
Crolles,France 2017,approval.csv,Voter Deletion,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,325.8262273668128,1321,1004,6
Crolles,France 2017,approval.csv,Minimal Flips,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,366.6012157068078,1321,1004,6
Crolles,France 2017,approval.csv,Ballot Completion,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,488.24919031568805,1321,1004,6
Crolles,France 2017,approval.csv,Minimal Swaps,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,498.0192131301213,1321,1004,6
Crolles,France 2017,approval.csv,Forbidden Triples,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,823.2343307519986,1321,1004,6
Crolles,France 2017,approval_with_runoff_1.csv,Voter Deletion,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,345.11913198748516,1296,1060,6
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Flips,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,373.8850958302666,1296,1060,6
Crolles,France 2017,approval_with_runoff_1.csv,Ballot Completion,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,559.957010713959,1296,1060,6
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Swaps,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,571.7889360839379,1296,1060,6
Crolles,France 2017,approval_with_runoff_1.csv,Forbidden Triples,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,946.5424413545043,1296,1060,6
Grenoble,France 2017,approval.csv,Voter Deletion,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,183.61095465120138,1069,796,6
