dataset,year,file,rule,axis,score,n_voters,active_voters,n_candidates
Grenoble,France 2017,approval.csv,Minimal Flips,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,197.1144888574207,1069,796,6
Grenoble,France 2017,approval.csv,Ballot Completion,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,362.2237651822861,1069,796,6
Grenoble,France 2017,approval.csv,Minimal Swaps,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,379.53784381476476,1069,796,6
Grenoble,France 2017,approval.csv,Forbidden Triples,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,620.9233616679711,1069,796,6
HSC,France 2017,approval.csv,Voter Deletion,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,134.50303963830828,711,473,6
HSC,France 2017,approval.csv,Minimal Flips,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,140.88934303644334,711,473,6
HSC,France 2017,approval.csv,Ballot Completion,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,239.58649629092974,711,473,6
HSC,France 2017,approval.csv,Minimal Swaps,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,240.42052786987716,711,473,6
HSC,France 2017,approval.csv,Forbidden Triples,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,343.88278149691456,711,473,6
Online,France 2017,approval.csv,Voter Deletion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon,3159.511056267846,20076,14291,6
Online,France 2017,approval.csv,Minimal Flips,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon,3498.1563741776176,20076,14291,6
Online,France 2017,approval.csv,Ballot Completion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Jean-Luc Mélenchon < Benoît Hamon,5942.148168136633,20076,14291,6
Online,France 2017,approval.csv,Minimal Swaps,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Jean-Luc Mélenchon < Benoît Hamon,6204.388569843997,20076,14291,6
Online,France 2017,approval.csv,Forbidden Triples,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Jean-Luc Mélenchon < Benoît Hamon,9783.965682176882,20076,14291,6
Strasbourg,France 2017,approval.csv,Voter Deletion,Nicolas Dupont-Aignan < Marine Le Pen < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon,209.90800582079348,1071,679,6
Strasbourg,France 2017,approval.csv,Minimal Flips,Nicolas Dupont-Aignan < Marine Le Pen < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon,233.8294781463749,1071,679,6
Strasbourg,France 2017,approval.csv,Ballot Completion,Nicolas Dupont-Aignan < Marine Le Pen < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon,417.37313362517096,1071,679,6
Strasbourg,France 2017,approval.csv,Minimal Swaps,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,431.46045478112194,1071,679,6
Strasbourg,France 2017,approval.csv,Forbidden Triples,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,687.1685355471959,1071,679,6
Online,France 2022,approval.csv,Voter Deletion,Eric Zemmour < Marine Le Pen < Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon,187.68118655649377,1379,846,6
Online,France 2022,approval.csv,Minimal Flips,Eric Zemmour < Marine Le Pen < Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon,188.68026210931933,1379,846,6
Online,France 2022,approval.csv,Ballot Completion,Eric Zemmour < Marine Le Pen < Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon,323.29783210240834,1379,846,6
Online,France 2022,approval.csv,Minimal Swaps,Eric Zemmour < Marine Le Pen < Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon,338.57736278568905,1379,846,6
Online,France 2022,approval.csv,Forbidden Triples,Eric Zemmour < Marine Le Pen < Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon,524.9565420060826,1379,846,6
