dataset,year,file,rule,axis,score,n_voters,active_voters,n_candidates
HSC,France 2017,approval.csv,Voter Deletion,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan < Jean Lassalle,150.59848431733215,711,480,7
HSC,France 2017,approval.csv,Minimal Flips,Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan < Jean Lassalle,160.67678027002427,711,480,7
HSC,France 2017,approval.csv,Ballot Completion,Jean Lassalle < Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,297.726778001436,711,480,7
HSC,France 2017,approval.csv,Minimal Swaps,Jean Lassalle < Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,303.8611300038997,711,480,7
HSC,France 2017,approval.csv,Forbidden Triples,Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan < Jean Lassalle,477.23641475090756,711,480,7
Online,France 2017,approval.csv,Voter Deletion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Jean Lassalle,4185.834921571308,20076,14721,7
Online,France 2017,approval.csv,Minimal Flips,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Jean Lassalle,4762.083383814227,20076,14721,7
Online,France 2017,approval.csv,Ballot Completion,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Jean-Luc Mélenchon < Benoît Hamon < Jean Lassalle,9386.17898000023,20076,14721,7
Online,France 2017,approval.csv,Minimal Swaps,Jean Lassalle < Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Jean-Luc Mélenchon < Benoît Hamon,9885.504063700862,20076,14721,7
Online,France 2017,approval.csv,Forbidden Triples,Marine Le Pen < Nicolas Dupont-Aignan < François Fillon < Emmanuel Macron < Jean-Luc Mélenchon < Benoît Hamon < Jean Lassalle,17846.63680957017,20076,14721,7
Strasbourg,France 2017,approval.csv,Voter Deletion,Nicolas Dupont-Aignan < Marine Le Pen < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon < Jean Lassalle,250.47615918604663,1071,703,7
Strasbourg,France 2017,approval.csv,Minimal Flips,Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < Jean-Luc Mélenchon < Benoît Hamon < Emmanuel Macron < François Fillon,283.4801082763339,1071,703,7
Strasbourg,France 2017,approval.csv,Ballot Completion,Jean Lassalle < Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,513.2532159849525,1071,703,7
Strasbourg,France 2017,approval.csv,Minimal Swaps,Jean Lassalle < Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Marine Le Pen < Nicolas Dupont-Aignan,521.7830064637486,1071,703,7
Strasbourg,France 2017,approval.csv,Forbidden Triples,Jean Lassalle < Benoît Hamon < Jean-Luc Mélenchon < Emmanuel Macron < François Fillon < Nicolas Dupont-Aignan < Marine Le Pen,852.0071188850892,1071,703,7
Online,France 2022,approval.csv,Voter Deletion,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Jean Lassalle < Marine Le Pen < Eric Zemmour,264.1537192289527,1379,905,7
Online,France 2022,approval.csv,Minimal Flips,Jean Lassalle < Marine Le Pen < Eric Zemmour < Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon,325.2901017528866,1379,905,7
Online,France 2022,approval.csv,Ballot Completion,Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon < Jean Lassalle < Marine Le Pen < Eric Zemmour,529.0249202826038,1379,905,7
Online,France 2022,approval.csv,Minimal Swaps,Eric Zemmour < Marine Le Pen < Jean Lassalle < Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon,610.5602931074042,1379,905,7
Online,France 2022,approval.csv,Forbidden Triples,Eric Zemmour < Marine Le Pen < Jean Lassalle < Valérie Pecresse < Emmanuel Macron < Yannick Jadot < Jean-Luc Mélenchon,1132.3900732260659,1379,905,7
