VD,MF,BC,MS,FT,VD_rank,FT_rank
0.0,0.0,0.0,0.0,0.0,5.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0
1.0,0.5,0.5,0.5,0.5,10.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0
1.0,1.0,0.5,0.5,0.5,10.0,0.0
4.0,4.0,4.0,4.0,4.0,8.25,4.0
1.0,1.0,1.0,1.0,0.0,9.333333333333334,0.0
1.0,1.0,1.0,1.0,0.5,6.0,1.0
2.5,1.5,1.5,1.0,1.0,7.5,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5,0.0,0.0,0.0,0.0,9.5,0.0
5.0,5.5,5.5,5.5,5.0,7.5,2.0
1.0,1.0,1.0,1.0,1.0,9.0,1.0
0.0,0.5,0.0,0.0,0.0,10.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.5,1.0,1.0,8.0,0.5
1.5,2.0,0.5,0.5,0.0,5.5,0.0
2.25,3.142857142857143,2.5,1.0,1.0,9.0,2.0
4.5,4.5,4.5,4.5,4.5,5.333333333333333,1.0
2.0,3.0,0.0,0.0,0.0,10.0,0.0
1.0,2.3333333333333335,1.5,1.0,1.0,9.0,8.0
0.0,0.0,0.0,0.0,0.0,9.5,0.5
0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0
2.0,1.5,2.0,1.5,1.0,8.0,1.5
1.0,1.0,1.0,1.0,1.0,10.0,0.0
1.0,1.0,1.0,1.0,0.0,8.5,0.0
0.0,0.5,0.0,0.0,0.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0
5.5,5.5,5.5,5.5,5.5,6.0,1.0
0.5,0.0,0.5,0.5,1.0,0.0,1.0
1.0,1.0,1.0,1.0,1.0,7.0,0.0
1.3333333333333333,1.0,0.0,1.0,0.0,7.5,1.0
1.0,1.0,1.0,1.0,0.5,10.0,0.0
1.0,1.0,1.0,1.0,1.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,2.0,2.0,8.5,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0
2.0,2.0,2.0,2.0,1.0,9.5,0.0
2.0,1.5,0.0,0.0,0.0,8.666666666666666,0.0
2.0,2.0,2.0,2.0,2.0,6.6,1.0
0.0,0.0,0.0,0.0,0.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.5,1.0,1.0,1.0,9.0,0.0
