VD,MF,BC,MS,FT,VD_rank,FT_rank
1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,4.0,3.0,3.0,4.0,3.0,3.5
6.0,4.75,3.0,3.0,2.0,7.333333333333333,2.0
2.0,3.0,2.0,2.0,2.5,5.0,4.0
4.0,3.0,2.0,1.0,1.0,6.0,2.0
3.0,4.5,3.0,2.0,4.0,6.5,3.0
8.0,6.0,6.8,5.5,2.5,5.0,5.5
7.0,4.0,3.0,3.0,3.0,8.5,9.0
4.5,10.0,6.0,6.0,7.0,7.0,10.0
7.0,2.5,2.5,0.5,2.0,6.666666666666667,3.0
5.5,5.75,4.0,6.0,8.0,9.0,5.0
8.0,9.0,7.0,7.5,8.0,7.5,2.0
5.0,5.0,4.5,5.0,10.0,8.0,2.0
8.5,8.666666666666666,9.0,10.0,6.0,6.666666666666667,6.0
3.0,2.5,1.0,1.0,1.0,6.0,1.0
2.5,4.0,3.0,3.0,1.0,8.0,7.0
1.0,0.5,1.0,1.0,1.0,2.0,1.0
3.0,2.5,2.0,2.0,2.0,7.0,1.0
3.3333333333333335,4.0,2.5,4.0,4.0,3.0,2.0
8.0,10.0,3.0,3.5,1.0,9.5,3.0
5.333333333333333,9.25,8.5,6.5,6.0,7.0,7.0
9.0,5.0,4.5,3.0,7.0,9.5,1.0
3.2,2.0,2.0,0.0,3.0,9.0,2.0
1.0,0.0,0.0,0.0,1.5,8.0,5.0
4.0,3.0,4.0,4.5,3.0,8.0,5.0
6.666666666666667,8.0,4.0,5.5,7.0,7.333333333333333,6.0
8.8,8.285714285714286,8.0,7.5,7.0,7.0,8.0
2.0,2.0,1.0,1.0,0.0,5.0,0.0
5.5,3.5,3.0,2.0,3.0,8.0,6.0
5.25,2.0,0.5,1.0,0.0,9.0,0.0
10.0,5.0,5.0,5.0,7.0,8.0,5.0
1.5,2.5,1.5,3.0,7.0,10.0,5.5
2.5,2.0,1.0,0.0,0.0,8.5,2.0
4.8,8.0,3.75,1.5,0.5,9.0,3.0
4.0,7.0,4.0,8.5,10.0,10.0,5.0
7.0,6.0,5.5,5.5,5.0,8.0,6.0
6.0,3.0,5.0,2.0,2.0,7.2,6.0
2.0,7.0,1.0,0.0,2.0,9.0,7.0
5.0,3.0,3.0,4.0,4.0,7.0,4.0
3.0,1.0,3.5,3.5,3.0,9.0,2.0
7.0,8.0,7.0,8.0,9.0,8.5,7.0
9.0,4.0,10.0,10.0,4.0,10.0,3.0
1.0,3.5,0.0,3.0,2.0,9.0,3.0
5.5,4.0,4.0,3.0,3.0,3.0,3.0
4.0,4.0,4.0,4.0,4.0,6.0,2.0
0.0,0.0,0.0,0.0,0.0,3.0,1.0
1.0,2.0,2.0,2.0,2.0,8.0,2.0
6.0,4.5,3.0,1.5,2.0,6.333333333333333,0.0
9.0,7.5,7.0,6.0,10.0,7.5,7.0
5.0,3.0,2.0,3.0,3.0,10.0,1.0
3.5,3.0,1.5,2.0,2.0,7.0,5.0
6.0,4.666666666666667,6.0,6.5,4.0,7.777777777777778,3.0
2.0,2.0,1.0,2.5,1.0,4.0,2.0
7.0,1.3333333333333333,3.0,1.0,1.5,4.5,2.5
7.0,5.0,2.0,4.5,4.0,7.5,4.0
9.5,10.0,10.0,7.5,10.0,5.75,10.0
7.0,5.0,7.0,6.0,6.0,7.833333333333333,5.5
4.0,8.0,3.0,3.0,3.0,7.666666666666667,9.0
10.0,7.0,10.0,4.5,5.0,7.0,4.0
1.0,1.0,1.0,2.0,1.0,8.0,4.0
5.0,4.0,4.0,10.0,4.0,6.5,9.0
2.0,5.5,4.0,4.0,1.0,8.5,6.0
10.0,9.0,9.5,9.0,9.5,7.0,8.666666666666666
3.5,3.0,5.0,4.0,4.5,10.0,3.0
7.0,6.5,7.0,7.0,7.0,8.0,10.0
7.5,1.5,9.0,5.666666666666667,2.0,8.0,7.0
2.5,2.0,1.0,1.0,1.5,4.0,0.0
3.0,9.0,2.0,1.0,8.0,7.5,2.0
7.25,4.0,4.0,4.5,3.0,8.0,9.0
9.0,5.0,6.5,6.0,5.0,9.333333333333334,7.0
4.0,3.0,2.5,4.0,4.0,9.5,3.0
5.0,2.0,1.5,1.0,1.5,6.833333333333333,2.0
5.666666666666667,3.0,6.5,10.0,3.0,8.0,3.0
1.0,2.0,1.0,6.0,1.0,9.0,9.0
2.0,3.0,4.5,4.0,3.5,6.0,4.0
3.75,4.0,3.5,3.0,3.0,8.571428571428571,8.0
4.0,0.0,4.0,3.0,0.0,8.0,4.0
3.0,3.0,2.0,1.0,2.0,8.0,2.0
1.0,1.0,1.0,1.0,1.0,7.2,1.0
5.0,1.0,0.0,0.0,0.0,7.0,0.0
3.0,8.0,9.666666666666666,10.0,8.0,6.0,9.0
0.0,0.0,0.0,0.0,0.0,8.0,1.5
8.5,8.0,2.6666666666666665,1.5,3.0,6.0,2.0
6.0,3.0,4.0,3.0,0.0,10.0,3.0
2.0,1.0,1.0,0.0,0.0,8.5,2.0
8.666666666666666,5.0,4.0,4.0,4.5,10.0,4.0
2.0,1.5,1.3333333333333333,2.0,1.0,8.0,0.5
