VD,MF,BC,MS,FT,VD_rank,FT_rank
0.5,1.0,1.0,1.5,1.0,10.0,0.0
5.666666666666667,9.0,8.5,0.0,0.0,10.0,1.0
1.0,1.0,1.0,1.5,1.0,9.0,1.0
0.0,0.0,0.0,0.0,0.0,9.0,1.0
1.0,1.0,0.0,0.0,1.0,9.5,1.0
10.0,6.0,5.0,6.0,6.0,7.0,0.0
9.333333333333334,9.5,9.5,10.0,10.0,9.333333333333334,10.0
2.0,2.0,2.0,2.0,2.0,9.0,5.0
7.0,1.0,1.6666666666666667,1.0,1.0,9.0,1.0
0.0,0.0,0.5,0.5,0.0,7.0,1.0
0.0,0.0,0.0,0.0,0.0,7.5,0.0
1.0,2.0,0.5,1.5,1.0,7.0,0.0
0.6666666666666666,1.0,1.0,0.0,0.0,3.0,1.0
1.0,1.5,0.6666666666666666,0.0,0.0,9.0,0.0
0.0,0.0,1.5,1.0,1.0,8.5,1.0
9.0,0.6666666666666666,0.5,0.0,0.0,8.5,1.0
3.5,3.5,3.0,6.0,2.0,4.0,5.0
1.0,1.5,0.5,2.0,4.0,7.6,2.0
7.0,7.0,7.0,4.5,1.5,7.333333333333333,5.0
0.5,1.6666666666666667,0.5,3.0,3.0,5.5,0.5
1.0,0.0,1.0,1.0,0.0,10.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,0.0
10.0,9.5,9.666666666666666,10.0,10.0,9.0,4.0
9.0,1.0,10.0,1.0,1.0,10.0,6.0
0.0,0.5,0.0,2.5,1.0,5.0,1.0
3.4,0.0,9.5,9.0,2.0,1.0,2.5
5.5,7.0,5.5,7.0,7.5,6.0,9.0
1.0,1.0,1.0,0.0,1.0,10.0,0.0
1.0,1.0,1.0,1.0,1.5,10.0,1.0
7.2,9.0,9.0,8.0,8.0,7.0,10.0
1.0,0.5,1.5,1.0,1.5,6.0,1.0
2.0,3.0,3.0,3.0,2.0,8.5,1.0
1.5,1.0,1.0,1.5,1.0,9.0,2.0
0.0,0.0,0.5,1.0,0.0,8.8,1.0
1.0,1.5,1.0,1.0,1.0,9.0,1.0
1.5,0.0,1.0,1.0,0.0,7.0,1.0
1.0,1.0,0.5,1.0,1.0,7.5,1.0
2.5,2.5,1.5,1.0,1.0,8.666666666666666,3.0
4.0,3.0,3.0,2.0,2.0,10.0,6.0
9.666666666666666,6.0,9.5,6.5,6.0,9.0,6.0
1.0,2.0,1.0,0.5,0.0,9.0,1.5
3.0,2.0,2.0,0.0,1.0,8.5,1.0
1.0,1.0,0.6666666666666666,1.0,1.0,9.0,1.0
6.5,6.0,6.0,0.5,0.0,8.0,2.0
0.0,0.0,0.0,2.0,1.0,7.0,0.0
1.0,2.0,1.5,0.0,0.0,6.0,6.0
4.666666666666667,4.666666666666667,4.5,2.5,4.0,5.0,6.0
3.6666666666666665,3.5,9.5,3.0,2.0,8.0,8.0
2.0,2.0,2.0,2.0,2.5,8.0,2.0
0.0,1.0,0.5,0.0,0.0,7.5,4.0
5.333333333333333,5.0,6.0,4.0,2.0,8.5,0.5
0.5,1.3333333333333333,1.0,1.0,1.0,7.25,0.5
0.0,0.0,0.0,0.0,0.0,9.0,1.0
9.0,1.5,9.0,3.0,0.0,7.5,0.0
0.0,0.0,0.0,0.0,0.0,6.0,0.0
4.5,4.5,4.0,4.0,3.0,9.5,4.0
10.0,3.0,6.0,2.5,3.0,10.0,4.0
0.0,0.5,0.5,1.0,1.0,9.0,1.0
3.8,2.0,1.5,1.0,1.0,8.0,2.5
0.0,1.0,0.5,1.0,0.5,5.5,1.0
2.0,2.0,1.0,1.0,1.5,7.0,1.0
10.0,10.0,9.5,7.0,9.5,8.5,1.0
0.0,0.0,0.0,0.0,0.0,8.5,1.0
1.0,1.5,1.0,2.0,2.0,7.0,0.0
3.0,2.0,1.5,1.0,1.0,7.0,1.0
4.0,4.0,4.0,3.0,3.0,3.0,5.0
10.0,1.5,1.0,0.0,0.0,10.0,1.0
1.0,1.0,1.5,1.5,1.5,7.0,1.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0
8.0,4.0,7.0,3.0,3.0,7.5,4.0
1.5,2.0,2.0,1.0,2.0,7.8,2.0
2.0,2.0,1.5,2.5,1.0,8.5,1.0
1.0,1.0,0.0,2.0,0.0,10.0,0.5
5.0,3.5,2.3333333333333335,2.0,1.0,8.0,2.0
1.5,1.5,1.5,1.0,1.0,10.0,0.0
6.0,3.5,8.0,3.0,2.0,7.4,4.0
4.0,4.0,4.333333333333333,3.0,3.0,7.428571428571429,7.5
9.5,6.5,9.0,2.5,0.0,9.0,8.0
2.0,2.0,2.0,2.0,2.0,8.571428571428571,2.0
2.5,2.0,2.0,3.0,2.0,9.0,2.0
