VD,MF,BC,MS,FT,VD_rank,FT_rank
9.0,9.0,9.0,2.0,0.0,8.5,0.0
0.5,0.5,0.0,0.5,1.0,7.0,0.0
2.0,2.0,2.0,2.0,2.0,9.5,0.0
3.0,2.5,2.0,2.0,2.0,7.5,3.0
0.0,0.0,0.0,0.0,0.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,7.5,0.5
0.0,0.6666666666666666,0.0,0.0,0.0,9.5,0.0
1.0,1.0,1.0,1.0,1.0,7.5,0.0
0.5,0.5,1.0,1.0,1.0,0.0,0.0
0.5,0.5,0.5,0.0,0.0,8.0,1.0
1.5,1.5,0.5,0.5,1.0,7.75,0.0
1.5,1.5,2.0,2.0,2.0,7.5,0.0
1.5,1.5,5.5,2.5,0.0,6.0,1.0
1.0,0.5,1.5,1.0,1.0,10.0,1.0
1.0,1.0,1.0,1.0,1.0,4.666666666666667,0.0
0.0,0.0,1.0,1.0,1.0,7.333333333333333,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5,0.5,0.0,9.0,0.0
1.5,1.0,1.5,1.5,1.5,7.5,3.0
1.0,1.0,1.0,1.0,1.0,6.0,0.0
1.0,1.0,1.0,1.0,1.0,8.0,1.0
1.0,1.0,1.0,0.0,0.0,10.0,0.0
1.0,1.0,1.0,1.0,1.0,9.0,2.0
1.0,1.0,1.0,1.0,1.0,9.0,0.0
0.5,0.5,0.5,0.5,0.5,10.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0
0.5,0.6666666666666666,0.5,0.5,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,10.0,0.0
1.0,1.0,1.5,1.5,1.0,7.5,2.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0
1.0,1.0,0.0,0.0,0.0,0.0,0.0
1.5,1.5,0.5,0.5,0.0,8.0,1.0
0.5,0.0,0.5,0.0,0.0,8.0,0.0
1.5,1.5,1.5,1.5,1.5,10.0,2.0
1.0,1.0,0.5,0.0,0.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,7.0,1.0
1.5,1.0,1.5,1.0,1.0,7.5,0.0
1.0,1.0,1.0,5.0,1.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0
2.5,2.5,1.5,1.5,1.5,10.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.5,1.5,2.0,1.5,1.5,9.333333333333334,1.0
0.5,0.5,0.5,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0
7.571428571428571,1.5,2.0,2.0,2.0,10.0,1.6666666666666667
3.0,1.5,3.0,1.0,1.0,9.0,0.0
1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.5,0.5,0.5,1.0,1.0,8.0,1.0
0.5,0.5,3.0,1.0,1.0,8.0,0.5
9.0,9.0,9.0,0.0,0.0,10.0,0.5
0.5,0.5,0.5,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,1.0,0.5,1.0,1.0,6.666666666666667,0.0
1.0,1.0,1.0,1.0,1.0,5.0,0.0
9.666666666666666,1.6666666666666667,2.5,2.0,2.0,7.0,1.0
1.5,1.5,1.5,1.5,1.0,0.0,0.0
2.0,2.0,2.0,0.5,1.5,5.0,1.0
2.0,2.0,2.0,2.0,2.0,8.0,0.0
0.5,0.5,0.5,1.0,1.0,8.0,0.0
1.0,0.6666666666666666,0.5,0.0,0.0,8.5,1.0
1.0,0.5,1.0,1.0,1.0,9.0,0.0
0.0,0.0,0.0,0.0,0.0,9.5,0.0
0.0,0.0,0.0,0.0,0.0,8.0,1.0
0.0,0.0,0.0,0.0,0.0,10.0,1.0
0.5,0.5,0.5,0.5,0.5,8.5,1.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0
2.0,1.5,2.0,1.5,1.5,9.0,0.0
0.5,0.5,0.5,0.0,0.0,0.0,0.0
0.5,0.5,5.833333333333333,0.5,0.5,9.0,0.0
1.0,0.5,1.0,0.5,0.5,8.0,1.0
8.375,8.375,8.375,6.5,6.0,8.0,0.0
1.0,1.0,1.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,0.0
0.5,0.5,0.5,1.0,1.0,9.666666666666666,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.7,2.0,0.5,0.5,10.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.0,0.5,0.0,0.0,8.333333333333334,0.0
0.0,0.0,0.0,0.0,0.0,4.0,0.0
1.0,0.0,0.5,0.0,0.0,9.0,1.0
