VD,MF,BC,MS,FT,VD_rank,FT_rank
3.0,3.5,2.0,2.0,2.0,9.0,2.0
1.0,2.0,1.0,1.0,1.0,8.0,0.5
1.0,1.0,1.0,0.0,1.0,5.5,0.0
0.0,1.0,1.0,1.0,1.0,5.75,1.0
1.0,1.0,0.5,1.0,0.0,8.666666666666666,0.0
0.5,0.0,0.0,0.0,0.0,8.333333333333334,1.0
0.0,2.0,0.0,0.0,0.0,10.0,1.0
6.0,4.666666666666667,5.0,5.5,5.0,9.0,4.0
7.0,7.0,7.0,7.0,7.0,9.0,7.0
2.0,1.0,0.5,0.5,1.0,4.75,3.0
1.0,0.0,0.0,0.5,0.0,10.0,0.0
2.0,2.0,0.5,0.5,0.0,10.0,0.0
3.0,2.5,2.0,1.5,0.0,9.166666666666666,3.0
1.0,1.0,1.5,0.5,1.0,7.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,1.0,5.75,2.0
4.666666666666667,4.0,4.5,4.0,4.0,7.7,1.5
2.6666666666666665,2.0,3.0,3.0,2.5,7.0,2.0
1.0,1.5,0.5,0.0,1.0,7.0,1.0
2.0,3.0,3.5,3.0,3.0,7.0,3.0
3.0,0.5,0.0,1.0,2.0,9.0,1.0
2.0,2.0,2.0,2.0,2.0,9.0,0.0
1.0,1.5,2.0,2.0,1.0,7.0,3.0
3.0,1.5,2.0,1.0,2.0,10.0,2.0
4.0,3.0,4.0,4.0,3.5,3.0,1.0
4.0,4.5,3.0,4.0,4.0,8.0,3.0
1.0,0.5,1.0,1.0,0.5,10.0,1.0
1.0,1.0,1.0,1.0,1.0,7.5,1.0
2.0,1.0,2.0,2.0,1.0,7.333333333333333,0.0
1.5,2.0,0.5,0.0,0.0,7.666666666666667,0.0
2.5,3.0,2.0,3.0,2.0,2.0,1.0
1.5,5.0,2.0,2.0,3.0,9.0,2.0
0.0,0.0,0.0,0.5,0.0,6.0,1.5
5.0,5.0,0.5,0.5,0.0,8.0,7.0
0.0,1.0,0.0,0.0,0.0,9.0,1.0
3.0,3.0,2.0,2.0,0.0,8.4,2.0
2.3333333333333335,3.5,2.0,1.5,2.5,7.666666666666667,2.5
3.0,2.0,3.0,2.0,2.0,6.0,2.0
9.0,8.0,8.5,8.0,9.0,9.0,10.0
5.0,6.0,1.5,3.0,4.0,8.0,8.0
2.0,2.5,3.5,4.0,3.5,9.0,3.0
3.0,2.0,1.5,2.0,2.0,8.75,2.0
0.0,1.0,2.0,2.0,2.0,10.0,1.0
6.666666666666667,3.75,1.0,1.0,1.0,9.0,4.0
2.0,4.0,0.5,1.0,2.0,4.0,0.0
3.0,2.0,2.0,1.0,1.0,10.0,3.0
0.0,0.0,0.0,0.0,0.0,9.5,1.0
4.0,2.0,0.5,0.5,1.5,7.0,2.0
2.0,2.0,2.0,2.0,2.0,9.0,1.0
6.0,6.5,7.0,7.0,6.0,8.0,7.0
3.5,4.0,3.0,3.0,3.0,8.333333333333334,1.0
2.0,2.0,2.0,2.0,2.0,3.3333333333333335,2.0
1.5,1.0,1.0,0.5,1.0,8.0,1.0
4.5,4.5,4.0,3.5,3.0,8.0,2.0
4.0,4.5,1.0,1.0,1.0,6.25,1.5
3.5,5.0,5.0,6.0,4.0,7.0,8.0
1.5,1.0,1.5,2.0,1.0,7.5,2.0
2.0,1.0,1.0,1.0,1.0,7.0,1.0
3.0,1.5,1.5,1.0,1.5,10.0,2.0
5.666666666666667,3.5,2.5,3.8333333333333335,3.0,8.0,8.5
3.0,4.0,2.0,3.0,3.0,6.5,3.0
5.5,4.0,5.0,5.0,5.0,8.0,1.5
6.0,5.5,5.0,4.5,4.0,9.0,0.0
3.0,2.0,3.0,3.0,3.0,8.0,4.0
2.0,2.3333333333333335,3.5,3.5,3.5,9.0,1.0
2.0,1.0,2.0,1.0,1.0,4.0,3.0
5.0,3.2,1.5,3.0,3.0,4.0,7.5
2.5,2.0,0.5,2.0,2.0,5.5,3.0
7.0,5.8,8.0,2.0,2.0,9.0,7.0
1.0,1.0,0.0,0.0,0.0,4.5,0.0
4.0,5.0,1.0,1.0,1.0,6.5,3.0
