dataset,year,file,rule,axis,score,n_voters,active_voters,n_candidates
Crolles,France 2017,approval.csv,Voter Deletion,François Asselineau < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,450.2801178123236,1321,1067,10
Crolles,France 2017,approval.csv,Minimal Flips,François Asselineau < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,555.2387736009613,1321,1067,10
Crolles,France 2017,approval.csv,Ballot Completion,François Asselineau < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,993.1143311824508,1321,1067,10
Crolles,France 2017,approval.csv,Minimal Swaps,François Asselineau < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,1107.070283211213,1321,1067,10
Crolles,France 2017,approval.csv,Forbidden Triples,François Asselineau < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Jean-Luc Mélenchon < Benoît Hamon < Philippe Poutou < Nathalie Arthaud < Jean Lassalle,2374.34816543116,1321,1067,10
Crolles,France 2017,approval_with_runoff_1.csv,Voter Deletion,Jean Lassalle < François Asselineau < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,466.6760012774709,1296,1113,10
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Flips,Jean Lassalle < François Asselineau < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,556.3511874588579,1296,1113,10
Crolles,France 2017,approval_with_runoff_1.csv,Ballot Completion,François Asselineau < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,940.5331981234239,1296,1113,10
Crolles,France 2017,approval_with_runoff_1.csv,Minimal Swaps,François Asselineau < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Benoît Hamon < Jean-Luc Mélenchon < Philippe Poutou < Nathalie Arthaud,1016.5916832566645,1296,1113,10
Crolles,France 2017,approval_with_runoff_1.csv,Forbidden Triples,François Asselineau < Jean Lassalle < Nicolas Dupont-Aignan < Marine Le Pen < François Fillon < Emmanuel Macron < Jean-Luc Mélenchon < Benoît Hamon < Philippe Poutou < Nathalie Arthaud,2157.9906552433536,1296,1113,10
