id,Olivier Besancenot,Marie-George Buffet,Gérard Schivardi,François Bayrou,José Bové,Dominique Voynet,Philippe de Villiers,Ségolène Royal,Frédéric Nihous,Jean-Marie Le Pen,Arlette Laguiller,Nicolas Sarkozy
524,0,0,0,1,0,0,0,0,0,0,0,0
525,1,0,0,1,0,0,0,0,0,0,0,0
526,1,0,0,0,0,0,0,0,0,1,0,1
527,0,1,0,0,0,1,0,1,0,0,0,0
528,0,0,0,0,1,1,0,1,0,0,0,0
529,0,0,0,1,0,0,1,0,0,1,0,0
530,1,1,0,0,0,1,0,1,0,0,1,0
531,0,0,0,1,0,0,1,0,0,1,0,1
532,1,0,0,1,0,1,0,0,0,0,0,0
533,1,0,0,1,1,1,0,0,0,0,0,0
534,0,0,0,0,0,1,0,0,0,1,0,1
535,0,0,0,1,0,0,0,0,0,0,0,0
536,0,0,0,1,0,0,0,0,0,1,0,1
537,0,0,0,0,0,0,0,0,0,0,0,1
538,0,0,0,1,0,0,0,0,1,0,0,1
539,1,1,0,1,0,1,0,1,0,0,1,0
540,1,0,0,1,0,0,0,1,0,1,0,1
541,1,0,0,1,0,0,0,1,0,0,0,0
542,0,0,0,1,0,0,0,0,0,0,0,1
543,0,0,0,0,0,1,0,0,0,0,0,1
544,0,0,0,0,0,0,1,0,0,1,0,1
545,0,0,0,1,0,0,0,0,0,0,0,1
546,1,0,0,1,0,0,0,0,0,0,0,0
547,0,0,0,1,0,0,0,1,0,0,0,1
548,0,0,0,0,0,0,0,1,0,0,0,0
549,0,0,0,1,0,0,0,0,0,0,0,1
550,1,0,1,0,0,0,0,1,0,0,0,0
551,0,0,0,1,1,0,0,1,0,0,0,1
552,1,0,0,1,0,0,0,1,0,0,1,1
553,0,0,0,1,0,0,0,1,0,0,0,0
554,1,1,0,0,0,0,0,0,0,0,0,0
555,0,0,0,0,0,0,0,1,0,0,0,1
556,0,1,0,1,0,1,0,1,0,0,1,0
557,0,0,0,0,0,0,0,0,0,0,0,1
558,0,0,0,0,0,0,0,1,0,0,0,1
559,0,0,0,0,0,0,0,0,0,0,0,1
560,0,0,0,0,0,0,0,1,0,0,0,0
561,0,0,0,1,0,1,0,1,0,0,0,0
562,0,0,0,1,0,0,0,0,0,1,0,1
563,1,0,0,0,0,1,0,0,0,0,0,1
564,0,0,0,1,0,0,0,0,0,1,0,1
565,0,0,0,0,0,0,0,0,0,0,0,1
566,0,0,0,1,0,0,0,0,0,0,0,0
567,0,0,0,0,0,0,0,0,0,0,0,1
568,0,0,0,1,0,0,1,0,0,0,0,1
569,0,0,0,0,0,0,0,0,0,0,0,1
570,0,0,0,1,0,0,0,0,0,0,0,1
571,0,0,0,0,0,0,0,0,0,0,0,1
572,0,0,0,1,0,0,0,0,0,0,0,1
573,1,0,0,1,0,0,0,1,0,0,0,0
574,1,0,0,1,0,0,0,1,0,0,0,0
575,0,0,0,1,0,0,0,0,0,0,0,1
576,0,0,0,0,0,1,0,0,0,0,0,1
577,0,0,0,0,0,0,0,0,0,0,0,1
578,1,0,0,0,0,0,0,0,0,0,0,1
579,0,0,0,0,1,1,0,1,0,0,0,0
580,0,0,0,1,0,0,0,0,0,0,0,0
581,0,0,0,1,0,0,0,1,0,0,0,0
582,0,0,0,0,0,0,0,0,0,0,0,1
583,0,0,0,0,0,1,0,1,0,0,0,0
584,0,0,0,1,0,0,0,0,0,0,0,0
585,0,0,1,1,0,0,1,0,0,1,0,0
586,0,0,0,1,0,0,0,1,0,0,0,1
587,0,0,0,0,0,0,0,0,0,0,0,1
588,0,0,0,1,0,0,0,0,0,0,0,0
589,0,0,0,0,0,0,0,0,0,1,0,1
590,0,0,0,1,0,0,0,0,0,1,0,1
591,1,0,0,0,1,1,0,1,0,0,0,0
592,0,0,0,1,0,0,0,0,0,0,0,1
593,0,0,0,1,0,0,0,1,0,0,0,1
594,0,0,0,0,0,0,0,0,1,1,0,1
595,0,0,0,1,0,0,0,1,0,0,0,0
596,0,0,0,1,0,0,0,0,0,0,0,1
597,0,0,0,1,0,1,0,0,0,0,0,1
598,1,0,0,0,0,0,0,0,0,0,1,1
599,0,0,0,1,0,1,0,1,0,0,0,0
600,0,0,0,0,0,0,0,1,0,0,0,0
601,0,0,0,1,1,1,0,1,0,0,0,1
602,0,0,0,1,0,0,1,0,0,0,0,1
603,0,0,0,0,0,0,0,1,0,0,0,1
604,1,0,0,1,0,0,0,0,0,1,0,0
605,0,0,0,0,0,0,0,1,0,0,0,0
606,1,0,0,0,0,0,0,1,0,0,1,0
607,1,1,0,0,0,0,0,1,0,0,0,0
608,0,0,0,1,0,0,1,0,0,0,0,0
609,0,0,0,0,0,0,0,0,0,0,0,0
610,0,1,0,0,0,1,0,1,0,0,1,0
611,1,0,0,0,1,1,0,1,0,0,0,0
612,1,0,0,0,0,0,0,1,0,0,0,0
613,0,0,0,0,0,1,0,1,0,0,0,1
614,1,0,0,0,0,1,0,1,0,0,1,0
615,0,0,0,0,0,0,0,1,0,0,0,1
616,0,0,0,1,0,0,0,1,0,0,0,0
617,0,0,0,0,0,0,0,1,0,0,0,0
618,0,0,0,1,0,0,0,0,0,0,0,0
619,0,0,0,0,0,0,0,1,0,0,0,1
620,0,0,0,1,0,0,0,0,0,0,0,1
621,0,0,0,1,0,0,0,0,0,0,0,1
622,0,0,0,1,0,0,0,0,0,0,0,0
623,1,0,0,1,0,0,0,0,0,0,0,1
624,1,0,0,1,0,0,0,1,0,0,1,0
625,0,0,0,0,0,0,1,0,0,0,0,1
626,0,0,0,0,0,0,1,0,0,0,0,1
627,1,0,0,0,0,0,0,1,0,0,0,0
628,0,0,0,0,0,1,0,0,0,0,1,1
629,1,1,0,0,0,1,0,1,0,0,1,0
630,0,0,0,1,0,0,0,1,0,0,0,0
631,0,1,0,0,0,1,0,1,0,0,0,0
632,0,0,0,0,0,0,0,1,0,0,0,0
633,0,0,0,0,1,0,0,0,0,0,1,1
634,0,0,0,0,0,0,1,0,0,1,0,1
635,0,0,0,1,0,1,0,0,0,0,0,0
636,0,0,0,0,0,0,1,0,0,0,0,1
637,0,0,0,0,1,0,0,0,0,0,1,1
638,0,0,0,0,0,0,0,0,0,0,0,1
639,0,0,0,1,0,0,0,0,0,0,0,1
640,0,0,0,0,0,0,0,0,0,0,0,1
641,1,0,0,1,0,0,0,1,0,0,1,0
642,0,0,0,0,0,0,0,0,0,0,0,0
643,0,0,0,1,0,0,0,0,0,1,0,1
644,0,0,0,1,0,0,0,0,0,0,0,1
645,1,0,0,0,1,0,0,1,0,0,0,0
646,1,0,0,1,1,0,0,1,0,0,1,0
647,0,0,0,1,0,0,0,1,0,0,0,0
648,0,0,0,0,0,0,0,0,0,0,0,0
649,0,0,0,0,0,0,0,0,0,0,0,1
650,0,0,0,0,0,0,0,0,0,0,0,1
651,0,0,0,0,0,0,0,0,0,0,0,1
652,0,0,0,0,0,0,0,0,0,0,0,1
653,0,0,0,0,0,0,0,0,0,0,0,1
654,0,0,0,1,1,1,0,0,0,0,0,1
655,0,0,0,1,0,0,1,0,0,1,0,1
656,0,0,0,0,1,1,0,0,0,0,0,0
657,0,1,0,1,0,0,0,1,0,0,0,0
658,0,0,0,1,0,0,0,1,0,0,0,1
659,0,0,0,1,0,0,0,1,0,0,0,0
660,0,0,0,1,0,0,0,1,0,0,0,1
661,0,0,0,0,1,0,0,1,0,0,0,0
662,0,0,0,0,0,0,0,0,0,0,0,1
663,0,0,0,0,0,0,0,0,0,0,0,1
664,0,0,0,1,0,0,0,0,0,0,0,0
665,0,0,0,1,0,1,0,0,0,0,0,1
666,0,0,0,1,0,0,0,0,0,0,0,0
667,0,0,0,1,0,0,0,1,0,0,0,0
668,0,0,0,1,0,1,1,0,1,0,0,0
669,0,0,0,0,0,0,0,0,0,0,0,1
670,1,1,0,0,1,0,0,0,0,0,1,0
671,0,0,0,1,0,1,0,1,0,0,0,1
672,0,0,0,1,0,0,0,0,0,0,0,1
673,0,0,0,1,0,0,0,0,0,0,0,1
674,0,0,0,1,0,0,0,1,0,0,0,0
675,1,0,0,1,0,1,0,0,0,0,0,0
676,0,0,0,0,0,0,0,0,0,0,0,1
677,0,0,0,0,0,0,1,0,0,1,0,1
678,1,0,0,0,0,0,0,1,0,0,0,0
679,0,0,0,0,0,0,0,0,0,0,0,1
680,0,0,0,1,0,1,0,1,0,0,0,0
681,0,0,0,1,0,0,0,1,0,0,0,0
682,0,0,0,1,0,0,0,0,0,0,0,0
683,0,0,0,1,0,0,0,0,0,0,0,0
684,0,0,0,1,0,0,0,1,0,0,0,0
685,0,0,0,1,0,0,0,0,0,0,0,0
686,0,0,0,1,0,0,0,0,0,0,0,1
687,0,0,0,0,0,0,0,0,0,0,0,1
688,0,0,0,0,0,0,0,0,0,0,0,1
689,0,0,0,1,0,0,0,0,0,0,0,1
690,0,0,0,0,0,0,0,0,0,0,0,1
691,0,1,0,1,1,0,0,1,0,0,0,0
692,0,0,0,1,0,0,0,1,0,0,0,1
693,0,0,0,1,0,0,0,1,0,0,0,1
694,0,0,0,0,0,0,0,1,0,0,0,0
695,0,1,0,1,1,0,0,1,0,0,0,0
696,0,0,0,0,0,0,0,0,0,0,0,1
697,0,0,0,0,0,0,0,0,0,0,0,1
698,0,0,0,1,0,0,0,0,0,0,0,0
699,0,0,0,1,0,0,0,1,0,0,0,0
700,1,0,0,1,0,0,0,1,0,0,0,0
701,1,0,0,1,0,0,0,0,0,0,0,1
702,0,0,0,0,0,0,0,1,0,0,0,0
703,0,0,0,1,0,0,0,0,0,0,0,0
704,0,0,0,1,0,0,0,0,0,1,0,0
705,0,0,0,1,0,0,0,1,0,0,0,1
706,0,0,0,1,1,0,0,0,0,0,0,0
707,0,0,0,1,1,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,1,0,0,0,0
709,0,0,0,0,0,0,0,0,0,0,0,1
710,0,0,0,0,1,0,0,0,0,0,0,1
711,0,0,0,1,1,0,0,0,0,0,0,0
712,0,0,0,1,0,0,0,0,0,0,0,1
713,0,0,0,1,1,0,0,0,0,0,0,1
714,0,0,0,1,0,0,0,0,0,0,0,1
715,0,0,0,1,0,0,0,0,0,0,0,0
716,0,0,0,1,0,0,0,0,0,0,0,1
717,1,0,0,0,1,0,0,0,0,0,0,0
718,0,0,0,0,1,0,0,0,0,1,0,0
719,0,0,0,1,0,0,1,0,0,0,0,0
720,0,0,0,0,0,0,0,0,0,0,1,0
721,0,0,0,0,0,0,0,0,0,0,0,1
722,1,0,0,1,0,0,0,0,0,0,0,1
723,0,0,0,1,1,0,0,1,0,0,0,1
724,0,0,0,1,0,0,1,1,0,0,0,1
725,0,0,0,0,0,0,0,1,0,0,0,1
726,0,0,0,1,0,0,0,0,0,1,0,0
727,0,0,0,0,1,0,0,0,0,0,0,1
728,0,0,0,1,0,0,0,1,0,0,0,0
729,0,0,0,0,0,0,0,0,0,0,0,1
730,1,0,0,0,0,0,0,1,0,0,0,0
731,0,0,0,0,0,0,1,0,0,0,0,1
732,0,0,0,1,0,0,0,0,0,0,0,1
733,0,0,0,0,0,0,0,1,0,0,0,0
734,0,0,0,0,0,0,1,0,0,0,0,1
735,0,0,0,0,0,0,0,0,0,0,0,1
736,0,0,0,1,0,0,0,1,0,0,0,0
737,0,0,0,1,0,0,0,1,0,0,0,0
738,0,0,0,1,1,1,0,0,0,0,0,0
739,0,0,0,0,0,0,0,1,0,0,0,0
740,1,0,0,1,0,0,0,1,0,0,0,0
741,0,0,0,1,0,0,0,1,0,0,0,0
742,0,0,0,0,0,0,1,0,0,1,0,1
743,0,0,0,1,0,0,0,1,0,0,1,0
744,0,0,0,1,0,0,0,0,0,0,0,0
745,0,0,0,0,0,0,0,0,0,1,0,1
746,0,0,0,1,0,0,1,0,0,1,0,1
747,0,0,0,1,0,0,0,0,0,0,0,0
748,1,0,1,0,1,0,0,1,0,0,0,0
749,0,0,0,0,0,0,1,0,0,1,0,1
750,0,0,0,1,0,0,0,1,0,0,0,1
751,0,0,0,0,0,0,0,1,0,1,0,1
752,0,0,0,1,0,0,0,0,0,0,0,0
753,0,0,0,0,0,0,0,0,0,0,0,1
754,0,0,0,1,0,0,0,0,0,1,0,1
755,0,0,0,0,0,0,0,0,0,0,0,1
756,0,0,0,1,0,1,0,0,0,0,0,1
757,0,0,0,1,0,0,0,0,1,0,0,1
758,0,0,0,1,0,0,0,1,0,0,0,0
759,0,0,0,0,0,0,0,0,0,1,0,0
760,0,0,0,0,0,0,0,0,0,0,0,0
761,0,0,0,1,0,0,0,1,0,0,0,0
762,0,0,0,1,0,0,0,0,1,0,0,1
763,0,0,0,0,0,0,0,0,0,1,0,1
764,1,1,0,1,0,0,0,1,0,0,1,0
765,0,0,0,1,0,1,0,0,0,0,0,0
766,0,0,0,0,0,0,0,0,0,0,0,1
767,0,0,0,1,0,0,0,1,0,0,0,0
768,0,0,0,0,0,0,1,0,0,1,0,1
769,0,0,0,1,0,0,0,1,0,0,0,0
770,0,0,0,0,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,1,0,1
772,0,0,0,1,0,0,0,1,0,0,0,1
773,0,0,0,0,0,0,0,0,0,0,0,1
774,0,0,0,1,0,0,0,0,0,1,0,1
775,0,0,0,0,0,0,1,0,0,1,0,1
776,0,0,0,0,0,0,0,1,0,0,1,0
777,0,0,0,0,0,1,0,0,0,0,0,0
778,0,0,0,1,0,0,0,1,0,0,0,1
779,0,0,0,1,0,0,0,0,0,0,0,1
780,1,1,0,1,0,1,0,0,0,0,0,0
781,0,0,0,0,0,0,1,0,0,1,0,1
782,1,0,0,0,0,1,0,0,0,0,0,0
783,0,0,0,0,0,0,0,1,0,0,0,0
784,0,0,0,1,0,0,1,0,0,0,0,1
785,1,0,0,1,0,0,0,1,0,0,0,0
786,0,0,0,1,0,1,0,1,0,0,0,0
787,1,0,0,0,1,1,0,1,1,0,0,0
788,0,0,0,1,0,0,0,1,0,0,0,1
789,1,1,0,0,0,0,0,1,0,0,0,0
790,0,0,0,1,0,0,0,0,0,0,0,1
791,0,0,0,0,0,0,0,0,0,0,0,1
792,0,0,0,0,0,0,0,0,0,0,1,0
793,0,0,0,1,0,0,0,0,0,0,0,1
794,0,0,0,1,0,0,0,0,0,0,0,0
795,1,0,0,1,0,0,0,0,0,0,0,0
796,0,0,0,0,0,0,0,0,0,0,0,1
797,0,0,0,1,0,0,0,0,0,0,0,0
798,1,0,0,1,0,1,0,1,0,0,0,1
799,0,0,0,1,0,0,0,0,0,1,0,1
800,0,1,0,1,0,1,0,0,0,0,0,0
801,0,0,0,0,0,0,0,0,0,0,0,1
802,0,0,0,0,0,0,1,0,0,0,0,1
803,0,0,0,0,0,0,0,1,0,0,0,0
804,0,0,0,0,0,0,0,1,0,0,0,1
805,0,0,0,1,0,0,0,0,0,0,0,1
806,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,1,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0,0,0,0,1
809,0,0,0,0,0,0,0,0,0,0,0,1
810,0,0,0,1,0,1,0,1,0,0,0,0
811,0,0,0,0,0,0,0,0,0,0,0,0
812,1,0,0,1,0,0,1,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,1
814,0,0,0,0,0,0,0,0,0,0,0,1
815,0,0,0,1,0,0,0,0,0,1,0,0
816,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,1,0,0,0,0,0,0,0,1
818,0,0,0,1,0,0,0,0,0,0,0,1
819,0,0,0,1,0,1,0,0,0,0,0,1
820,0,0,0,0,0,0,0,1,0,0,0,1
821,1,0,0,0,0,0,0,1,0,0,0,0
822,1,0,1,1,0,0,0,0,0,0,0,0
823,0,0,0,1,0,1,0,0,0,1,0,1
824,0,0,0,1,0,0,1,1,0,0,1,0
825,0,0,0,0,0,0,0,0,0,1,0,1
826,0,0,0,1,0,0,0,0,0,0,1,0
827,0,0,0,0,0,0,0,1,0,0,0,1
828,0,0,0,1,0,0,0,1,0,0,0,0
829,0,0,0,1,0,0,0,0,0,0,0,1
830,1,0,0,0,0,0,0,1,0,0,0,0
831,0,0,0,1,0,0,0,1,0,0,0,0
832,0,0,0,1,0,0,0,0,0,0,0,1
833,0,0,0,0,0,0,0,0,0,0,0,1
834,0,0,0,1,0,0,0,0,0,0,0,1
835,0,0,0,0,0,0,0,1,0,0,0,0
836,0,0,0,0,0,0,1,0,0,1,0,1
837,0,0,0,1,0,0,0,0,0,0,0,1
838,0,0,0,0,0,0,0,0,0,0,0,1
839,0,0,0,1,0,0,0,0,0,0,0,0
840,0,0,0,1,0,0,0,0,0,0,0,0
841,0,0,0,1,0,0,0,0,0,0,0,1
842,0,0,0,1,0,0,0,1,0,0,0,1
843,0,0,0,0,0,0,0,0,0,0,0,0
844,1,0,0,0,0,0,0,0,0,0,0,0
845,0,0,0,0,0,0,0,1,0,0,0,1
846,0,0,0,0,0,0,0,0,0,0,0,1
847,0,0,0,0,0,1,0,1,0,0,0,0
848,0,0,0,0,0,0,0,0,0,0,0,1
849,0,0,0,1,0,0,1,0,0,0,0,1
850,1,0,0,1,0,0,0,1,0,0,0,0
851,0,0,0,0,0,0,1,0,0,1,0,1
852,0,0,0,1,0,1,0,1,0,0,0,0
853,0,0,0,0,0,0,0,0,0,0,0,0
854,0,0,0,0,0,0,0,0,0,1,0,0
855,0,0,0,1,0,1,0,0,0,0,0,1
856,1,0,0,0,0,0,0,0,0,0,0,0
857,0,0,0,1,0,1,0,1,0,0,0,0
858,0,0,0,1,0,0,0,1,0,0,0,0
859,0,0,0,1,0,0,0,1,0,0,0,0
860,0,0,0,1,0,0,0,0,0,0,0,0
861,1,1,0,0,0,1,0,1,0,0,1,0
862,0,0,0,1,0,0,0,0,0,0,0,1
863,1,0,0,1,0,0,0,1,0,0,0,0
864,0,0,0,0,0,0,0,0,0,1,0,0
865,0,0,0,0,0,0,0,0,0,0,0,1
866,0,0,0,0,0,0,0,0,0,0,0,1
867,0,0,0,0,0,0,0,0,0,0,0,1
868,0,0,0,0,0,0,0,0,0,0,0,0
869,0,0,0,0,0,0,0,0,0,0,0,1
870,0,0,0,0,0,0,0,0,0,0,0,1
871,0,0,0,0,0,0,1,0,0,0,0,0
872,1,0,0,1,0,0,0,0,0,0,0,1
873,0,0,0,0,0,0,1,0,0,1,0,0
874,0,0,0,1,0,0,0,0,0,0,0,1
875,0,1,0,0,0,1,0,0,0,0,0,0
876,1,0,0,1,0,1,0,0,0,0,0,1
877,0,0,0,0,0,0,1,0,0,0,0,1
878,0,0,0,0,0,0,0,1,0,0,0,0
879,0,0,0,1,0,1,0,1,0,0,0,0
880,0,0,0,0,1,0,0,0,0,0,0,0
881,0,0,0,0,0,0,0,0,0,0,0,1
882,0,0,0,1,0,0,0,0,0,0,0,0
883,0,0,0,0,0,0,0,1,0,1,1,1
884,0,0,0,0,0,0,0,0,0,1,0,1
885,1,0,0,0,0,0,0,1,0,0,0,0
886,1,0,0,1,0,0,0,1,0,0,0,0
887,0,0,0,1,0,0,0,0,0,0,0,1
888,0,0,0,1,0,0,0,1,0,1,0,1
889,0,0,0,1,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,0,0,1,0,0
891,0,0,0,0,0,0,0,0,0,0,0,1
892,1,1,0,0,1,1,0,0,0,0,0,1
893,0,0,0,0,0,0,1,0,0,0,0,0
894,0,1,0,0,1,0,0,1,0,0,1,0
895,0,0,0,1,0,0,0,0,0,0,0,1
896,0,0,0,0,0,0,0,0,0,1,0,0
897,0,0,0,0,0,0,0,0,1,0,0,0
898,0,0,0,1,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,1,0,0,0,0
900,0,0,0,0,0,0,0,1,0,0,0,0
901,0,0,0,0,0,0,0,0,0,0,0,1
902,0,0,0,0,0,0,0,1,0,0,0,0
903,0,0,0,1,0,0,0,0,0,0,0,0
904,0,0,0,1,0,0,0,1,0,0,0,1
905,0,0,0,0,0,0,0,1,0,0,0,0
906,0,0,0,0,0,0,0,0,0,1,0,0
907,0,0,0,0,0,0,0,0,0,1,0,1
908,1,0,0,1,0,0,0,0,0,0,0,1
909,1,0,0,0,0,0,0,1,0,0,0,0
910,0,0,0,0,0,1,1,0,0,1,0,1
911,0,0,0,0,0,0,0,1,0,0,0,0
912,0,0,0,1,0,0,0,1,0,1,0,1
913,0,0,0,0,0,0,0,0,0,0,0,0
914,1,0,0,1,0,0,0,1,0,0,1,1
915,0,0,0,0,0,0,0,1,0,0,0,0
916,0,0,0,1,0,0,0,0,0,0,0,1
917,0,0,0,1,0,1,0,0,0,0,0,1
918,0,0,0,0,0,0,0,0,0,0,0,1
919,0,0,0,0,0,0,0,0,0,0,0,1
920,0,0,0,0,0,0,1,0,0,1,0,1
921,0,0,0,1,0,0,0,1,0,0,0,1
922,1,0,0,1,1,0,0,1,0,0,1,0
923,1,0,0,1,0,0,0,1,0,1,0,1
924,1,0,0,0,0,0,0,0,0,0,0,1
925,1,0,0,0,0,0,0,0,0,0,1,0
926,0,0,0,1,0,0,0,0,0,0,1,0
927,0,0,0,1,0,0,0,1,0,0,0,1
928,1,0,0,0,1,0,1,0,0,0,0,0
929,0,1,0,1,0,1,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0,0,0,1
931,0,0,0,0,0,0,0,0,0,0,0,1
932,0,1,0,0,0,1,0,1,0,0,1,0
933,0,0,0,1,0,0,0,1,0,1,0,1
934,0,0,0,0,0,0,0,0,0,0,0,0
935,0,0,0,1,0,1,0,1,0,0,0,0
936,1,0,0,0,0,0,0,0,0,0,0,1
937,0,0,0,0,0,0,0,0,0,0,0,1
938,1,0,0,0,0,0,0,0,0,0,0,1
939,0,0,0,0,0,0,0,0,0,0,0,0
940,0,0,0,1,0,0,0,0,0,0,0,1
941,0,0,0,0,0,0,0,0,0,0,0,1
942,0,0,0,0,0,0,0,0,0,0,0,1
943,0,0,0,1,0,0,0,1,0,0,0,1
944,0,0,0,0,0,1,0,1,0,0,0,0
945,1,0,0,0,0,0,0,0,0,0,0,1
946,1,0,0,1,0,0,0,0,0,0,0,0
947,0,0,0,1,0,1,0,1,0,0,0,0
948,0,0,0,1,0,0,0,0,0,0,0,1
949,0,0,0,1,0,0,0,0,0,0,0,1
950,0,0,0,1,0,0,0,1,0,0,0,1
951,0,0,0,0,0,0,0,0,0,0,0,1
952,0,0,0,1,0,1,0,0,0,0,0,1
953,0,0,0,0,0,1,0,1,0,0,0,0
954,0,0,0,1,0,0,0,0,0,0,0,1
955,0,0,0,0,0,0,1,0,0,0,0,1
956,0,0,0,0,0,0,0,0,0,0,0,1
957,0,0,0,0,0,0,0,0,0,0,0,1
958,1,0,0,1,0,0,0,1,0,0,0,0
959,0,0,0,1,0,0,0,1,0,0,0,0
960,1,0,0,0,0,1,0,0,0,0,0,0
961,0,0,0,0,0,0,0,0,0,0,0,1
962,1,0,0,1,0,0,0,1,0,0,0,0
963,0,0,0,0,0,0,0,0,0,0,0,1
964,0,0,0,1,0,0,0,0,0,0,1,0
965,0,0,0,0,0,0,0,0,0,1,0,1
966,0,0,0,1,0,0,0,0,0,1,0,1
967,0,0,0,1,0,0,0,0,0,1,0,0
968,0,0,0,1,0,1,0,1,0,0,0,1
969,0,0,0,1,0,0,1,0,0,0,0,1
970,1,0,0,0,0,0,1,0,0,1,0,0
971,0,0,0,0,0,0,0,1,0,0,0,0
972,0,0,0,0,0,0,0,0,0,0,0,1
973,0,0,0,1,0,0,1,0,0,0,0,1
974,0,0,0,1,0,0,0,0,0,1,0,1
975,1,0,0,1,0,0,0,0,0,0,0,0
976,0,0,0,0,1,0,0,0,0,0,1,0
977,0,0,0,1,0,0,0,0,0,0,0,0
978,0,0,0,0,0,0,0,0,0,0,1,0
979,0,0,0,0,0,0,0,0,0,0,0,0
980,0,0,0,1,1,0,0,1,0,0,0,0
981,0,0,0,1,0,0,0,0,0,0,0,1
982,0,0,0,1,0,0,0,0,0,0,0,0
983,0,0,0,1,0,0,0,0,0,1,0,0
984,0,0,0,1,0,1,0,0,0,0,0,1
985,1,0,0,1,0,0,0,0,0,0,1,1
986,0,0,0,0,0,1,0,1,0,0,0,0
987,0,0,0,1,0,0,0,0,0,0,0,1
988,0,0,0,0,0,0,0,0,0,0,0,1
989,0,0,0,0,0,0,0,1,0,0,0,0
990,0,0,0,1,0,0,0,0,0,0,0,1
991,0,0,0,1,0,0,0,1,0,0,0,1
992,0,0,0,0,0,0,0,0,0,1,0,1
993,0,0,0,1,0,0,0,0,0,0,0,1
994,0,0,0,1,0,0,0,1,0,0,0,1
995,0,0,0,0,0,0,0,1,0,0,1,0
996,1,0,0,0,0,1,0,1,0,0,0,0
997,0,0,0,0,0,0,1,1,0,0,0,1
998,0,0,0,0,0,0,0,1,0,0,0,1
999,0,1,0,1,0,0,0,1,0,0,0,1
1000,0,0,0,1,0,0,0,0,0,0,0,0
1001,0,0,0,0,0,0,0,0,0,0,0,1
1002,1,0,0,1,0,1,0,0,0,0,1,0
1003,0,0,0,0,0,0,0,0,0,1,0,1
1004,0,0,0,0,0,0,0,0,0,0,0,1
1005,0,0,0,0,0,0,0,1,0,0,0,0
1006,0,0,0,1,0,0,0,0,0,0,0,0
1007,1,0,0,1,1,1,0,1,0,0,0,0
1008,0,0,0,1,0,0,0,0,0,0,0,1
1009,0,0,0,0,0,1,0,0,0,0,0,1
1010,1,0,0,0,1,1,0,1,0,0,1,0
1011,0,0,0,0,0,0,1,0,0,1,0,1
1012,0,0,0,1,0,0,0,0,0,0,0,1
1013,0,0,0,0,0,0,0,1,0,0,0,1
1014,0,0,0,0,0,0,0,0,0,1,0,0
1015,0,0,0,0,0,0,0,0,0,0,0,0
1016,1,0,0,0,1,1,0,0,0,0,0,0
1017,0,0,0,0,0,0,1,0,0,1,0,0
1018,0,0,0,0,0,0,0,1,0,0,0,1
1019,0,1,0,1,0,0,0,1,0,0,0,0
1020,0,0,0,1,0,0,0,0,0,1,0,1
1021,0,0,0,1,0,0,0,0,0,1,0,0
1022,0,0,0,0,0,0,1,0,0,0,0,1
1023,0,0,0,0,0,0,0,0,0,0,0,0
1024,0,0,0,1,0,1,0,1,0,0,0,1
1025,0,0,0,0,0,0,0,0,0,1,0,0
1026,1,0,0,0,1,1,0,0,0,0,0,0
1027,1,1,0,0,0,0,0,1,0,0,0,0
1028,0,0,0,0,0,0,0,0,0,0,0,1
1029,0,0,0,1,0,1,0,1,0,0,0,0
1030,0,0,0,0,0,1,0,0,0,1,0,1
1031,0,0,0,1,0,0,0,1,0,0,0,1
1032,1,1,0,0,1,1,0,1,0,0,1,0
1033,0,0,0,0,0,0,0,0,0,0,0,1
1034,1,0,0,0,1,0,0,1,0,0,1,0
1035,1,0,0,1,1,1,0,0,0,0,0,0
1036,0,0,0,0,0,0,0,1,0,0,0,0
1037,0,0,0,0,0,0,0,0,0,0,0,0
1038,1,0,0,1,0,0,0,1,0,1,0,0
1039,0,0,0,1,0,1,0,1,0,0,0,0
1040,0,0,0,1,0,0,0,0,0,0,0,1
1041,1,0,0,1,0,0,0,0,0,0,1,1
1042,1,0,0,1,0,0,1,1,0,0,0,1
1043,0,0,0,0,0,0,0,1,0,0,0,0
1044,1,1,0,0,0,1,0,1,0,0,0,0
1045,1,0,0,1,0,0,0,0,0,1,0,0
1046,1,0,0,1,0,0,1,0,0,0,0,1
1047,1,0,0,0,0,0,0,0,0,0,0,0
1048,0,0,0,0,0,0,0,0,0,0,0,1
1049,0,0,0,1,0,0,0,1,0,1,0,1
1050,0,0,0,0,0,0,0,1,0,0,0,0
1051,0,0,0,0,0,0,0,0,0,0,0,1
1052,1,0,0,1,0,0,0,0,0,1,0,1
1053,1,1,0,0,0,0,0,1,0,0,0,0
1054,1,0,0,0,0,0,1,0,0,1,0,0
