id,Nathalie Arthaud,François Asselineau,Jacques Cheminade,Nicolas Dupont-Aignan,François Fillon,Benoît Hamon,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou
34005,0,0,0,0,0,1,0,0,0,1,0
32022,1,0,1,0,0,0,0,0,0,1,1
13158,0,0,0,0,0,1,0,0,1,0,0
26787,0,0,0,0,0,1,0,0,0,1,0
26381,0,1,0,0,0,0,0,0,0,1,0
8561,0,0,0,0,0,0,0,0,0,0,0
30891,1,1,0,0,0,1,0,0,0,1,1
3153,0,0,0,0,0,1,0,0,1,1,0
20903,0,0,0,0,0,0,0,0,1,0,0
17193,0,0,0,1,1,0,1,1,0,0,0
368,0,0,0,0,0,0,0,0,1,1,0
17591,0,0,0,0,1,0,0,0,1,0,0
4477,0,0,0,0,0,1,0,0,0,1,0
18407,0,0,0,0,0,1,1,0,0,1,1
4794,0,0,0,0,0,0,0,0,1,1,0
488,0,0,0,0,0,1,0,0,0,1,0
2612,0,0,0,0,0,1,0,0,0,1,0
29359,0,0,0,0,1,0,1,1,1,0,0
8604,0,0,0,0,0,1,0,0,1,1,1
21732,1,0,0,0,0,1,0,0,0,1,1
26515,0,0,0,0,0,1,0,0,1,0,0
21279,1,1,1,0,0,1,0,0,0,1,1
9416,1,0,0,0,0,1,0,0,0,1,1
17576,0,0,0,0,1,0,0,0,0,0,0
17303,0,0,0,0,0,1,0,0,0,0,0
6438,0,0,0,0,0,1,0,0,0,1,0
8125,0,0,0,1,1,0,1,0,0,0,0
7,0,0,0,0,0,1,0,0,0,0,1
4617,0,0,0,0,0,1,1,0,1,1,0
9003,0,0,0,0,0,1,0,0,0,1,1
5339,0,0,0,0,1,1,0,0,1,1,0
6286,1,0,1,0,0,1,0,0,0,1,1
22377,0,0,0,0,0,0,0,0,0,1,0
10484,0,0,0,1,0,0,0,0,0,1,1
7561,0,0,0,0,0,1,0,0,0,1,1
37464,0,0,0,0,1,0,1,0,1,0,0
10438,0,0,0,0,0,1,0,0,1,0,0
842,1,0,0,0,0,1,0,0,0,1,0
8961,0,0,0,0,0,1,0,0,0,1,0
30409,1,0,0,0,0,1,0,0,0,1,1
1137,1,0,1,0,0,1,0,0,1,1,0
5837,1,0,0,0,0,0,0,0,0,1,1
12412,0,0,0,0,0,1,0,0,0,1,0
24279,0,0,0,0,0,0,0,0,0,0,0
26226,0,0,0,0,0,1,0,0,1,0,0
1372,1,0,0,0,0,1,0,0,0,1,1
26438,0,0,0,1,0,0,0,0,1,0,0
1953,0,0,0,0,0,1,0,0,1,1,1
23939,0,0,0,0,0,1,0,0,1,1,1
6385,0,0,0,0,0,1,0,0,0,1,1
245,0,0,0,0,0,1,0,0,1,1,0
37465,0,0,0,0,0,1,0,0,0,1,0
25166,1,0,0,0,0,1,0,0,0,1,1
18563,0,0,0,0,0,1,0,0,1,0,0
23357,0,1,1,1,0,0,0,1,0,1,0
30347,0,0,0,0,0,1,0,0,1,1,0
1792,1,0,0,0,0,1,0,0,0,1,1
11162,0,0,0,0,0,1,0,0,1,1,0
12345,0,0,0,0,0,0,0,0,1,0,0
14048,1,0,0,0,0,0,0,0,0,1,1
30682,0,0,0,0,0,1,0,0,0,1,0
22349,1,0,0,0,0,1,1,0,0,1,1
14115,0,0,0,0,1,0,0,0,1,0,0
29508,0,0,0,0,0,1,1,0,1,0,0
10279,0,0,0,0,0,1,0,0,0,0,0
13307,0,0,0,0,0,0,0,0,0,0,0
23959,0,0,0,0,0,0,0,0,1,0,0
30036,0,0,0,0,0,1,0,0,0,1,1
30669,0,0,0,0,0,1,0,0,0,1,0
15699,1,0,0,0,0,1,0,0,0,1,1
2634,0,0,0,0,0,0,0,0,0,1,0
17693,0,0,1,0,0,1,0,0,0,1,0
26079,0,0,0,0,0,1,0,0,1,1,0
23886,0,0,0,0,1,0,1,0,1,0,0
16122,0,0,0,0,0,0,1,0,1,1,1
3817,0,0,0,0,0,1,0,0,1,1,0
505,0,0,0,0,0,0,0,0,0,1,1
2447,0,0,0,0,0,1,0,0,0,1,0
21745,0,0,0,0,0,0,0,0,0,1,0
21538,0,0,0,0,0,0,0,0,1,0,0
37375,0,1,0,0,0,1,0,0,0,1,1
3929,1,0,0,0,0,0,0,0,0,1,1
30710,0,0,0,0,0,1,0,0,0,0,0
743,0,0,0,0,0,1,0,0,0,1,1
11683,0,0,0,0,0,0,0,0,0,1,0
30745,0,0,0,0,0,0,0,0,0,1,0
24072,0,0,0,1,1,0,0,1,1,0,0
8463,0,0,0,0,0,1,0,0,1,1,0
30744,0,0,0,0,0,0,0,0,0,0,0
10250,0,0,0,0,0,0,0,0,1,1,0
28346,0,0,0,0,0,1,0,0,0,1,0
10367,1,0,0,0,0,1,0,0,0,1,0
34369,0,0,0,0,0,1,0,0,0,1,0
24777,0,1,1,0,0,1,1,0,1,1,0
26632,0,1,0,1,1,0,0,1,0,0,0
22706,0,0,0,0,0,0,0,0,0,0,0
2269,0,1,0,0,0,0,1,0,0,0,0
5766,0,0,0,0,0,1,0,0,1,1,0
1267,0,0,0,1,0,0,0,1,0,1,0
34436,0,0,0,0,0,1,0,0,0,1,1
1481,0,0,0,0,0,0,0,0,0,0,0
14678,0,1,0,0,0,1,0,0,0,1,0
19256,0,0,0,0,0,1,0,0,0,1,0
24052,0,1,1,1,1,0,0,1,1,0,0
13827,0,0,0,0,0,1,1,0,0,0,0
5038,0,0,0,0,0,0,0,0,1,0,0
25441,0,0,0,0,0,0,0,0,0,1,1
25522,1,0,0,0,0,0,0,0,0,1,1
13951,0,0,1,0,0,1,0,0,1,1,1
29666,0,0,0,0,0,1,1,0,0,1,1
25855,1,0,0,0,0,1,0,0,0,0,1
2453,0,0,0,0,0,0,0,0,1,1,0
21463,0,0,0,0,0,1,1,0,1,1,1
16537,1,1,0,0,0,0,1,0,0,1,1
30828,0,1,1,1,0,0,0,0,0,1,0
6334,0,0,0,1,0,0,0,0,1,0,0
28466,0,1,0,0,0,1,1,0,0,1,1
11211,0,0,0,0,0,1,0,0,0,1,1
12916,0,0,0,0,0,1,0,0,0,1,0
7042,0,0,0,0,1,0,0,0,1,1,0
15411,0,0,0,0,0,1,0,0,1,0,0
6067,0,0,0,0,0,0,0,0,1,0,0
5207,0,0,0,0,0,0,0,0,0,0,0
25281,0,0,0,0,0,0,0,0,0,1,1
12768,0,0,0,0,0,0,0,0,1,0,0
17431,0,0,0,0,0,0,0,0,1,0,0
27227,0,0,0,0,1,0,0,0,1,0,0
26773,1,0,0,0,0,0,0,0,0,1,1
10782,0,0,0,0,0,1,0,0,0,1,0
17522,1,0,0,0,0,1,0,0,0,1,1
18864,0,0,0,0,0,1,0,0,0,1,0
10368,0,0,0,0,0,1,0,0,1,1,1
28480,0,0,0,0,0,0,0,0,1,0,0
22278,0,0,0,0,0,0,0,0,1,1,1
16850,0,0,0,0,0,1,0,0,1,1,1
5623,0,0,0,0,0,1,1,0,0,0,0
7267,0,0,0,0,0,0,0,0,1,0,0
9112,1,0,0,0,0,1,0,0,0,1,1
26623,0,0,0,0,0,0,0,0,1,0,0
1406,1,0,0,0,0,0,0,0,0,0,1
4719,0,0,0,0,0,1,0,0,0,1,0
9951,0,0,0,0,0,1,0,0,0,1,1
1739,0,0,0,0,0,1,0,0,1,0,0
8110,0,0,0,0,0,1,0,0,0,1,1
8420,0,0,0,0,0,1,0,0,1,1,0
21729,0,0,0,0,0,1,0,0,1,1,0
4695,1,1,0,1,0,1,1,0,0,1,1
7370,0,0,0,0,0,1,0,0,0,1,0
27084,0,0,0,0,0,1,0,0,0,1,0
13184,0,1,0,1,0,0,1,0,0,1,1
16491,0,0,0,0,0,1,0,0,1,1,1
16152,0,0,0,0,0,1,0,0,1,1,1
5703,0,0,0,0,0,1,0,0,1,1,0
14421,0,0,0,0,0,1,0,0,1,1,0
25827,1,0,0,0,0,1,1,0,1,0,1
30616,1,1,1,1,0,1,1,1,1,1,1
13407,0,0,0,0,0,1,0,0,1,1,0
101,1,0,0,0,0,1,0,0,1,1,1
12189,0,0,0,0,0,0,0,0,0,1,0
28886,0,0,0,1,0,1,0,0,0,1,0
3815,0,0,0,0,0,1,0,0,1,1,0
7999,0,0,0,0,0,0,0,0,1,0,0
23816,0,0,0,1,1,0,0,0,1,0,0
6363,0,0,0,0,0,1,0,0,1,0,0
12478,0,0,0,0,0,1,0,0,1,1,0
6358,0,0,0,0,0,0,0,0,1,0,0
34733,0,0,0,0,0,1,0,0,0,1,0
3300,0,1,0,0,0,0,0,0,0,0,1
4302,0,0,0,0,0,1,0,0,1,0,0
12147,0,0,0,0,0,1,0,0,0,1,0
22107,0,0,0,0,0,1,0,0,0,0,1
12395,0,0,0,0,0,1,0,0,0,1,1
1744,0,0,0,0,0,0,0,0,0,1,1
25372,1,0,0,0,0,1,0,0,0,1,1
20445,0,0,0,0,0,0,0,0,0,1,1
29770,1,0,1,0,0,0,1,0,0,1,1
3606,0,0,0,0,0,0,0,0,0,1,1
33017,0,0,0,0,0,1,0,0,0,1,1
23615,1,0,0,1,0,1,0,1,0,1,0
6871,1,0,0,0,0,0,0,0,0,1,1
11951,0,0,1,0,0,1,1,0,0,1,0
20633,0,0,0,0,0,0,0,0,1,0,0
6625,1,0,0,0,0,1,0,0,1,0,1
7985,1,1,0,0,0,0,1,0,0,1,1
28741,0,0,0,0,0,1,0,0,0,1,0
37052,1,0,0,0,0,0,0,0,0,1,1
27336,0,0,0,0,1,0,1,0,1,0,0
530,0,0,0,0,0,0,0,0,1,1,0
12133,0,0,0,0,1,0,0,0,0,0,0
6993,0,0,0,0,0,1,0,0,1,0,0
18812,1,0,0,0,0,1,0,0,0,1,1
34170,0,0,0,0,0,1,0,0,0,1,0
26831,0,0,0,0,0,1,1,0,0,0,1
22678,0,0,0,0,0,1,0,0,0,0,0
3494,0,0,0,0,0,1,0,0,1,0,0
2752,0,0,0,0,0,1,0,0,0,1,1
29305,0,0,0,1,1,1,0,0,0,0,0
35705,0,0,0,0,0,1,1,0,0,1,0
21750,0,0,0,0,0,1,0,0,1,0,0
18656,0,0,0,0,0,0,0,0,1,0,0
30815,1,0,0,0,0,0,0,0,0,1,1
8620,1,0,0,0,0,1,0,0,0,1,1
14832,0,0,0,0,0,1,0,0,0,1,0
27330,1,0,0,0,0,1,0,0,1,1,1
18334,0,0,0,0,0,1,1,0,1,0,0
1115,0,0,0,0,0,1,1,0,0,1,0
2691,0,0,0,1,0,0,0,1,0,0,0
30465,1,0,0,0,0,1,0,0,0,1,1
4158,0,0,0,0,0,1,0,0,0,1,1
14089,1,0,0,0,0,1,1,0,0,1,1
24142,0,0,0,0,1,0,1,0,1,0,0
27311,0,0,0,0,0,1,0,0,1,1,0
17198,0,0,0,0,0,0,0,0,1,0,0
22652,1,0,0,0,0,0,0,0,0,1,1
21087,0,0,0,0,0,0,0,0,0,1,1
18113,0,0,0,0,0,0,0,0,0,0,0
22590,0,0,0,0,0,1,0,0,1,0,0
18098,0,0,0,0,0,1,0,0,0,1,1
30495,0,0,0,0,1,0,0,0,0,0,0
21740,0,0,0,0,1,0,0,0,1,0,0
928,0,0,0,0,0,1,1,0,0,1,0
6611,0,0,0,0,0,0,0,0,1,1,0
6851,0,0,0,0,0,0,0,0,1,1,0
21936,0,1,0,1,1,0,0,1,0,0,0
35499,0,0,0,0,0,1,0,0,1,1,0
21028,0,0,0,1,0,1,1,0,0,1,1
9341,0,0,0,0,0,1,0,0,1,0,0
22727,0,0,0,0,1,1,0,0,1,0,0
9929,0,0,0,1,1,0,1,0,1,0,0
7100,0,0,0,0,0,0,0,0,0,0,0
30067,1,0,0,0,0,1,0,0,0,1,1
29628,0,0,0,0,0,1,0,0,0,1,0
29546,0,0,0,0,0,1,0,0,0,1,1
17882,0,0,0,0,0,1,0,0,1,0,0
32642,1,0,0,0,0,1,0,0,1,0,1
19021,1,1,1,1,1,1,1,0,1,0,1
19403,0,0,1,0,0,1,0,0,0,1,1
10329,0,0,0,0,0,0,0,0,1,1,0
32793,0,0,0,0,0,0,0,0,0,1,1
983,0,0,0,0,0,1,0,0,1,1,1
28868,0,0,0,0,0,1,0,0,1,1,0
22529,0,0,0,0,0,0,0,0,1,0,0
1537,0,0,0,0,0,1,0,0,0,1,0
744,1,0,0,0,0,1,0,0,0,1,0
30503,0,0,0,0,0,0,0,0,0,1,0
20268,0,0,0,0,1,0,0,0,1,0,0
4490,0,0,0,0,0,1,0,0,1,1,0
5256,0,0,0,0,0,1,0,0,1,1,0
22105,1,0,0,0,0,1,0,0,0,1,1
2811,0,0,0,1,1,0,0,0,1,0,0
32579,0,0,0,0,0,1,0,0,0,1,1
23062,0,0,0,0,0,1,0,0,1,0,0
24498,1,0,0,0,0,1,0,0,0,1,1
30293,0,0,0,0,0,0,0,0,0,1,0
18401,0,0,0,0,0,1,0,0,1,1,0
7609,1,0,0,0,0,1,0,0,0,1,1
1523,0,0,0,0,0,0,0,0,0,0,0
26547,0,0,0,0,0,1,0,0,1,1,0
27521,0,0,0,0,0,1,0,0,0,1,1
33717,1,1,0,0,0,0,0,0,0,1,1
25809,0,0,0,0,0,0,0,0,1,0,0
21446,0,0,0,0,0,0,0,0,1,1,1
28585,0,0,0,0,1,0,0,0,1,0,0
3718,0,0,0,0,0,1,0,0,0,1,0
22178,0,1,0,0,1,0,0,0,0,0,0
7625,0,0,0,0,0,0,0,0,0,1,1
17833,1,1,0,0,0,0,0,0,0,1,1
9115,1,0,0,0,0,1,0,0,0,1,0
23847,0,0,0,0,0,0,0,0,1,1,1
23550,0,0,1,0,0,1,0,0,0,1,1
1193,0,1,0,0,0,0,0,0,0,0,0
17290,1,0,0,1,0,0,0,1,1,1,0
31795,0,0,0,0,0,1,0,0,1,1,0
8246,0,0,0,0,0,1,0,0,0,0,0
7569,1,0,0,0,0,0,0,0,0,1,1
27053,1,0,0,0,0,1,0,0,0,1,1
21850,0,0,0,0,1,0,0,0,1,0,0
14359,0,0,0,0,0,1,0,0,1,1,0
28009,1,1,0,0,0,1,0,0,0,1,0
9653,1,0,0,0,0,1,0,0,0,1,1
6863,0,0,0,0,0,0,0,0,0,0,0
26458,0,0,0,0,0,0,0,1,0,0,0
32290,0,0,0,0,0,1,0,0,0,1,0
14092,0,0,0,0,0,1,0,0,0,1,1
26755,0,0,0,0,0,0,0,0,0,0,0
23232,0,0,0,0,0,1,0,0,1,1,0
18236,0,0,0,1,1,0,0,0,1,0,0
10311,1,0,0,0,0,1,0,0,0,1,1
2364,1,0,0,0,0,0,0,0,0,1,1
13210,0,0,0,0,0,1,0,0,0,1,0
26640,0,0,0,0,0,1,0,0,0,1,0
28917,0,0,0,0,0,1,0,0,0,1,1
7314,0,0,0,0,0,0,0,0,0,1,0
12438,0,0,0,0,1,1,0,0,1,1,1
24345,1,0,0,0,0,0,0,0,0,1,1
12390,1,0,0,0,0,1,0,0,0,1,1
30485,0,0,0,0,0,1,0,0,0,1,1
18307,0,0,0,0,0,1,0,0,0,1,1
29035,0,0,0,0,0,1,0,0,0,0,0
24863,0,0,0,0,0,1,0,0,1,1,1
35561,0,0,0,0,0,1,0,0,1,0,0
