id,Nathalie Arthaud,François Asselineau,Jacques Cheminade,Nicolas Dupont-Aignan,François Fillon,Benoît Hamon,Jean Lassalle,Marine Le Pen,Emmanuel Macron,Jean-Luc Mélenchon,Philippe Poutou
16210,0,0,0,0,1,0,0,0,1,0,0
2302,0,0,0,0,0,0,0,0,0,0,0
17857,0,0,0,0,0,1,0,0,0,0,1
6952,0,0,0,0,1,0,0,0,0,0,0
11660,0,0,0,0,0,1,0,0,0,0,0
5350,0,0,0,0,0,1,0,0,1,1,0
20481,0,1,0,0,0,0,0,0,0,1,0
29203,0,0,0,0,0,0,0,0,0,1,0
3741,0,0,0,1,0,0,0,0,1,0,1
25149,0,0,0,0,0,0,0,0,0,0,0
17227,0,0,0,0,0,1,0,0,0,0,1
3206,0,0,0,0,0,0,0,0,0,0,0
17711,1,1,1,0,0,0,0,0,0,1,1
29672,0,0,0,0,0,1,0,0,0,1,1
19117,0,0,0,0,0,1,0,0,1,0,0
15724,1,0,0,1,0,0,1,0,0,0,1
16276,0,0,0,0,0,0,0,0,1,1,0
8668,0,0,0,0,0,1,0,0,1,1,0
17105,0,0,0,0,0,1,0,0,1,0,0
25258,0,0,0,0,0,0,0,0,1,0,0
9411,0,0,0,0,0,0,0,0,0,0,0
19419,0,0,0,0,0,0,0,0,0,1,1
4442,1,0,0,0,0,1,0,0,0,1,1
27238,0,0,0,0,1,0,1,0,1,0,0
1805,0,1,0,1,0,0,0,1,0,0,0
3304,0,0,0,0,0,0,0,0,0,1,1
12511,0,0,0,0,0,1,0,0,0,1,1
6260,0,0,0,0,0,1,0,0,0,1,0
14474,0,0,0,0,0,1,0,0,1,0,0
22134,0,0,0,0,0,1,0,0,0,1,1
16857,0,0,0,1,1,0,0,1,0,0,0
251,0,0,0,0,0,0,0,0,0,1,0
20772,0,0,0,0,0,1,0,0,0,1,0
11432,0,0,0,0,1,0,0,0,1,0,0
14639,0,1,0,0,0,1,0,0,0,0,0
35653,0,0,0,0,0,1,0,0,1,1,0
7766,0,0,0,0,1,0,0,0,0,1,0
26353,0,0,0,0,0,1,0,0,0,0,0
37503,0,0,0,0,0,1,0,0,0,1,0
2245,0,0,0,0,0,1,0,0,1,0,1
3841,1,0,0,0,0,1,0,0,0,1,1
2706,1,0,0,0,0,0,0,0,0,1,1
11418,0,0,0,0,0,1,0,0,0,1,0
11513,0,0,0,0,0,1,0,0,0,1,0
8869,0,0,0,0,0,0,0,0,1,0,0
4289,0,0,0,0,0,1,0,0,0,1,0
14151,0,0,0,0,0,0,0,0,1,1,0
21084,1,0,0,0,0,0,0,0,0,1,1
27750,0,0,0,0,0,0,0,0,0,1,1
16128,0,0,0,0,1,0,0,0,1,0,0
17478,0,0,0,0,0,1,0,0,1,0,0
16906,0,0,0,0,0,1,0,0,1,1,0
23137,0,0,1,1,0,1,0,0,1,1,0
11025,0,0,0,0,0,1,0,0,1,1,0
30132,0,0,0,0,0,0,0,0,1,1,0
13961,0,1,0,1,0,0,0,1,0,0,0
29057,0,0,0,1,0,1,0,0,1,1,0
33664,1,0,0,0,0,1,0,0,0,1,0
12888,0,0,0,0,0,1,0,0,0,1,1
31600,0,0,0,0,0,1,0,0,1,0,0
4543,0,0,0,0,0,1,0,0,1,1,0
21684,0,0,0,0,0,1,0,0,0,1,0
21277,0,0,0,0,0,1,0,0,0,1,0
37353,0,0,0,0,0,1,0,0,0,1,1
7542,1,0,0,0,0,1,0,0,1,1,0
31609,0,0,0,0,0,1,0,0,0,1,0
23689,0,0,0,0,0,1,0,0,0,1,1
6416,0,0,0,0,0,1,0,0,0,1,1
5463,0,0,0,0,0,1,0,0,1,1,1
15659,0,0,0,1,1,1,0,0,1,0,0
25548,0,0,0,0,0,1,0,0,0,1,1
5589,0,1,1,1,0,0,1,0,0,0,0
11898,0,0,0,0,0,1,0,0,0,1,1
10952,1,0,0,0,0,1,0,0,0,1,1
35879,0,0,0,0,0,1,0,0,1,0,0
26717,0,0,0,0,0,1,0,0,0,1,0
19185,0,0,0,0,0,1,0,0,0,1,0
4654,0,0,0,0,0,0,0,1,1,1,1
15767,0,0,0,0,0,1,0,0,0,1,1
13262,0,0,0,0,0,1,0,0,0,1,0
8433,0,0,0,0,0,1,0,0,1,1,0
4451,0,0,0,0,1,1,0,0,1,1,0
23632,0,0,0,0,1,0,0,0,1,0,0
16025,0,0,0,0,0,0,0,0,1,0,0
19025,0,0,0,0,0,1,0,0,0,1,0
14093,0,0,0,0,0,1,1,0,0,1,0
13598,0,0,0,0,0,1,0,0,0,1,0
25642,0,0,0,0,0,0,0,0,1,0,0
21555,0,0,0,0,0,0,0,0,0,0,0
24138,1,1,1,1,1,1,1,1,1,1,1
24418,0,0,0,0,0,1,0,0,0,1,0
25867,0,0,0,0,1,1,0,0,1,1,0
27805,0,0,0,0,0,1,0,0,0,1,0
12335,0,0,0,0,0,1,0,0,0,1,1
21331,0,0,0,0,0,1,0,0,0,1,1
21154,0,0,0,0,0,1,0,0,0,0,1
12006,0,0,0,0,0,1,0,0,1,0,0
7357,0,0,0,0,0,1,0,0,0,1,0
28608,0,0,0,0,0,1,0,0,0,1,1
8501,0,0,1,0,0,1,0,0,0,1,0
3352,0,0,0,0,0,0,0,0,1,0,0
25686,0,0,1,1,0,1,0,0,0,1,0
28107,0,0,0,0,0,1,0,0,0,1,0
27783,0,0,0,0,0,0,0,0,1,0,0
26708,0,0,0,0,0,1,0,0,0,1,0
23228,0,0,0,1,0,1,0,0,0,1,0
12123,0,0,0,0,0,0,0,0,0,1,0
3965,0,0,0,0,0,1,0,0,0,1,1
21419,0,0,0,0,0,1,0,0,0,1,1
3914,0,0,0,0,1,0,0,0,0,0,0
31339,0,0,0,0,0,1,0,0,0,0,0
19246,0,0,0,0,0,1,0,0,0,1,1
12472,0,0,0,0,0,1,0,0,0,1,1
27072,0,0,0,1,1,0,0,0,0,0,0
22510,0,0,0,0,1,0,0,0,1,1,0
26282,0,0,0,0,0,0,0,0,1,0,0
25914,0,0,0,0,0,1,0,0,1,0,0
16474,0,0,0,0,0,1,0,0,1,1,0
12742,0,0,0,0,0,0,0,0,1,1,1
26762,0,0,0,0,0,1,0,0,1,0,0
16779,0,0,1,0,0,1,0,0,0,1,0
21465,0,0,0,0,0,0,0,0,0,0,0
15004,1,0,0,0,0,1,0,0,0,1,1
12293,0,0,0,0,0,1,0,0,1,1,0
1937,0,0,0,0,0,1,0,0,0,1,0
2806,0,0,0,0,1,0,0,1,0,0,0
28597,0,0,0,0,1,0,0,0,0,0,0
9009,0,0,0,1,0,0,0,1,0,1,1
33557,0,0,0,0,0,1,0,0,1,1,0
24745,0,0,0,0,0,1,0,0,0,1,0
20604,0,0,1,0,0,1,1,0,0,1,1
1978,0,0,0,0,0,0,0,0,1,0,0
32878,0,0,0,0,0,1,0,0,0,1,0
18879,0,0,0,0,1,0,1,1,1,1,0
12075,1,0,1,0,0,0,0,0,0,1,1
12639,0,0,0,0,0,1,1,0,0,1,1
29870,0,0,0,0,0,1,0,0,0,1,0
30205,1,0,0,0,0,1,0,0,0,1,1
2990,0,0,0,0,0,1,0,0,0,1,1
10152,0,0,0,0,0,1,0,0,1,1,0
28457,0,0,0,0,0,0,0,0,1,0,0
20901,0,0,0,0,0,1,0,0,1,0,0
26714,1,0,0,0,0,1,0,0,1,1,1
28296,1,0,0,0,0,1,0,0,0,1,1
16374,0,0,0,0,1,0,0,0,0,0,0
30788,0,0,0,0,0,1,1,0,1,1,0
23925,0,0,0,0,0,1,0,0,0,1,0
22682,0,0,0,0,0,1,1,0,0,1,0
29060,0,0,0,0,0,1,0,0,0,0,0
4799,0,0,0,0,0,1,0,0,0,1,0
5312,1,0,0,0,0,1,0,0,0,1,1
17574,0,0,0,0,0,1,0,0,1,0,0
966,0,0,0,0,0,1,0,0,0,1,1
3723,0,0,0,0,0,1,1,0,1,0,0
24346,0,0,0,0,0,1,0,0,1,1,0
5486,0,0,0,0,0,1,0,0,0,1,0
6423,0,0,0,0,0,0,0,0,0,1,1
8095,0,0,0,0,0,1,0,0,0,1,1
25683,0,0,0,0,0,0,0,0,0,1,0
28905,0,0,0,0,0,1,0,0,1,1,0
32339,0,0,0,0,0,1,0,0,1,0,0
8252,0,0,0,0,0,0,0,0,0,0,0
15851,1,0,0,0,0,0,1,0,0,1,1
10206,0,0,0,0,0,1,0,0,0,0,0
27444,1,1,1,1,0,1,0,0,0,1,1
21965,0,0,0,0,0,1,0,0,0,1,1
26838,0,0,0,0,0,1,0,0,1,0,0
20656,0,0,0,0,1,0,0,0,0,0,0
16813,0,0,0,0,0,1,0,0,1,0,0
3024,0,0,0,0,0,1,0,0,1,1,1
9981,1,0,0,0,0,1,0,0,0,1,1
20856,1,0,0,0,0,0,0,0,0,1,1
34227,0,0,0,0,0,1,0,0,0,1,1
7105,0,0,0,1,1,1,0,1,1,1,0
5394,0,0,0,0,0,1,0,0,0,1,0
13174,0,0,0,0,0,1,0,0,1,1,0
751,0,0,0,0,0,0,0,0,0,1,0
1262,0,0,0,0,0,0,0,0,0,1,0
8011,0,0,0,0,0,0,0,0,1,0,0
31033,0,0,0,0,0,1,0,0,1,0,0
16986,0,0,0,0,0,0,0,0,0,1,0
9592,0,1,1,1,0,0,0,1,0,1,0
15455,0,0,0,0,0,1,0,0,0,0,0
24845,0,0,0,1,0,1,1,0,1,1,1
24411,0,0,0,0,0,1,0,0,1,0,0
27183,0,0,0,0,0,1,0,0,1,1,1
25398,0,1,1,0,0,0,0,0,0,1,0
23479,0,0,0,0,0,1,0,0,0,1,0
37079,0,0,0,0,0,0,0,0,1,0,0
29066,0,0,0,0,0,0,0,0,0,1,0
23628,0,0,0,0,0,1,0,0,0,1,0
22891,1,0,0,0,0,0,0,0,0,0,1
28724,1,0,0,0,0,1,0,0,0,1,1
13442,0,0,0,0,0,1,0,0,0,1,0
919,1,0,0,0,0,1,0,0,0,1,1
4010,0,0,0,0,0,1,0,0,0,1,1
37324,0,0,0,1,1,0,0,0,0,0,0
5121,0,0,0,0,0,1,0,0,0,1,1
19913,0,0,0,0,0,1,1,0,1,0,0
9068,0,0,0,0,0,0,0,0,1,1,1
26335,0,0,0,0,0,1,0,0,0,1,0
20114,0,0,0,0,0,0,0,0,1,0,0
27966,1,0,0,0,0,1,0,0,0,1,1
12066,1,0,0,0,0,1,0,0,0,1,1
11745,0,0,0,0,0,1,0,0,0,1,1
23964,0,0,0,0,0,0,0,0,0,0,1
28616,1,0,0,1,0,1,0,0,0,1,0
1486,0,0,0,1,1,0,0,1,0,0,0
5164,0,0,0,0,0,0,1,0,0,1,0
31455,0,0,0,0,0,1,0,0,0,1,0
7341,0,0,0,0,0,1,0,0,0,1,0
15220,0,0,0,0,0,1,0,0,1,0,0
6961,0,0,0,1,0,0,0,1,0,0,0
5308,0,0,0,0,0,0,0,0,1,1,0
4294,0,0,0,0,0,0,0,0,0,0,0
3621,0,0,0,0,0,1,0,0,1,1,0
6814,0,0,0,0,0,1,0,0,1,1,0
4310,1,0,0,0,0,1,0,0,0,1,0
22668,0,0,0,0,0,0,0,0,1,0,0
22598,0,0,0,0,0,1,1,0,1,0,0
25432,0,0,1,0,0,0,0,0,0,1,0
21875,0,0,1,0,0,0,1,0,0,1,0
6868,1,0,0,0,0,1,0,0,0,1,1
24635,0,0,0,0,0,1,0,0,1,0,0
10999,0,0,0,0,0,0,0,0,1,1,1
14268,0,0,0,0,0,1,0,0,0,0,0
9554,0,0,1,0,0,1,0,0,0,1,0
23646,0,0,1,0,0,1,0,0,1,0,0
24239,0,0,0,0,0,1,0,0,0,1,1
23282,0,0,0,0,0,1,0,0,0,1,1
32778,0,0,0,0,0,1,0,0,0,1,0
28383,0,0,0,0,0,1,0,0,0,0,1
29137,0,0,0,0,0,1,0,0,1,1,0
17914,0,0,0,0,1,0,0,0,1,0,0
25141,0,0,0,0,0,1,0,0,1,1,0
14690,0,0,0,0,0,1,0,0,1,1,0
23585,0,0,0,1,0,0,0,0,1,0,0
23217,1,0,0,0,0,1,0,0,0,1,1
12661,0,0,0,0,0,0,0,0,0,1,0
30133,0,0,0,0,0,1,0,0,0,1,0
14543,0,0,0,0,0,1,0,0,1,0,0
12069,0,0,0,0,0,1,0,0,0,1,0
29949,1,0,0,0,0,0,0,0,0,1,1
25107,0,0,0,0,0,1,0,0,0,1,1
19709,0,0,1,1,1,0,1,0,1,0,0
21185,0,0,0,0,0,0,0,0,0,0,0
3370,0,0,0,0,0,1,0,0,0,1,1
13503,1,0,0,0,0,1,0,0,0,1,1
7170,0,0,0,0,0,1,0,0,1,1,0
17955,1,0,0,0,0,0,0,0,0,1,1
3969,0,0,0,0,0,1,0,0,0,1,0
826,0,0,0,0,0,1,0,0,1,1,0
13673,0,0,0,0,0,0,0,0,1,0,0
5952,0,0,0,0,0,0,0,0,1,0,0
20181,1,0,0,0,0,1,0,0,0,1,1
14731,1,0,0,0,0,1,0,0,0,0,1
21937,0,0,0,0,0,1,0,0,0,1,1
12581,0,0,0,0,0,0,1,0,1,0,0
14310,0,1,1,0,1,0,0,0,0,0,0
3174,0,0,0,1,1,0,0,1,0,0,0
8314,0,0,0,0,0,1,0,0,0,0,1
4462,0,0,0,0,0,1,0,0,0,1,1
24497,1,0,0,0,0,1,0,0,1,0,1
22967,1,1,1,1,1,1,1,1,1,1,1
25266,0,0,0,0,0,0,0,1,0,0,0
1042,0,0,0,0,0,0,0,0,0,0,0
15861,0,0,0,0,0,1,0,0,1,1,0
33353,1,0,0,0,0,1,0,0,0,1,1
2594,0,0,0,0,0,1,0,0,0,0,0
19079,0,0,0,0,0,0,0,0,1,0,0
5973,1,0,0,0,0,1,0,0,0,1,1
4964,0,1,0,0,0,0,0,0,0,1,0
23224,0,0,0,0,0,1,0,0,0,1,0
15164,0,0,0,0,0,0,1,0,0,1,0
3879,0,0,1,0,0,1,1,0,0,1,1
16555,0,0,0,0,0,1,0,0,1,0,0
133,1,0,0,0,0,1,0,0,0,1,1
6428,0,0,0,0,0,0,0,0,0,1,0
13553,0,0,0,0,0,1,0,0,1,1,0
13852,0,0,0,0,0,1,0,0,0,1,0
6849,0,0,1,0,1,1,0,0,1,1,0
7932,0,0,0,0,0,1,0,0,0,0,0
21063,0,0,0,0,0,1,0,0,0,1,0
14159,0,0,0,0,0,1,1,0,1,1,1
14295,0,1,0,0,0,0,0,0,0,0,0
18325,0,0,0,0,0,0,0,0,0,1,0
8034,0,0,0,0,0,1,0,0,0,1,0
26056,0,0,0,0,0,0,0,0,0,1,0
16901,0,0,0,0,1,0,0,0,1,0,0
1218,0,1,0,0,0,0,1,0,0,0,0
14713,0,0,0,0,0,1,0,0,1,0,0
18924,0,0,0,0,0,1,0,0,1,1,1
17065,0,0,0,1,1,0,0,0,1,0,0
13487,1,1,1,1,0,0,1,0,0,0,0
23763,0,0,0,1,0,1,0,0,0,1,0
11634,0,0,0,0,0,1,0,0,0,1,0
9546,0,0,0,0,0,1,0,0,0,0,0
2769,0,0,0,0,0,0,0,0,0,1,1
6144,0,0,0,0,0,0,0,0,0,0,1
11872,0,0,0,0,0,1,0,0,0,1,1
24750,0,0,0,0,0,0,0,1,1,1,0
16278,0,1,0,1,0,0,0,0,1,1,0
109,0,1,0,0,0,0,0,0,0,1,1
18753,0,0,0,0,0,1,1,0,1,0,0
1187,0,0,0,0,0,0,0,0,1,0,0
13734,1,0,0,0,0,1,0,0,0,1,1
18243,0,1,1,1,1,0,0,0,0,0,0
17454,0,0,0,0,0,1,0,0,0,1,1
20583,0,0,0,0,0,0,0,0,0,1,0
7543,0,0,0,0,1,0,0,0,1,0,0
19482,1,0,0,0,0,1,1,0,1,1,1
15818,0,0,0,0,0,1,0,0,1,0,1
7755,0,0,1,0,0,0,0,0,1,1,0
19491,0,0,0,0,0,1,0,0,1,0,0
24329,0,0,0,0,0,1,0,0,0,1,0
1534,1,0,0,0,0,1,0,0,0,1,1
2979,0,0,0,0,1,0,1,0,1,1,0
15275,0,0,0,0,0,0,0,0,1,0,0
5484,0,0,0,0,0,0,0,1,1,0,0
17602,0,0,0,0,0,1,0,0,0,1,1
17798,0,0,0,0,0,1,0,0,1,1,0
5500,0,1,0,0,0,1,0,0,0,1,1
27756,0,0,0,0,0,0,0,0,0,1,0
2685,0,0,0,0,0,1,0,0,1,1,0
23869,0,0,0,0,0,1,0,0,0,1,1
26837,1,0,0,0,0,1,0,0,0,1,0
25004,0,0,0,0,0,0,0,0,1,0,0
3920,0,0,0,0,0,1,0,0,1,0,0
7094,0,0,0,0,1,0,0,0,0,0,0
27363,0,0,0,0,0,0,1,0,1,0,0
2323,0,1,0,0,0,0,0,0,0,1,0
32218,0,0,0,0,0,1,0,0,0,1,0
18188,0,0,0,0,0,1,0,0,1,0,0
9128,0,0,0,0,0,0,0,0,0,0,0
6996,0,0,0,0,0,1,1,0,0,1,0
8152,0,1,0,0,0,0,0,0,0,0,1
21355,1,0,0,0,0,1,0,0,0,1,1
6524,0,0,0,0,0,0,0,0,1,0,0
2650,0,0,0,0,1,0,0,0,1,1,0
26906,0,0,0,0,0,1,0,0,1,0,0
9725,0,0,0,0,0,1,0,0,1,0,0
17818,0,0,0,0,0,1,0,0,0,1,1
5750,0,0,0,0,0,1,0,0,1,0,0
37504,0,0,0,1,1,0,0,0,1,1,0
30528,0,0,0,0,0,1,0,0,0,1,0
18045,0,0,0,0,0,1,0,0,0,1,0
16207,0,0,0,0,0,1,0,0,1,1,0
170,0,0,0,0,0,0,0,0,0,1,1
17605,0,0,0,0,0,1,0,0,1,1,0
25378,0,0,0,0,0,1,0,0,0,1,0
24178,0,1,1,0,0,0,0,0,0,0,0
3538,1,0,0,0,0,0,1,0,0,1,1
30108,0,1,0,0,1,0,1,0,0,1,0
27156,0,0,0,0,0,1,0,0,1,1,0
1755,0,0,1,0,0,0,0,0,1,1,0
22898,0,0,0,0,0,1,0,0,0,1,1
17283,0,0,0,0,0,1,0,0,0,1,0
13395,0,1,0,0,0,0,0,0,0,1,1
37178,0,0,0,0,0,1,0,0,1,1,0
25485,0,0,0,0,1,1,0,0,1,1,0
15974,0,0,0,0,0,0,0,0,0,0,0
23888,0,0,0,0,0,0,0,0,0,1,0
22550,0,0,0,0,1,0,0,0,1,0,0
22508,0,0,1,0,0,0,0,0,1,0,0
7255,1,0,0,0,0,0,0,0,0,1,1
5602,0,0,0,0,0,1,0,0,0,0,1
33470,0,0,0,0,0,1,0,0,0,1,1
29313,0,1,0,1,1,0,0,0,0,0,0
23257,1,0,0,0,0,1,0,0,0,1,1
5611,1,1,1,1,1,1,1,1,1,1,1
9997,0,0,0,0,0,1,0,0,0,1,1
2415,0,0,0,0,0,0,0,0,0,0,0
18007,0,0,0,0,0,1,1,0,1,0,0
7868,0,0,0,0,0,1,1,0,0,0,1
541,0,0,0,0,0,1,0,0,0,1,0
19165,0,0,0,0,0,1,0,0,0,1,0
28083,1,0,0,0,0,1,0,0,0,1,1
4785,0,0,0,0,0,1,0,0,0,1,1
24252,1,0,1,0,0,1,0,0,0,1,1
28520,0,0,0,0,0,1,0,0,1,1,0
27461,0,0,0,0,0,0,0,0,0,0,0
5412,0,0,0,0,0,1,0,0,0,1,1
4197,0,0,0,0,0,0,0,0,0,0,0
13798,1,0,0,0,0,1,0,0,0,1,1
1037,0,0,0,0,0,1,0,0,0,1,0
13535,0,1,1,1,0,0,1,0,0,1,1
15809,0,0,0,0,0,1,0,0,0,1,1
12880,0,0,0,0,0,0,0,0,0,0,0
15647,1,0,0,0,0,0,0,0,1,1,1
14520,0,0,0,0,1,0,0,0,1,0,0
34097,0,0,0,0,0,1,0,0,1,1,0
36972,0,0,0,0,0,1,0,0,0,1,0
20280,0,0,0,0,0,1,0,0,0,1,0
11616,1,0,0,0,0,1,0,0,0,1,1
22804,1,0,0,0,0,1,0,0,0,1,1
2018,0,0,0,0,0,1,0,0,0,1,0
36985,0,0,0,0,0,1,0,0,0,1,0
23820,0,1,1,0,0,1,0,0,1,0,0
344,1,0,0,0,0,1,0,0,0,1,1
19800,0,0,0,0,0,0,0,0,1,0,0
5204,0,0,0,0,0,1,0,0,0,1,0
23507,0,0,0,0,0,1,0,0,0,1,0
26750,0,0,0,0,0,1,0,0,0,1,0
28354,0,1,0,0,0,0,0,1,0,0,0
22176,0,0,0,1,1,0,1,0,0,0,0
31615,0,0,0,0,0,0,0,0,0,1,1
8371,0,0,0,0,0,1,0,0,0,1,0
8346,0,0,0,0,0,1,0,0,1,0,0
26876,1,0,0,0,0,0,0,0,0,1,1
8057,0,0,0,1,0,1,0,0,1,1,1
25919,1,0,0,0,0,1,0,0,1,1,1
20193,0,0,0,0,0,0,0,0,1,0,0
22066,0,0,0,0,0,1,0,0,0,1,0
15290,0,0,0,1,0,0,0,0,0,0,0
22776,1,0,0,0,0,1,0,0,0,1,1
3178,0,1,1,1,0,0,0,1,0,1,0
14752,1,0,0,0,0,1,0,0,0,1,1
13567,0,0,0,0,0,1,0,0,1,0,0
22693,0,0,0,0,0,0,0,0,1,0,0
8820,1,0,0,0,0,0,0,0,0,1,1
27250,0,0,0,0,0,1,0,0,0,1,0
15821,0,0,0,0,1,0,0,0,0,0,0
29103,0,0,0,0,0,1,0,0,1,1,0
21883,0,0,1,0,0,1,0,0,1,0,0
22736,0,0,0,0,0,1,0,0,0,1,1
8688,0,0,0,0,0,1,0,0,1,1,1
5058,0,0,0,0,0,0,0,0,1,1,0
21067,0,0,1,0,1,0,0,0,1,0,0
19894,0,0,0,0,0,1,0,0,0,1,0
8197,0,0,0,0,0,0,0,0,0,0,1
30544,0,0,0,0,0,1,0,0,0,1,0
6534,0,0,0,0,0,0,0,0,0,1,0
25031,0,0,0,0,0,1,0,0,1,0,0
11072,1,1,1,1,1,1,1,1,1,1,1
17111,0,0,0,0,1,0,0,0,1,0,0
30929,0,0,0,0,0,1,0,0,0,1,1
19370,0,1,0,0,0,0,1,0,0,0,1
9216,1,0,0,0,1,1,0,0,1,0,0
18327,1,0,0,0,0,1,0,0,0,1,1
18779,0,0,0,0,0,1,0,0,1,0,0
26763,0,0,0,0,0,0,0,0,0,0,1
16058,1,0,0,0,0,1,0,0,1,1,1
30631,0,0,0,0,0,1,0,0,1,0,0
1895,0,0,0,0,1,0,0,0,1,0,0
6887,1,0,0,0,0,0,0,0,0,0,1
22248,0,0,0,0,0,1,0,0,0,1,1
114,0,0,0,0,0,1,0,0,0,1,0
13240,1,0,0,0,0,1,1,0,1,1,1
26063,0,0,0,0,0,0,0,0,0,0,0
30237,1,0,0,0,0,1,0,0,0,1,1
28650,0,0,0,0,1,1,0,0,1,1,1
6582,1,0,0,0,0,1,0,0,0,1,1
31927,0,0,0,0,0,1,0,0,1,0,0
10174,0,0,0,0,0,1,0,0,0,1,0
12336,0,0,0,0,0,1,0,0,0,0,1
13975,1,0,0,0,0,1,0,0,0,0,1
2283,0,0,0,0,0,1,0,0,1,1,0
29402,0,0,0,0,0,1,0,0,0,1,0
7124,0,0,0,0,0,1,0,0,0,1,1
10645,0,0,0,0,0,0,0,0,1,0,1
18449,0,0,0,0,0,0,0,0,0,1,0
22859,0,0,0,0,1,0,0,0,1,0,0
24456,0,1,1,0,0,0,1,0,0,0,0
36188,0,0,0,0,0,0,0,0,0,1,0
6873,0,0,0,0,0,0,0,0,0,1,0
30540,0,0,0,0,0,1,1,0,0,1,0
8097,0,0,0,0,0,1,0,0,0,0,1
6504,0,0,0,0,0,0,0,0,0,0,0
29213,0,0,0,0,0,1,0,0,1,0,0
31395,0,0,0,1,0,1,1,0,0,1,1
14912,1,0,0,0,0,1,0,0,0,1,1
26165,0,0,0,0,0,1,0,0,0,1,0
1473,0,0,0,0,0,0,0,0,1,0,0
21984,0,0,0,0,0,1,0,0,1,0,0
20428,0,0,0,0,0,0,0,0,0,0,0
19759,1,0,0,0,0,1,0,0,0,1,1
1047,0,0,0,0,0,0,0,0,0,1,0
16678,1,0,0,0,0,1,0,0,0,1,0
28839,0,0,0,0,0,0,0,0,0,1,0
5836,0,0,0,0,0,1,0,0,1,1,0
2992,0,0,0,0,0,0,0,0,0,1,0
28245,0,0,0,0,0,1,0,0,1,1,0
8675,0,0,0,0,1,1,0,0,1,1,0
5096,0,0,0,0,0,1,0,0,0,1,1
13934,1,0,0,0,0,1,0,0,0,1,1
2565,0,0,0,0,0,1,0,0,1,1,0
31716,0,0,0,0,0,1,0,0,0,1,0
10319,0,1,0,1,0,0,1,0,0,1,0
23043,0,0,0,0,0,0,0,0,0,1,0
9384,0,0,0,0,0,1,0,0,0,1,1
36801,0,0,0,0,0,0,0,0,0,1,0
6910,0,0,0,0,0,0,0,0,0,1,1
32346,0,1,0,0,0,1,0,0,0,1,0
28195,0,0,0,0,0,1,0,0,1,1,1
26768,0,0,0,0,0,0,0,0,1,0,1
27473,0,0,0,0,0,1,0,0,0,1,1
17043,0,0,0,0,0,1,0,0,0,1,0
37505,0,0,0,0,0,0,0,0,0,1,0
58,0,0,0,0,1,1,0,0,0,1,0
18832,1,0,0,0,0,1,0,0,0,1,1
14942,0,0,0,0,1,0,0,0,1,1,0
15848,0,0,0,0,0,1,0,0,0,1,1
28437,0,0,0,0,0,1,0,0,0,1,1
34266,0,0,0,0,0,1,0,0,0,1,1
26908,0,0,0,0,0,1,0,0,1,0,0
30148,0,0,0,0,0,1,0,0,0,1,1
1697,1,0,0,0,0,0,0,0,0,1,1
438,0,0,0,1,0,0,0,0,1,1,0
3822,0,0,0,0,0,1,0,0,1,0,0
10100,0,0,1,0,0,0,1,0,1,0,1
27149,0,0,0,0,1,0,0,0,1,0,0
24515,0,0,0,0,0,1,1,0,0,1,1
22546,0,1,0,0,0,0,0,0,0,0,0
29292,1,0,0,0,0,1,0,0,0,1,1
37434,0,0,0,0,0,1,0,0,0,1,0
23908,0,0,0,0,0,0,0,0,0,1,0
23641,0,0,1,0,0,0,0,0,1,0,1
20361,0,0,0,0,0,1,0,0,1,1,0
8544,1,0,0,1,0,1,0,0,0,1,1
13258,0,0,0,0,0,1,0,0,0,1,0
25070,0,0,0,0,1,0,0,0,0,0,0
22038,0,0,0,0,0,1,0,0,0,1,1
12586,0,0,0,0,1,0,0,0,1,0,0
16146,1,0,0,1,0,1,1,0,1,1,1
15686,0,1,0,1,0,0,1,0,0,1,1
25573,0,0,0,0,0,1,0,0,0,0,0
25736,0,0,0,0,0,1,0,0,1,1,0
9327,0,0,0,0,0,1,0,0,1,0,1
8430,0,0,0,0,0,1,0,0,0,1,1
933,0,0,0,0,0,1,0,0,1,0,0
5554,0,0,0,0,0,1,0,0,0,1,1
21951,0,0,0,0,0,1,0,0,0,1,1
84,1,0,0,0,0,1,0,0,0,1,0
16436,1,0,0,0,0,1,0,0,0,1,1
11378,0,0,0,0,0,1,0,0,1,1,0
11915,0,0,0,0,0,1,0,0,1,0,0
8664,0,0,0,0,1,1,0,0,1,1,0
30645,0,0,0,0,0,0,0,0,0,1,0
5854,0,0,0,0,0,1,0,0,1,1,0
27027,0,0,0,0,0,1,0,0,1,1,0
19416,0,0,0,0,1,0,0,0,1,0,0
24166,0,0,0,0,0,0,0,0,1,1,0
1810,1,0,0,0,0,1,1,0,0,1,1
12605,0,0,0,0,0,0,0,0,0,1,0
24505,0,0,0,0,0,0,0,0,0,0,0
30182,0,0,0,0,0,1,0,0,0,1,1
27406,0,0,0,1,0,0,0,0,1,0,0
9248,1,0,0,0,0,1,0,0,0,1,1
7308,0,0,0,0,0,1,0,0,0,1,1
5382,0,0,0,0,0,0,0,0,0,1,0
23578,0,0,0,0,0,1,0,0,0,1,0
37506,0,0,0,0,1,0,0,0,0,0,0
18827,0,0,0,0,0,1,0,0,1,1,0
20681,0,0,0,0,0,1,0,0,0,1,0
16777,0,0,0,0,0,0,0,0,1,0,0
8666,1,0,0,0,0,1,0,0,0,1,1
