id,Nicolas Dupont-Aignan,Marine Le Pen,Emmanuel Macron,Benoît Hamon,Nathalie Arthaud,Philippe Poutou,Jacques Cheminade,Jean Lassalle,Jean-Luc Mélenchon,François Asselineau,François Fillon
1850,1,1,0,0,0,0,0,0,0,0,0
1851,0,0,1,1,1,1,0,0,0,0,0
1852,0,0,1,0,0,0,0,0,1,0,0
1853,0,0,1,1,0,1,0,0,1,0,0
1854,0,0,1,0,0,0,0,1,0,0,0
1855,0,0,1,1,0,1,0,0,1,0,0
1856,0,0,1,0,0,0,0,0,1,0,0
1857,0,0,1,1,0,0,0,0,0,0,0
1858,0,0,0,0,0,0,0,0,1,0,0
1859,0,1,0,0,0,0,0,0,0,0,1
1860,0,0,0,1,0,1,1,1,1,0,0
1861,0,1,0,1,0,0,0,0,1,0,0
1862,0,0,1,1,0,0,0,0,1,0,0
1863,0,1,1,0,0,0,0,0,0,0,1
1864,0,0,1,1,0,0,0,0,1,0,0
1865,0,0,0,1,0,0,0,0,1,0,0
1866,0,0,1,1,0,0,0,0,1,0,0
1867,0,0,1,1,0,0,0,0,1,0,0
1868,0,0,0,1,0,1,0,0,1,0,0
1869,0,0,1,0,0,0,0,0,0,0,1
1870,0,0,0,1,0,0,0,1,1,0,0
1871,0,0,1,1,0,0,0,0,0,0,0
1872,0,1,0,0,0,0,0,0,0,0,0
1873,1,1,0,0,0,0,0,1,0,0,1
1874,0,0,1,0,1,0,0,1,1,0,0
1875,1,1,1,0,0,0,0,0,0,0,1
1876,0,0,1,1,0,0,0,0,1,0,0
1877,0,0,0,1,1,1,0,0,1,0,0
1878,0,0,1,1,0,0,0,0,0,0,0
1879,0,0,1,1,0,0,0,0,0,0,0
1880,1,0,0,1,0,0,0,1,1,0,0
1881,0,0,0,1,0,1,0,0,0,0,0
1882,0,0,1,0,0,0,0,0,0,0,1
1883,0,1,1,0,0,0,0,0,0,0,1
1884,0,0,1,1,0,0,0,0,0,0,0
1885,0,1,0,0,0,0,0,0,0,0,1
1886,0,0,0,1,0,0,0,0,1,0,0
1887,0,0,0,1,0,1,0,0,1,0,0
1888,1,0,1,0,0,0,0,1,0,0,0
1889,0,0,1,0,0,0,0,0,0,0,1
1890,0,1,0,1,0,0,0,0,1,0,0
1891,0,0,1,1,0,0,0,0,1,0,0
1892,0,0,1,1,0,0,0,1,0,0,0
1893,0,0,0,1,0,0,0,0,1,0,0
1894,0,0,1,0,0,0,0,0,0,0,0
1895,0,0,1,0,0,0,0,0,0,0,1
1896,0,0,1,1,0,0,0,0,1,0,0
1897,0,0,1,1,0,0,0,0,0,0,0
1898,0,0,0,0,0,0,0,0,0,1,0
1899,0,1,1,0,0,0,0,1,0,0,0
1900,0,1,1,0,0,0,0,0,0,0,0
1901,0,0,1,0,0,0,0,0,0,0,1
1902,0,0,1,1,0,1,0,0,1,0,0
1903,0,0,0,1,0,1,0,0,1,0,0
1904,0,0,0,1,0,1,0,0,1,0,0
1905,0,0,1,0,0,0,0,0,0,0,1
1906,0,0,0,1,0,1,0,0,1,0,0
1907,0,0,1,1,1,0,0,0,1,0,0
1908,1,0,0,0,0,0,0,0,0,0,1
1909,0,0,1,1,0,1,0,0,0,0,0
1910,0,0,1,1,0,0,0,0,1,0,0
1911,0,0,0,0,0,0,0,0,0,0,1
1912,0,0,0,0,0,0,0,0,1,0,0
1913,0,0,1,0,0,0,0,0,1,0,0
1914,0,1,0,0,0,0,0,0,0,0,1
1915,0,0,1,1,0,0,0,0,1,0,0
1916,0,1,0,1,0,0,0,0,1,0,0
1917,0,0,1,1,0,0,0,0,1,0,0
1918,1,0,0,0,0,0,0,0,1,0,0
1919,0,0,1,1,0,0,0,0,1,0,0
1920,1,1,1,1,1,1,1,1,1,1,1
1921,0,1,0,1,0,1,0,0,0,0,0
1922,1,0,0,0,0,0,0,0,0,1,1
1923,0,0,0,1,0,0,0,0,1,0,0
1924,0,0,0,1,0,0,0,0,1,0,0
1925,1,1,0,0,0,0,1,1,0,1,1
1926,0,0,1,0,0,0,0,0,0,0,0
1927,1,0,1,1,0,0,1,1,1,0,0
1928,1,1,0,0,0,0,0,0,0,0,1
1929,0,0,1,0,0,0,0,0,1,0,0
1930,0,0,1,0,0,0,0,0,1,0,0
1931,0,0,0,1,1,1,0,0,1,0,0
1932,0,1,0,1,0,0,0,0,0,0,1
1933,0,0,1,0,1,1,0,0,1,0,0
1934,0,1,0,1,0,0,0,0,1,0,0
1935,1,1,1,0,0,0,0,0,1,0,1
1936,0,0,0,1,1,1,0,0,1,0,0
1937,0,0,1,1,0,0,0,0,1,0,0
1938,0,0,1,1,0,0,0,0,1,0,0
1939,0,0,1,1,0,0,0,0,0,0,1
1940,0,0,0,0,0,1,0,0,1,0,0
1941,0,1,1,0,0,0,0,0,1,0,1
1942,0,0,1,1,0,0,0,0,1,0,0
1943,0,0,0,1,1,1,0,0,1,0,0
1944,1,1,0,0,0,0,0,0,0,0,1
1945,0,0,1,1,0,0,0,0,0,0,1
1946,1,1,0,0,0,0,0,0,0,0,1
1947,0,0,1,0,0,0,0,0,0,0,0
1948,0,0,1,1,0,0,0,0,1,0,1
1949,1,1,1,1,0,0,0,0,1,0,1
1950,0,1,1,0,0,0,0,0,0,0,1
1951,1,1,1,0,0,0,1,0,1,0,1
1952,0,1,0,0,0,0,0,0,0,0,0
1953,1,1,1,0,0,0,0,0,0,0,1
1954,0,0,1,0,0,0,0,0,0,0,1
1955,1,0,1,0,0,0,0,0,1,0,0
1956,0,0,1,0,0,0,0,0,0,0,1
1957,0,0,1,1,0,0,0,0,1,0,0
1958,0,0,0,1,1,1,0,0,1,0,0
1959,0,0,1,0,0,0,0,0,0,0,0
1960,0,0,1,1,0,0,0,0,1,0,0
1961,0,0,1,1,0,0,0,0,0,0,0
1962,0,0,0,1,0,0,0,0,1,0,0
1963,0,0,1,1,0,0,0,0,0,0,1
1964,0,0,1,1,0,0,0,0,0,0,1
1965,1,0,1,1,0,0,0,0,0,0,1
1966,0,0,1,0,0,0,0,0,0,0,0
1967,0,0,0,1,0,0,0,0,0,0,0
1968,0,0,1,1,0,1,0,0,1,0,0
1969,0,0,1,0,0,0,0,0,1,0,0
1970,0,0,0,1,0,1,0,0,1,1,0
1971,0,0,0,0,0,0,0,0,0,0,0
1972,0,0,1,1,0,0,0,0,0,0,1
1973,0,0,1,1,0,0,0,0,1,0,0
1974,0,0,1,0,0,0,0,0,0,0,0
1975,0,0,1,1,0,0,0,0,1,0,0
1976,0,0,1,0,0,0,0,0,1,0,1
1977,0,0,1,1,0,0,0,0,1,0,0
1978,0,0,0,1,0,1,0,0,1,0,0
1979,0,0,1,1,0,0,0,0,1,0,0
1980,0,0,1,0,0,0,0,0,0,0,1
1981,0,0,1,0,0,0,0,1,0,0,0
1982,0,0,1,1,0,1,0,0,0,0,0
1983,1,1,1,0,0,0,0,1,0,0,0
1984,1,0,1,0,0,0,0,0,0,0,0
1985,0,0,1,0,0,0,1,0,0,1,1
1986,1,0,0,0,0,0,0,0,1,0,0
1987,1,0,0,1,0,0,0,0,1,0,0
1988,0,1,0,0,0,0,0,0,0,0,0
1989,0,0,1,0,0,0,0,0,1,0,0
1990,0,1,0,0,0,0,0,0,0,0,0
1991,0,0,1,1,0,0,0,0,1,0,0
1992,0,0,1,1,0,0,0,0,0,0,0
1993,1,0,1,0,0,0,0,0,0,0,0
1994,0,0,1,1,0,0,0,0,0,0,0
1995,0,0,1,1,0,0,0,0,0,0,0
1996,0,0,1,1,0,0,0,0,0,0,0
1997,0,0,1,0,0,0,0,0,0,0,0
1998,0,0,1,0,0,1,0,0,0,0,0
1999,0,0,1,1,0,0,0,0,1,0,0
2000,0,0,1,1,0,0,0,0,1,0,0
2001,0,0,0,1,1,1,0,0,1,0,0
2002,1,0,1,0,0,0,0,0,0,0,1
2003,0,0,1,0,0,0,0,0,1,0,0
2004,0,0,1,1,0,0,0,1,1,0,0
2005,1,1,0,1,0,1,0,0,1,1,0
2006,0,1,1,0,0,1,0,0,0,0,0
2007,0,0,1,1,0,0,0,0,0,0,0
2008,0,0,1,0,0,0,0,0,0,0,0
2009,0,0,0,0,0,0,0,0,0,0,1
2010,0,0,0,0,0,0,0,0,0,0,1
2011,1,0,0,0,0,0,0,0,0,0,1
2012,0,0,1,0,0,0,0,0,1,0,1
2013,0,0,0,0,0,0,0,0,0,0,1
2014,0,0,1,1,1,1,0,0,1,0,0
2015,0,0,0,1,0,1,0,0,1,0,0
2016,0,0,1,0,0,0,0,0,0,0,1
2017,0,0,1,0,0,1,0,0,0,0,0
2018,0,0,1,0,0,0,0,0,0,0,0
2019,0,0,1,1,1,1,0,0,1,0,0
2020,1,1,0,0,0,0,0,0,0,0,1
2021,0,0,1,0,0,0,0,0,1,0,0
2022,0,0,1,1,0,0,0,0,1,0,0
2023,0,0,1,1,0,0,0,0,1,0,0
2024,0,0,1,1,1,1,0,0,1,0,0
2025,1,0,0,0,0,0,0,1,1,0,0
2026,0,0,0,1,1,1,1,1,0,1,0
2027,0,0,1,1,0,0,0,0,1,0,0
2028,1,0,0,0,0,0,0,0,0,0,1
2029,1,1,1,0,0,0,0,0,1,0,0
2030,0,0,1,1,0,0,0,0,1,0,0
2031,0,1,1,0,0,0,0,1,0,0,1
2032,0,0,1,1,0,0,0,0,1,0,0
2033,0,1,0,1,0,0,0,0,0,0,1
2034,0,0,1,1,0,0,1,0,1,0,0
2035,1,0,1,0,1,0,0,0,0,0,0
2036,0,0,0,1,0,0,0,0,1,0,0
2037,0,0,1,0,0,0,0,0,0,0,1
2038,0,0,0,1,0,0,0,0,1,1,0
2039,0,0,1,1,0,0,0,0,0,0,0
2040,0,0,1,1,0,0,0,0,1,0,0
2041,1,0,1,0,0,0,0,1,0,0,0
2042,1,0,1,0,0,0,0,0,1,0,0
2043,0,0,1,1,0,0,0,0,1,0,0
2044,0,0,0,1,0,0,0,0,1,0,0
2045,0,0,1,0,0,0,0,0,1,0,0
2046,0,0,0,1,0,1,0,0,0,0,0
2047,1,1,1,0,0,0,0,0,1,0,1
2048,0,0,1,0,0,0,0,0,1,0,0
2049,0,0,0,0,0,0,0,1,1,0,0
2050,0,0,1,0,0,0,0,0,0,0,0
2051,0,1,1,0,0,0,0,0,0,0,0
2052,1,0,1,0,0,0,0,0,1,0,0
2053,0,0,1,1,0,0,0,0,1,0,0
2054,0,0,1,0,0,0,0,0,1,0,1
2055,0,0,1,1,0,0,0,0,0,0,0
2056,0,0,0,0,0,0,0,0,1,0,0
2057,0,0,1,0,0,0,0,0,1,0,0
2058,0,0,1,1,1,0,0,0,0,0,0
2059,0,0,1,0,0,0,0,0,0,0,0
2060,0,0,1,0,0,0,0,0,0,0,0
2061,0,0,1,0,0,0,0,0,0,0,0
2062,0,0,1,0,0,0,0,0,0,0,1
2063,0,0,1,0,0,0,1,0,1,0,1
2064,1,0,0,0,0,0,0,1,1,0,0
2065,0,0,1,1,1,1,0,0,1,0,0
2066,0,0,0,1,1,0,0,0,1,1,0
2067,0,0,1,1,0,0,0,0,0,0,0
2068,0,0,1,1,0,0,0,0,1,0,0
2069,0,0,0,1,1,0,0,0,1,0,0
2070,0,0,1,1,0,0,0,0,1,0,0
2071,0,1,0,0,0,0,0,0,0,0,0
2072,1,1,1,0,0,0,0,0,1,0,1
2073,0,0,1,1,0,0,0,0,0,0,1
2074,0,0,1,1,0,0,0,0,1,0,0
2075,0,0,1,1,0,0,0,0,1,0,0
2076,0,0,0,0,0,0,0,0,1,0,1
2077,0,0,1,1,0,0,0,0,0,0,0
2078,0,0,1,0,0,1,1,0,1,0,0
2079,1,1,0,0,0,0,0,0,0,0,1
2080,0,0,0,1,1,0,0,0,1,0,0
2081,0,0,0,1,1,1,0,0,1,0,0
2082,1,0,0,1,0,0,1,1,1,1,0
2083,0,0,1,1,0,0,0,0,1,1,0
2084,0,0,1,0,0,0,0,0,0,0,0
2085,0,0,1,1,0,0,0,0,1,0,0
2086,1,1,1,0,0,0,0,0,0,0,1
2087,0,0,1,1,0,0,0,0,0,0,0
2088,1,0,1,0,0,0,1,1,0,1,0
2089,0,0,0,1,0,0,0,0,1,0,0
2090,0,1,0,0,0,0,0,0,0,0,0
2091,0,0,1,1,0,1,0,0,1,0,0
2092,0,0,1,1,0,0,0,0,1,0,0
2093,0,1,0,0,0,0,0,0,1,0,0
2094,0,0,0,1,0,1,0,0,1,0,0
2095,0,0,1,1,0,0,0,0,1,0,0
2096,0,0,1,0,0,0,0,0,0,0,1
2097,0,0,0,1,0,1,1,0,1,0,0
2098,0,1,0,0,0,0,0,0,0,0,0
2099,0,0,1,1,0,0,0,0,1,0,0
2100,0,0,1,0,0,0,0,0,0,0,1
2101,0,0,1,1,0,0,0,1,1,0,0
2102,1,0,1,0,0,0,0,0,1,0,0
2103,0,0,1,0,0,0,0,0,1,0,1
2104,0,0,0,0,0,0,0,0,0,0,0
2105,0,0,0,1,0,0,0,0,1,0,0
2106,1,0,1,0,0,0,0,0,0,0,1
2107,0,0,0,1,1,1,0,0,1,0,0
2108,0,0,1,1,0,0,0,0,0,0,0
2109,0,0,1,0,0,1,0,0,1,0,0
2110,0,1,0,1,0,0,1,1,1,0,1
2111,0,0,1,0,0,0,0,0,0,1,0
2112,0,0,1,0,0,0,0,0,0,0,1
2113,0,0,0,0,0,1,0,0,0,0,0
2114,0,0,1,1,0,0,0,0,0,0,0
2115,0,0,1,1,0,0,0,0,0,0,1
2116,0,0,1,1,0,0,0,0,0,0,0
2117,0,1,0,1,0,0,0,0,1,0,1
2118,0,1,1,0,0,0,0,0,0,0,0
2119,0,0,0,0,0,0,0,0,0,0,0
2120,0,0,1,0,0,0,0,0,0,0,0
2121,0,0,1,1,0,1,0,0,1,0,0
2122,0,1,0,0,0,0,0,0,0,0,1
2123,0,0,1,0,1,1,0,0,1,0,0
2124,1,0,1,1,0,0,0,0,1,0,0
2125,0,0,1,0,0,0,0,0,0,0,0
2126,0,0,1,0,0,0,0,0,0,0,1
2127,0,0,1,1,0,0,0,0,0,0,0
2128,0,0,0,1,0,0,0,0,1,0,0
2129,1,0,1,1,0,0,0,1,1,0,1
2130,0,0,0,1,0,0,0,1,1,0,1
2131,1,1,0,0,0,0,0,0,0,0,0
2132,0,0,1,1,0,0,0,0,1,0,1
2133,0,0,0,0,0,1,1,0,0,0,0
2134,1,0,1,1,0,0,0,0,0,0,0
2135,0,1,0,0,1,0,1,0,1,0,0
2136,0,0,1,1,1,0,0,0,1,0,1
2137,0,0,1,0,0,0,0,0,0,0,1
2138,0,0,0,0,0,0,0,1,1,0,0
2139,1,0,1,0,0,0,0,0,1,0,1
2140,1,1,1,0,0,0,0,0,0,0,1
2141,1,0,0,0,0,0,1,0,0,1,1
2142,0,0,1,1,0,0,0,1,1,0,1
2143,0,0,1,1,0,0,0,0,1,0,0
2144,0,0,1,0,0,0,0,0,0,0,1
2145,0,0,0,0,0,0,0,0,0,0,1
2146,0,0,1,1,0,0,0,0,1,0,0
2147,0,0,1,1,0,0,0,0,1,0,0
2148,0,0,1,1,0,0,0,0,0,0,0
2149,0,1,1,0,0,0,0,0,0,0,1
2150,1,1,0,0,0,0,0,1,1,0,0
2151,0,0,0,0,0,0,0,0,1,0,0
2152,0,0,1,1,0,0,0,1,0,0,0
2153,0,0,1,0,0,0,0,0,0,0,1
2154,0,0,0,1,0,0,0,0,1,0,0
2155,1,0,0,0,0,0,1,0,0,0,0
2156,1,0,1,0,0,0,0,0,0,0,0
2157,0,0,0,0,0,0,0,0,1,0,0
2158,0,0,0,0,0,1,0,0,1,0,0
2159,0,0,1,1,0,0,0,0,0,0,0
2160,0,0,1,1,0,1,0,0,1,0,0
2161,0,0,1,0,0,0,0,0,1,0,0
2162,0,0,1,1,1,1,0,0,1,0,0
2163,0,1,1,0,0,0,0,0,0,0,1
2164,1,1,0,0,0,0,0,0,1,0,0
2165,0,0,1,1,0,0,0,0,1,0,0
2166,0,0,0,0,0,0,0,0,0,0,0
2167,1,1,0,0,0,0,0,0,0,0,0
2168,0,0,1,1,0,0,0,0,0,0,0
2169,1,1,0,0,0,0,0,0,0,0,1
2170,0,0,0,0,0,1,0,0,1,0,0
2171,0,1,0,0,0,0,0,0,0,0,0
2172,1,0,0,0,0,0,0,0,0,1,1
2173,0,0,0,0,0,0,0,0,1,0,0
2174,0,0,0,0,0,0,1,0,1,1,0
2175,0,1,1,0,0,0,0,0,1,0,1
2176,1,1,0,0,0,0,0,1,0,0,1
2177,0,0,1,1,0,0,0,0,1,0,1
2178,0,0,0,1,1,1,0,0,1,0,0
2179,0,0,0,0,0,1,0,0,1,0,0
2180,0,0,1,1,0,0,0,0,0,0,0
2181,0,0,1,0,0,0,0,0,0,0,1
2182,0,0,0,0,1,0,0,0,1,0,0
2183,1,0,1,1,0,0,0,0,0,0,0
2184,1,0,0,0,0,0,0,1,0,0,1
2185,0,0,1,1,0,0,0,1,1,0,0
2186,0,0,1,1,0,0,0,0,0,0,0
2187,0,0,1,1,0,0,0,0,0,0,0
2188,0,0,0,1,0,1,0,0,1,1,0
2189,1,0,1,0,0,0,0,0,0,0,0
2190,0,0,1,0,0,0,0,0,0,0,0
2191,0,0,1,1,0,0,0,0,1,0,1
2192,0,1,0,0,0,0,0,0,0,0,1
2193,1,1,0,0,0,0,0,0,0,0,1
2194,0,0,0,1,0,0,0,0,0,0,0
2195,0,0,1,0,0,0,0,0,0,0,1
2196,0,0,1,0,0,0,0,0,0,0,0
2197,0,1,0,0,0,0,0,0,0,0,1
2198,0,0,0,1,0,0,0,0,1,0,0
2199,0,1,0,0,0,0,0,0,0,0,0
2200,0,0,0,1,0,0,0,0,1,0,0
2201,1,1,1,0,0,0,0,0,0,0,1
2202,1,0,1,0,0,0,0,0,1,0,0
2203,0,0,1,1,0,0,0,0,0,0,0
2204,1,0,0,0,0,0,0,0,0,0,1
2205,0,0,1,1,0,0,0,0,1,0,0
2206,0,0,1,0,0,0,0,0,1,0,1
2207,0,0,1,1,0,0,0,0,1,0,0
2208,0,0,1,0,0,0,0,0,1,0,0
2209,0,0,1,1,0,1,0,0,1,0,0
2210,0,0,0,1,0,0,0,0,1,0,0
2211,0,1,0,0,0,0,0,0,1,0,1
2212,0,0,1,1,0,0,0,0,1,0,0
2213,0,0,0,0,0,0,0,0,0,0,1
2214,0,0,1,0,0,0,1,0,0,0,1
2215,0,0,1,0,0,0,0,0,1,0,0
2216,0,0,1,1,0,0,0,0,0,0,0
2217,0,0,1,0,0,0,0,0,0,0,0
2218,1,0,0,0,0,0,0,0,1,0,0
2219,0,0,0,1,1,1,0,0,1,0,0
2220,0,0,1,0,0,0,0,0,0,0,1
2221,1,0,0,0,0,0,1,1,0,1,1
2222,0,0,0,1,0,0,0,0,1,0,0
2223,1,0,1,0,0,0,0,0,0,0,1
2224,0,0,0,1,1,1,0,0,1,0,0
2225,1,0,0,1,0,1,0,0,0,1,0
2226,0,1,0,0,0,0,0,0,0,0,1
2227,0,0,0,1,1,1,0,0,1,0,0
2228,1,0,1,1,0,0,0,0,1,0,0
2229,0,0,0,1,0,0,0,0,1,0,0
2230,0,0,1,1,0,0,0,0,1,0,0
2231,0,1,1,0,0,0,0,0,0,0,1
2232,0,0,1,0,0,0,0,0,0,0,0
2233,0,0,1,1,0,0,0,0,1,0,1
2234,0,0,1,1,0,0,0,0,1,0,0
2235,0,0,1,1,0,0,0,0,1,0,0
2236,1,0,0,0,0,0,0,0,0,0,1
2237,0,0,1,1,0,0,0,0,1,0,0
2238,0,0,1,1,0,0,0,0,0,0,0
2239,0,0,1,1,0,0,0,0,1,0,0
2240,0,0,1,0,0,0,0,0,0,0,0
2241,1,1,0,0,0,0,0,1,1,0,0
2242,0,0,0,0,1,0,0,0,1,0,0
2243,0,0,1,1,0,1,0,0,1,1,0
2244,0,0,1,1,0,0,0,0,0,0,0
2245,0,0,1,1,0,0,0,0,0,0,1
2246,0,0,1,0,0,0,0,0,0,0,0
2247,1,0,0,1,0,0,0,0,1,0,0
2248,0,0,0,1,0,1,0,1,1,0,0
2249,0,0,1,0,0,0,0,0,0,0,0
2250,0,0,1,0,0,0,0,0,0,0,1
2251,0,0,1,1,0,0,0,0,1,0,0
2252,0,0,0,1,0,0,0,0,1,0,0
2253,0,0,0,0,0,1,0,0,1,0,0
2254,0,0,1,0,0,0,0,0,1,0,0
2255,0,0,1,0,0,0,0,0,0,0,1
2256,0,0,1,0,0,0,0,0,0,0,0
2257,0,0,1,1,0,0,0,0,1,0,0
2258,0,0,1,0,0,0,0,0,0,0,0
2259,1,1,0,0,0,0,0,0,0,0,1
2260,1,0,1,0,0,0,0,0,0,0,0
2261,0,0,0,1,0,0,0,1,1,1,0
2262,1,1,1,0,0,0,0,0,1,0,0
2263,0,0,1,0,0,0,0,0,0,0,1
2264,0,0,1,1,0,0,0,0,0,0,0
2265,0,0,1,0,0,0,0,0,0,0,1
2266,1,0,1,0,0,0,0,0,0,0,0
2267,0,0,1,0,0,0,0,0,0,0,1
2268,0,0,0,1,0,1,0,1,1,0,0
2269,0,0,0,0,0,0,0,0,0,0,0
2270,1,0,1,0,0,0,0,0,0,1,1
2271,0,0,1,0,0,0,0,0,0,0,1
2272,0,0,1,0,0,0,0,0,0,0,0
2273,0,0,0,1,0,1,0,0,0,0,0
2274,0,0,1,0,0,1,0,0,0,0,0
2275,0,0,1,1,0,0,0,1,0,0,0
2276,0,0,1,1,0,0,0,1,1,0,0
2277,0,0,1,0,0,0,0,0,1,0,0
2278,0,0,1,1,0,0,0,0,1,0,0
2279,0,0,0,1,0,1,0,0,1,0,0
2280,0,0,0,1,0,1,0,0,1,0,0
2281,0,0,1,0,0,0,0,0,1,0,1
2282,0,0,0,1,1,0,0,1,1,0,0
2283,0,0,1,1,0,0,0,0,1,0,0
2284,0,0,1,1,0,0,0,0,0,0,1
2285,0,0,1,0,0,0,0,0,0,0,0
2286,0,1,1,0,0,0,0,0,1,0,0
2287,0,0,0,0,0,1,0,0,1,1,0
2288,0,0,1,1,0,0,0,0,0,0,0
2289,0,0,1,0,0,0,0,0,0,0,0
2290,0,0,1,1,0,0,0,0,1,0,0
2291,0,1,1,0,0,0,0,0,1,0,0
2292,0,0,0,1,0,0,0,0,1,0,0
2293,1,1,1,0,0,0,0,0,1,0,1
2294,1,0,1,0,0,0,0,1,0,0,1
2295,0,0,0,0,0,0,0,0,0,0,1
2296,0,0,1,0,0,0,0,0,1,0,0
2297,0,0,0,0,0,0,0,0,1,0,0
2298,0,0,1,1,0,0,0,0,0,0,0
2299,0,0,0,1,0,0,0,0,1,0,0
2300,0,0,1,1,0,0,0,0,1,0,0
2301,0,0,1,1,0,0,0,1,1,0,0
2302,1,1,1,0,0,0,1,0,0,1,0
2303,0,0,1,1,0,0,0,1,1,0,0
2304,0,0,0,0,0,0,0,0,1,0,0
2305,0,0,1,0,0,0,0,1,1,0,1
2306,0,0,1,1,0,0,0,0,1,0,0
2307,1,0,1,1,0,0,0,1,0,0,0
2308,0,0,0,1,0,1,0,0,1,0,0
2309,0,0,1,1,0,0,0,0,0,0,0
2310,0,0,1,1,0,1,0,0,1,0,0
2311,0,0,1,1,0,0,0,0,0,0,1
2312,0,1,1,0,0,0,0,0,0,0,1
2313,1,0,1,0,0,0,0,0,0,0,1
2314,0,0,1,0,0,0,0,0,1,0,0
2315,0,0,1,1,0,0,0,0,1,0,0
2316,0,0,1,1,1,1,0,0,1,0,0
2317,1,0,1,0,0,0,0,0,0,0,1
2318,1,0,0,0,0,1,0,0,1,1,0
2319,1,0,1,1,0,0,0,0,0,0,1
2320,0,0,1,1,0,0,0,0,0,0,0
2321,0,0,0,0,0,0,0,0,1,0,0
2322,1,0,0,1,0,1,0,0,1,0,0
2323,0,0,0,0,0,0,0,0,1,0,1
2324,1,1,0,0,0,0,0,0,1,1,0
2325,1,0,1,1,0,0,0,0,0,0,1
2326,0,0,0,0,0,0,0,0,0,0,1
2327,1,0,1,0,0,0,0,0,1,0,1
2328,0,0,1,0,1,1,0,0,0,0,0
2329,0,0,0,0,0,0,0,0,0,0,1
2330,0,0,1,0,0,0,0,0,1,0,0
2331,0,0,1,1,0,0,0,0,0,0,0
2332,0,0,1,1,0,0,0,0,1,0,0
2333,0,0,1,1,0,0,0,0,0,0,0
2334,0,0,0,0,0,1,0,0,1,0,0
2335,0,0,1,1,1,1,0,0,0,0,0
2336,0,0,1,0,0,0,0,0,0,0,0
2337,0,1,1,0,0,0,0,0,0,0,1
2338,0,0,0,1,0,0,0,0,1,0,0
2339,0,0,0,0,0,0,0,0,1,0,0
2340,0,1,0,0,0,0,0,0,0,0,0
2341,0,0,1,1,0,0,0,0,0,0,0
2342,0,0,1,1,0,0,0,0,1,0,0
2343,1,1,1,0,0,0,0,0,1,0,1
2344,0,0,0,1,1,0,0,0,1,0,0
2345,0,0,1,0,0,0,0,0,0,0,1
2346,0,0,1,1,0,0,0,0,1,0,0
2347,0,0,1,1,0,0,0,0,1,0,1
2348,0,1,0,0,0,0,0,0,1,0,1
2349,0,0,1,0,0,0,0,0,1,0,1
2350,0,0,0,1,0,0,0,0,1,0,0
2351,0,0,1,1,0,0,0,0,0,0,0
2352,0,0,1,0,0,0,0,0,0,0,1
2353,0,0,0,0,0,0,1,1,0,1,0
2354,0,0,0,1,0,0,1,1,1,0,0
2355,0,0,1,0,0,0,0,1,0,0,1
2356,0,1,1,0,0,0,0,0,0,0,1
2357,0,1,0,0,0,0,0,0,1,0,0
2358,0,1,0,1,0,0,0,0,1,0,0
2359,0,0,0,0,0,0,0,0,0,0,0
2360,0,0,0,1,0,0,0,0,1,0,0
2361,0,0,0,1,0,0,0,0,1,0,0
2362,0,0,1,0,0,0,0,0,1,0,0
2363,0,0,1,1,0,0,0,0,0,0,0
2364,0,1,1,0,0,0,0,0,0,0,1
2365,0,1,0,1,0,1,0,0,1,0,0
2366,0,0,1,0,0,0,0,0,0,0,1
2367,0,0,0,0,0,0,0,0,1,0,1
2368,0,0,1,1,0,1,0,0,1,0,0
2369,0,0,0,1,0,1,0,0,1,0,0
2370,0,1,1,0,0,0,0,0,0,0,1
2371,0,0,1,1,0,1,0,0,1,0,0
2372,0,0,1,1,0,0,0,0,1,0,0
2373,0,0,1,1,0,1,0,0,1,0,1
2374,0,0,1,0,0,1,0,1,0,0,1
2375,0,0,1,1,0,0,0,0,1,0,0
2376,0,0,1,1,0,0,0,1,0,0,0
2377,1,0,0,0,1,1,1,1,0,1,0
2378,0,0,0,1,1,1,0,0,1,0,0
2379,0,0,1,1,0,0,0,0,0,0,0
2380,0,1,0,1,0,0,0,0,1,0,0
2381,1,1,0,0,0,0,0,0,0,0,0
2382,0,0,1,1,0,1,0,1,1,0,0
2383,0,0,1,1,0,0,0,0,1,0,0
2384,0,0,0,1,0,0,0,0,1,0,0
2385,0,0,0,0,1,1,0,0,1,0,0
2386,0,0,1,1,0,0,0,0,0,0,0
2387,0,0,1,0,0,0,0,0,0,0,0
2388,0,0,1,1,0,0,0,0,0,0,0
2389,0,0,1,0,0,1,0,0,0,0,1
2390,0,0,1,0,0,0,0,0,0,0,0
2391,0,1,0,0,0,0,0,0,0,0,0
2392,0,0,1,0,0,0,0,0,1,0,0
2393,0,1,0,0,0,1,0,0,1,0,0
2394,0,1,0,0,0,0,0,0,0,0,0
2395,0,1,1,1,0,0,0,0,0,0,1
2396,0,0,0,1,0,1,0,0,1,0,0
2397,0,0,1,1,0,0,0,0,1,0,0
2398,0,0,0,0,0,0,0,0,0,0,0
2399,1,1,0,0,0,0,0,0,0,0,0
2400,0,0,1,0,0,0,0,0,0,0,1
2401,0,1,0,0,0,0,0,0,1,0,0
2402,0,1,0,0,0,0,1,1,0,1,0
2403,0,0,1,0,0,0,0,0,0,0,1
2404,0,0,1,1,0,0,0,0,0,0,0
