id,Nicolas Dupont-Aignan,Marine Le Pen,Emmanuel Macron,Benoît Hamon,Nathalie Arthaud,Philippe Poutou,Jacques Cheminade,Jean Lassalle,Jean-Luc Mélenchon,François Asselineau,François Fillon
547,0,1,0,0,0,0,0,0,1,0,0
548,0,0,0,1,1,1,0,0,1,0,0
549,0,0,0,1,0,0,0,0,0,0,0
550,0,0,0,1,0,0,0,0,1,0,0
551,0,0,1,1,0,1,0,0,0,0,0
552,0,0,1,1,0,0,0,0,1,0,0
553,0,0,1,1,0,0,0,0,0,0,0
554,1,0,0,0,0,0,0,0,1,0,0
555,1,1,1,0,0,0,0,0,0,0,1
556,0,0,0,1,0,1,0,0,1,0,0
557,0,0,1,1,0,0,0,0,0,0,1
558,0,0,1,0,0,0,0,0,1,0,0
559,0,0,1,0,0,0,0,0,1,0,0
560,1,0,1,0,0,0,0,0,0,0,1
561,0,0,0,0,0,0,0,0,0,0,0
562,0,0,1,1,0,1,1,0,1,0,0
563,0,1,1,1,0,0,0,0,0,0,0
564,0,0,1,1,0,0,0,0,1,0,0
565,0,1,1,0,0,0,0,0,1,0,0
566,0,0,1,1,0,0,0,0,1,0,0
567,1,1,0,0,0,0,0,0,0,0,0
568,0,0,1,1,0,0,0,0,1,0,1
569,0,0,0,0,0,0,0,0,1,0,0
570,0,0,1,0,0,0,0,0,0,0,1
571,0,0,1,0,0,0,0,0,0,0,1
572,1,1,1,0,0,0,0,0,0,0,1
573,0,0,1,1,0,0,0,0,0,0,0
574,0,0,1,0,0,0,0,0,0,0,0
575,1,0,1,1,0,0,0,0,1,0,0
576,1,0,0,1,0,0,0,0,1,0,0
577,0,0,1,1,0,0,0,0,1,0,0
578,1,0,1,1,1,0,1,1,1,0,0
579,0,0,1,1,0,0,0,0,0,0,0
580,0,0,1,0,0,0,0,0,0,0,0
581,0,0,0,0,1,0,0,0,0,0,1
582,1,0,0,0,0,0,0,0,0,0,1
583,0,0,0,1,0,0,0,0,1,0,0
584,1,1,0,0,0,0,0,0,0,0,1
585,0,0,1,1,1,1,0,1,1,0,0
586,0,0,1,1,0,0,0,0,1,1,0
587,1,0,1,1,0,0,0,0,0,0,0
588,0,0,0,1,0,1,0,0,1,0,0
589,1,1,1,0,0,0,0,0,0,0,0
590,0,0,1,1,0,1,0,0,1,0,0
591,1,0,1,0,0,0,0,0,1,0,0
592,0,0,1,0,0,0,0,0,1,0,1
593,1,0,1,0,0,0,0,0,0,0,1
594,0,0,0,0,0,0,1,1,0,1,1
595,0,0,1,1,0,0,0,0,1,0,0
596,0,0,0,1,0,0,0,0,1,0,0
597,0,0,1,0,0,0,0,0,0,0,0
598,0,0,0,0,1,1,0,0,1,0,0
599,0,0,0,1,1,0,0,0,1,0,0
600,0,0,0,0,0,0,0,0,0,0,0
601,1,1,0,0,0,0,0,0,0,0,1
602,1,0,0,1,0,0,0,0,0,0,1
603,0,0,1,0,0,0,0,0,0,0,0
604,0,0,1,0,0,0,0,0,0,0,0
605,0,0,1,1,0,0,0,0,0,0,1
606,0,0,1,0,0,0,0,0,0,0,1
607,0,0,1,0,0,0,0,0,0,0,1
608,0,0,1,1,1,1,0,1,1,0,0
609,0,0,0,0,0,0,0,0,0,0,1
610,0,0,1,1,0,0,0,0,0,0,0
611,0,1,0,0,0,0,0,0,0,0,1
612,0,0,1,1,0,0,0,0,0,0,0
613,0,0,1,0,0,0,0,0,0,0,1
614,0,0,1,0,0,0,0,0,0,0,0
615,0,0,0,1,0,0,0,0,1,0,0
616,0,0,0,1,0,0,0,1,0,0,0
617,0,0,1,1,0,1,0,0,1,0,0
618,0,0,0,1,0,0,0,0,1,0,0
619,0,0,0,1,0,0,0,0,1,0,0
620,0,0,1,0,0,0,0,0,0,0,1
621,0,0,1,1,0,0,0,0,1,0,0
622,0,0,1,1,0,0,0,0,0,0,1
623,0,0,0,1,0,0,0,0,1,0,0
624,0,0,0,1,1,0,1,0,1,0,0
625,0,0,1,1,0,0,0,0,1,0,0
626,0,0,0,1,1,0,0,0,1,0,0
627,0,0,0,1,0,0,0,0,1,0,0
628,0,1,0,0,1,0,0,0,0,1,0
629,0,0,1,1,0,0,0,0,0,0,0
630,0,0,1,1,0,1,0,0,1,0,0
631,0,0,1,1,0,0,0,0,0,0,0
632,1,0,1,1,0,0,0,0,0,0,0
633,0,0,1,0,0,0,0,0,1,0,0
634,0,0,0,1,0,1,0,0,1,0,0
635,0,0,0,1,0,0,0,0,1,0,0
636,0,0,1,1,0,0,0,0,1,1,0
637,1,1,0,0,0,0,0,0,1,0,1
638,0,0,1,0,0,0,0,0,0,0,1
639,0,0,1,0,0,0,0,0,1,0,0
640,0,0,1,0,0,0,0,0,0,0,0
641,0,1,0,0,0,0,0,1,0,0,1
642,0,0,1,1,0,0,0,0,1,0,0
643,0,0,1,0,0,0,0,0,0,0,0
644,0,0,0,1,0,0,0,0,1,0,0
645,0,0,0,0,0,0,0,0,0,0,0
646,0,0,1,0,0,0,0,0,1,0,0
647,0,0,1,1,1,1,0,0,1,0,0
648,0,0,1,0,0,0,0,0,1,0,0
649,0,0,1,0,0,0,0,0,1,0,0
650,0,0,1,0,0,0,0,0,1,0,0
651,0,0,1,0,0,0,0,0,1,0,0
652,0,0,0,0,0,0,0,0,1,0,0
653,0,0,0,1,0,0,0,0,1,1,0
654,0,1,1,0,0,0,0,0,1,0,0
655,0,0,0,0,0,0,0,0,0,0,0
656,0,0,1,0,0,0,0,0,0,0,0
657,0,0,1,1,0,0,0,1,0,0,0
658,0,0,1,0,0,0,0,0,1,0,0
659,0,0,1,1,0,0,0,1,1,0,0
660,0,0,1,1,0,0,0,0,0,0,0
661,0,0,1,0,0,1,0,0,1,0,0
662,0,0,1,0,0,0,0,0,0,0,1
663,0,0,1,0,0,0,0,0,1,0,0
664,0,0,1,1,0,0,0,0,1,0,1
665,0,0,1,0,0,0,0,0,0,0,0
666,0,0,1,0,1,1,0,0,1,0,0
667,0,1,0,1,0,0,0,0,1,0,1
668,0,0,1,0,0,0,0,0,1,0,0
669,1,1,0,0,1,1,0,1,1,1,0
670,0,0,1,0,0,0,0,0,0,0,1
671,0,0,0,0,0,0,0,0,0,0,0
672,0,0,1,0,0,0,0,0,1,0,0
673,0,0,1,0,0,0,0,1,0,0,1
674,1,0,1,1,0,0,0,0,0,1,0
675,0,0,1,1,0,0,0,1,1,0,0
676,0,1,0,0,0,0,0,0,0,0,0
677,1,1,0,0,0,0,0,0,0,0,1
678,0,0,1,0,0,0,0,0,0,0,1
679,0,0,1,0,0,0,0,0,0,0,0
680,1,1,0,0,0,0,0,0,0,0,0
681,0,0,1,0,0,0,0,1,1,0,0
682,0,1,1,0,0,0,0,0,1,0,1
683,0,0,1,1,0,1,0,0,1,0,0
684,0,0,0,0,0,0,0,1,1,1,0
685,0,0,1,1,0,0,0,0,1,0,0
686,0,0,1,0,0,0,0,0,0,0,0
687,0,0,1,1,0,0,0,0,0,0,0
688,0,0,0,1,0,0,0,0,1,0,0
689,1,1,0,0,0,0,1,0,0,0,1
690,0,0,1,0,0,0,0,0,0,0,1
691,0,0,0,0,0,0,0,0,1,0,0
692,1,1,0,0,0,0,0,0,0,0,0
693,0,0,0,0,0,0,0,0,1,0,0
694,0,0,0,1,0,0,0,0,0,0,0
695,0,0,1,1,0,0,0,0,1,0,0
696,0,0,0,1,0,0,0,0,1,0,0
697,1,0,0,1,1,1,0,0,1,0,0
698,0,0,1,1,0,0,0,0,0,0,0
699,0,0,1,0,0,0,0,0,0,0,0
700,0,0,0,1,0,1,1,0,1,0,0
701,0,0,1,1,0,0,0,0,0,0,0
702,0,1,1,0,0,0,0,0,1,0,1
703,0,0,0,0,0,0,0,0,1,0,0
704,0,0,0,0,1,0,0,1,1,0,0
705,0,0,1,1,1,1,0,0,0,0,0
706,0,0,1,1,0,0,0,0,0,0,0
707,0,1,1,0,0,0,0,0,0,0,0
708,0,0,1,1,0,0,0,0,1,0,0
709,0,0,1,1,0,0,0,0,1,0,0
710,0,1,1,0,0,0,0,0,1,0,0
711,0,0,0,1,0,0,0,0,1,0,0
712,0,0,0,1,1,0,0,0,1,0,0
713,1,0,1,0,0,0,0,0,0,0,1
714,1,1,0,0,0,0,0,0,1,0,1
715,1,0,1,1,0,0,0,0,0,0,0
716,0,0,1,0,0,0,0,0,0,0,1
717,0,0,1,1,0,0,0,0,1,0,0
718,0,0,0,1,1,0,0,0,0,0,0
719,0,0,0,1,0,0,0,0,1,0,0
720,0,0,0,1,0,1,0,0,1,0,0
721,1,0,1,1,0,0,0,0,1,0,0
722,0,0,0,0,0,0,0,0,0,0,1
723,0,0,1,0,0,0,0,0,0,0,1
724,0,0,1,0,0,0,0,0,1,0,0
725,0,0,0,0,0,0,0,0,0,0,1
726,0,0,1,0,0,0,0,0,0,0,0
727,0,0,0,1,0,0,0,0,0,0,0
728,0,0,1,1,0,0,0,0,1,0,0
729,0,0,1,0,0,0,0,0,1,0,0
730,0,0,1,0,0,0,0,0,0,0,1
731,1,1,0,0,0,0,0,0,0,1,0
732,1,0,1,0,0,1,0,0,1,0,0
733,0,0,1,1,0,0,0,0,1,0,0
734,1,1,0,0,0,0,1,0,0,1,0
735,0,0,1,1,0,1,0,0,1,0,0
736,0,1,1,0,0,0,0,0,0,0,0
737,0,0,1,0,0,0,0,0,0,0,0
738,0,0,1,0,0,1,0,0,0,0,0
739,0,0,1,1,0,0,0,1,0,0,0
740,0,0,1,1,0,0,0,0,1,0,0
741,1,0,1,0,0,0,0,0,1,0,0
742,1,0,1,0,0,0,0,0,0,0,1
743,0,0,0,0,0,0,0,0,0,0,1
744,0,0,0,1,0,0,0,0,0,0,0
745,0,0,0,1,0,0,0,0,1,0,0
746,0,0,1,0,0,0,0,0,0,0,0
747,1,0,1,0,0,0,0,0,1,0,0
748,0,0,1,0,0,0,0,0,0,0,1
749,0,0,1,0,0,0,0,0,0,0,1
750,0,0,0,1,1,0,0,0,0,1,0
751,0,0,0,1,0,0,0,0,0,0,0
752,0,0,1,0,0,0,0,0,0,0,0
753,1,1,0,0,0,0,0,0,0,0,0
754,0,0,1,1,0,0,0,0,1,0,0
755,0,0,1,1,0,0,0,0,1,0,0
756,1,1,0,0,0,0,0,0,1,0,0
757,1,0,1,0,0,0,0,0,0,1,1
758,0,0,1,1,0,0,0,0,0,0,0
759,0,0,1,1,0,0,0,0,1,0,0
760,0,0,1,0,0,0,0,0,1,0,0
761,0,0,0,1,0,0,0,0,1,0,0
762,0,1,0,0,1,0,0,0,0,0,0
763,0,0,0,0,0,1,0,1,1,0,0
764,0,1,0,0,0,0,0,0,0,0,0
765,0,0,1,0,0,0,0,0,0,0,0
766,1,1,0,0,0,0,1,1,0,0,0
767,0,0,0,0,0,0,0,0,0,0,0
768,0,0,0,1,0,0,0,0,1,0,0
769,0,0,1,1,0,0,0,0,0,0,0
770,1,0,0,0,0,0,0,0,1,0,0
771,0,1,1,0,1,0,0,0,0,0,0
772,0,0,0,0,0,0,0,0,1,0,0
773,0,0,0,1,0,0,0,0,0,0,0
774,0,0,1,1,0,0,0,0,0,0,0
775,0,0,1,1,0,1,0,0,1,0,0
776,0,0,0,1,0,0,0,0,1,0,0
777,0,1,1,1,1,1,0,0,1,0,1
778,0,0,1,0,0,0,0,1,0,0,1
779,0,0,1,1,0,0,0,0,1,0,0
780,0,0,0,0,0,1,0,0,1,1,0
781,1,0,1,0,0,0,0,0,0,0,1
782,0,0,1,0,0,0,0,0,0,0,0
783,0,0,1,1,0,0,0,0,1,0,1
784,0,0,1,1,0,0,0,0,0,0,0
785,0,0,1,0,0,0,0,0,0,0,0
786,1,0,0,1,0,0,1,0,1,1,0
787,1,0,0,1,0,0,0,0,0,1,0
788,0,1,0,0,0,1,0,0,0,0,0
789,0,0,1,0,0,0,0,0,1,0,1
790,0,0,1,1,0,0,0,0,1,0,0
791,0,0,0,1,0,1,0,0,1,0,0
792,0,0,1,0,0,0,0,0,0,0,0
793,0,0,1,1,0,1,0,0,1,1,0
794,1,1,1,1,1,1,1,1,1,0,1
795,1,0,1,1,0,1,0,0,1,0,0
796,0,0,0,1,1,1,0,0,1,0,0
797,0,0,0,0,0,1,0,0,1,0,0
798,0,0,1,0,1,1,0,0,1,0,0
799,1,1,0,0,0,0,0,0,0,0,1
800,0,0,0,0,0,0,0,0,1,0,0
801,1,1,0,0,0,1,0,0,1,0,0
802,0,0,1,0,0,0,0,0,0,0,0
803,1,0,1,1,0,1,0,0,1,0,0
804,0,0,0,0,0,0,0,0,1,0,0
805,0,0,1,1,0,0,0,0,1,0,0
806,0,0,0,1,0,1,0,0,1,0,0
807,0,0,0,1,0,1,0,0,1,0,0
808,0,0,1,1,0,0,0,0,1,0,0
809,0,0,1,1,0,0,0,0,1,0,0
810,1,1,1,0,0,0,0,0,0,0,1
811,0,0,0,1,0,0,0,0,1,0,0
812,0,0,1,1,0,0,0,1,0,0,0
813,1,1,0,0,0,0,0,0,1,0,1
814,0,0,1,0,0,0,0,0,0,0,1
815,0,0,1,0,0,0,0,0,1,0,0
816,0,0,1,0,1,0,0,0,1,0,0
817,0,0,0,1,0,0,0,0,1,0,0
818,0,0,1,1,0,0,0,0,1,0,1
819,0,0,1,0,0,0,0,0,0,0,0
820,0,0,1,1,0,1,0,0,0,0,0
821,0,0,1,1,0,1,0,0,1,0,0
822,0,0,1,1,0,0,0,0,1,1,0
823,0,0,0,1,0,0,0,0,1,0,0
824,0,0,1,0,0,0,0,0,1,0,1
825,0,0,1,1,0,0,0,1,1,0,0
826,1,1,0,0,0,0,0,0,0,0,1
827,0,0,1,0,0,0,0,0,0,0,0
828,0,0,1,0,0,0,0,0,1,0,0
829,0,0,1,1,0,0,0,0,0,0,0
830,0,0,1,0,0,0,0,0,0,0,1
831,1,0,1,1,0,0,0,0,1,0,0
832,1,1,0,0,0,0,0,1,0,0,1
833,0,0,1,1,1,1,0,0,1,0,0
834,1,0,1,1,0,1,0,0,1,0,0
835,0,0,1,1,1,0,0,0,1,0,0
836,0,0,0,1,0,1,0,0,1,0,0
837,0,0,0,0,0,0,0,0,0,1,1
838,1,0,0,0,0,0,1,0,0,1,1
839,0,1,1,0,0,0,0,0,1,0,1
840,1,0,0,1,0,0,1,0,1,0,0
841,0,0,0,1,1,1,0,0,1,0,0
842,0,0,1,1,0,1,0,0,1,0,0
843,0,0,0,1,0,1,0,0,1,0,0
844,1,0,0,0,0,0,0,0,0,0,1
845,0,0,0,1,0,0,0,0,0,0,0
846,0,0,0,1,0,0,0,0,1,0,0
847,0,0,1,1,0,0,0,0,1,0,0
848,1,0,0,0,0,0,0,0,0,0,0
849,1,1,1,0,0,1,0,0,0,0,0
850,1,0,1,0,0,0,0,0,0,1,1
851,0,0,1,1,0,0,0,0,0,0,0
852,0,0,0,1,1,1,0,0,1,1,0
853,0,0,1,0,0,0,0,0,0,0,1
854,1,0,1,1,0,0,1,1,0,0,0
855,0,0,1,1,0,0,0,0,1,0,0
856,0,0,1,1,0,0,0,0,1,0,0
857,0,0,1,1,0,0,0,0,0,0,1
858,0,0,1,0,0,0,0,0,0,0,0
859,0,0,1,1,0,0,0,0,0,0,0
860,0,0,0,1,0,0,0,0,1,0,0
861,1,0,1,1,0,0,0,0,0,0,0
862,0,0,0,0,0,0,0,0,0,0,0
863,0,0,1,1,0,0,0,0,0,0,0
864,0,0,1,1,0,1,0,1,1,0,0
865,0,0,1,0,0,0,0,0,0,0,0
866,0,0,0,0,0,1,0,0,1,0,0
867,0,0,1,1,0,0,0,0,1,0,0
868,1,0,1,0,0,1,0,0,1,0,1
869,0,0,1,1,0,1,0,0,1,0,0
870,0,0,0,1,0,0,0,0,1,1,0
871,0,1,0,0,0,0,0,0,0,0,1
872,1,0,1,0,0,0,1,1,0,0,1
873,1,0,0,1,0,0,0,0,1,0,0
874,0,0,1,0,0,0,0,0,0,0,1
875,0,0,0,0,0,1,1,1,1,0,0
876,0,0,0,1,0,0,0,1,1,0,0
877,0,1,1,1,0,0,0,1,0,0,1
878,1,0,1,0,0,0,0,0,0,0,1
879,1,0,0,0,0,0,0,0,0,0,1
880,0,0,0,0,0,0,0,0,0,0,0
881,0,1,1,0,0,0,0,0,0,0,0
882,0,0,1,0,0,0,0,0,0,0,1
883,0,0,0,1,1,0,0,0,1,0,0
884,0,0,1,0,0,0,0,1,1,0,0
885,1,0,0,0,0,0,0,0,1,0,0
886,0,1,0,0,0,0,0,0,1,0,1
887,0,0,1,1,1,1,0,0,1,0,0
888,1,0,0,0,0,0,0,0,1,0,1
889,0,1,0,0,0,0,0,0,0,0,0
890,0,0,0,0,0,0,0,0,1,0,0
891,0,0,0,0,0,0,0,0,1,1,0
892,0,0,1,1,0,0,1,0,1,0,0
893,0,0,1,1,0,0,1,0,0,0,0
894,1,0,1,1,0,0,0,1,0,0,0
895,0,0,1,0,0,0,0,0,0,0,1
896,0,0,1,0,0,0,0,0,0,0,1
897,0,0,1,1,0,0,0,0,1,0,0
898,0,0,1,0,0,0,0,0,0,0,0
899,0,0,1,1,0,0,0,0,1,0,0
900,0,0,0,1,0,0,0,0,1,0,0
901,1,0,1,0,1,1,0,1,1,0,0
902,0,0,1,0,0,0,0,0,0,0,0
903,0,0,1,0,0,0,0,0,0,0,0
904,0,0,0,0,0,0,0,0,1,0,0
905,0,1,0,0,0,0,0,0,0,1,0
906,0,1,1,0,0,1,0,1,1,0,0
907,0,0,1,1,0,0,0,0,0,0,1
908,0,0,0,0,0,1,0,0,0,0,0
909,0,0,1,0,0,0,0,0,0,0,0
910,0,0,1,0,0,0,0,0,0,0,0
911,0,0,1,0,0,0,0,0,0,0,1
912,0,0,1,1,0,0,0,0,1,0,0
913,0,0,0,1,0,1,0,0,1,0,0
914,1,1,0,0,0,0,0,0,0,0,0
915,0,0,0,0,0,0,0,0,0,0,1
916,0,0,0,1,0,1,0,0,0,0,0
917,0,1,0,0,0,0,0,0,1,0,1
918,0,0,0,0,0,0,0,0,0,0,1
919,0,0,1,1,0,0,0,0,0,0,0
920,1,0,1,1,1,1,0,0,1,0,0
921,1,0,1,0,0,0,0,0,0,0,0
922,0,0,0,1,1,1,0,0,1,0,0
923,0,1,0,0,0,0,0,0,0,0,1
924,1,0,1,0,0,0,0,1,0,0,0
925,0,0,1,1,0,0,0,0,1,0,0
926,0,0,1,0,0,0,0,0,0,0,0
927,0,1,1,0,0,0,0,0,1,0,1
928,0,0,1,0,0,0,0,0,0,0,1
929,1,0,0,0,0,1,0,0,1,0,0
930,1,1,0,1,0,0,0,0,0,1,0
931,0,0,1,1,0,0,0,0,1,0,0
932,0,0,0,1,0,1,0,0,1,0,0
933,0,0,1,0,0,0,0,0,0,0,1
934,0,0,1,0,0,0,0,0,1,0,0
935,0,0,0,0,1,1,0,0,1,0,0
936,0,0,1,1,0,0,0,0,1,0,0
937,0,0,0,0,0,0,0,0,0,0,1
938,0,0,1,1,0,0,0,0,0,0,0
939,0,0,1,1,0,0,0,0,0,0,0
940,0,0,0,1,0,1,0,0,1,0,0
941,0,0,0,1,0,0,0,0,1,0,0
942,0,0,1,0,0,0,0,0,1,0,1
943,1,0,0,0,0,0,0,0,0,0,1
944,0,0,1,0,1,1,0,0,1,0,0
945,0,0,1,0,0,0,0,0,0,0,0
946,0,0,1,0,0,0,0,1,0,0,1
947,0,0,0,0,1,1,0,0,1,0,0
948,0,0,0,1,1,1,1,0,1,0,0
949,0,1,1,0,0,0,0,0,0,0,1
950,1,1,0,0,0,0,0,0,0,0,1
951,0,0,1,1,0,0,1,0,0,0,0
952,0,1,1,1,0,0,0,0,1,0,0
953,0,0,1,0,0,0,0,0,0,0,0
954,0,0,1,0,0,0,0,0,0,0,1
955,0,0,0,0,0,0,0,0,0,0,0
956,0,0,0,1,0,0,0,0,0,0,0
957,0,0,1,1,0,0,0,0,1,0,0
958,0,0,0,0,0,0,0,0,1,0,0
959,0,0,1,0,0,0,0,1,0,0,0
960,0,0,0,1,0,1,0,0,1,0,0
961,0,0,1,1,0,1,0,0,1,0,0
962,0,0,1,1,0,0,0,0,0,0,0
963,0,1,0,0,0,0,0,0,0,0,1
964,0,0,1,0,0,0,0,0,0,0,0
965,0,0,1,1,0,0,0,0,1,0,0
966,0,0,1,1,0,0,0,0,1,0,0
967,0,0,1,0,0,0,0,0,0,0,1
968,0,0,1,1,0,0,0,0,0,0,0
969,0,0,0,1,1,1,1,0,1,0,0
970,0,0,0,1,0,1,0,0,1,0,0
971,0,0,1,0,0,0,0,0,0,0,0
972,0,0,0,0,0,0,0,0,0,0,0
973,1,1,0,1,0,1,0,0,1,0,0
974,1,0,1,0,0,0,0,0,1,0,1
975,0,0,1,1,0,0,0,0,0,0,1
976,1,0,0,0,0,0,0,0,0,0,1
977,0,0,1,1,0,0,0,0,0,0,0
978,1,1,0,0,1,1,0,0,0,0,0
979,1,1,1,0,0,0,0,0,0,1,0
980,0,0,1,1,1,1,0,0,1,0,0
981,0,0,1,1,0,0,0,0,0,0,0
982,1,0,1,0,0,0,0,0,0,0,0
983,0,0,1,1,1,0,0,0,0,0,0
984,0,0,1,0,1,0,0,0,1,0,0
985,1,0,1,1,0,0,0,0,1,0,0
986,0,0,1,0,0,0,0,0,0,0,1
987,0,0,1,1,0,0,0,0,1,0,0
988,0,0,1,1,0,0,0,0,1,0,0
989,0,0,1,1,1,1,0,0,1,0,0
990,0,0,1,1,1,1,0,0,1,0,0
991,0,0,1,0,0,0,0,0,1,0,0
992,0,0,0,1,0,0,0,0,1,0,0
993,0,0,0,1,1,1,0,0,1,0,0
994,1,0,1,0,0,0,0,0,0,0,1
995,0,1,1,0,0,0,0,0,0,0,1
996,0,0,0,1,0,0,0,0,1,1,0
997,1,1,1,1,0,0,0,0,1,0,0
998,0,0,1,1,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,1,0,0
1000,0,0,1,1,0,1,0,0,1,0,0
1001,0,0,0,0,0,0,0,0,0,0,1
1002,0,1,1,1,0,0,0,0,0,0,1
1003,0,0,0,0,0,0,0,0,1,0,0
1004,0,1,1,0,1,0,0,0,0,0,0
1005,0,0,1,1,0,0,1,0,0,0,0
1006,0,0,0,1,1,1,0,0,1,0,0
1007,0,0,1,0,0,0,0,0,0,0,1
1008,1,0,1,0,0,0,0,0,0,0,0
1009,0,0,0,0,1,1,0,0,1,1,0
1010,1,1,0,0,0,0,0,0,0,0,0
1011,0,0,1,1,0,0,0,0,1,0,1
1012,1,0,0,0,0,0,0,0,0,0,1
1013,0,0,0,1,0,1,1,0,1,0,0
1014,0,0,1,0,0,0,0,0,0,0,1
1015,0,0,1,1,0,0,0,0,0,0,0
1016,0,0,0,1,0,0,0,0,1,0,0
1017,0,1,0,0,0,0,0,0,0,0,1
1018,0,0,1,1,0,0,0,0,0,0,0
1019,0,1,0,0,0,0,0,0,0,0,1
1020,0,1,0,0,0,0,0,0,0,0,1
1021,0,0,1,0,0,0,0,0,0,0,0
1022,0,0,1,0,0,0,0,0,0,0,0
1023,1,1,1,0,0,0,0,0,0,1,0
1024,0,0,1,0,0,0,0,0,0,0,1
1025,1,0,1,0,0,0,0,0,0,1,0
1026,0,0,1,1,0,0,0,0,1,0,1
1027,0,0,1,1,0,0,0,0,0,0,0
1028,0,0,0,0,0,0,0,0,1,1,0
1029,0,0,1,0,0,0,0,0,0,0,0
1030,0,0,0,1,0,0,0,0,1,0,0
1031,0,0,0,1,1,1,0,0,1,1,0
1032,1,0,1,0,0,0,0,0,1,0,1
1033,0,0,1,1,1,1,0,0,1,0,0
1034,1,1,0,0,0,0,0,0,0,0,0
1035,0,0,0,1,0,0,0,0,0,1,1
1036,0,0,1,1,0,0,0,0,1,0,0
1037,0,0,1,1,0,0,0,0,0,0,0
1038,0,0,1,1,0,0,0,0,1,0,1
1039,0,0,1,1,0,0,0,0,1,0,0
1040,1,0,1,1,0,0,0,0,0,0,0
1041,0,1,0,0,0,0,0,0,0,0,0
1042,0,0,1,0,0,0,0,0,0,0,0
1043,0,0,1,1,0,0,0,0,1,0,0
1044,0,0,0,1,1,1,0,0,1,1,0
1045,0,0,0,0,0,1,0,0,1,0,1
1046,1,1,0,0,0,0,0,0,0,0,0
1047,0,1,1,0,0,0,0,0,0,0,1
1048,0,0,0,1,0,0,0,0,0,0,0
1049,0,0,1,0,0,0,0,0,0,0,0
1050,0,0,1,0,0,0,0,0,0,0,0
1051,0,0,1,0,0,0,0,0,0,0,0
1052,0,0,1,1,0,0,0,0,0,0,1
1053,0,1,0,0,0,0,0,0,0,0,1
1054,1,1,0,0,0,0,0,0,0,0,0
1055,0,1,0,0,0,0,0,0,0,0,0
1056,0,0,1,0,0,0,0,0,0,0,0
1057,0,0,1,1,0,0,0,0,1,0,0
1058,0,0,1,0,0,0,0,0,0,0,0
1059,0,0,1,1,0,0,0,0,1,0,0
1060,0,0,1,1,0,0,0,0,1,0,0
1061,0,1,1,0,0,0,0,0,0,0,1
1062,0,1,0,0,0,0,0,0,0,0,1
1063,1,0,1,0,0,0,0,0,0,0,0
1064,1,1,0,0,0,0,0,0,0,0,0
1065,0,0,0,1,0,0,0,0,1,0,1
1066,1,1,0,0,0,0,0,0,0,0,0
1067,0,0,1,1,0,0,0,1,0,0,0
1068,0,0,1,0,0,0,0,0,1,1,1
1069,0,0,1,0,0,0,0,0,1,0,0
1070,1,1,0,0,0,0,0,0,0,0,0
1071,0,0,0,1,0,1,0,0,1,0,0
1072,0,0,0,1,0,1,0,1,1,0,0
1073,0,0,1,0,0,0,0,0,0,1,1
1074,0,0,1,0,0,0,0,0,0,0,1
1075,0,0,1,0,0,0,0,0,0,0,0
1076,0,0,1,0,0,0,0,0,0,0,1
1077,0,0,1,1,1,0,0,0,1,0,1
1078,0,1,1,0,0,0,0,0,0,0,1
1079,0,1,1,0,0,0,0,0,0,0,0
1080,1,1,0,0,0,0,0,0,0,0,0
1081,0,0,0,1,0,1,0,0,0,0,0
1082,0,0,1,1,0,0,0,0,0,0,1
1083,1,0,1,1,0,0,0,0,0,0,1
1084,0,0,0,0,0,0,0,0,0,0,1
1085,0,0,1,0,0,0,0,0,0,0,1
1086,0,1,0,0,0,0,0,0,0,0,1
1087,0,0,0,0,0,0,0,0,0,0,0
1088,1,0,1,0,0,0,0,0,0,0,1
1089,0,0,1,1,0,0,0,0,0,0,0
1090,1,0,1,0,0,0,0,0,0,0,1
1091,0,0,1,0,0,0,0,0,0,0,1
1092,1,0,1,0,0,0,0,0,0,0,0
1093,1,0,0,0,0,0,0,0,0,0,1
1094,0,0,0,0,0,0,0,0,0,0,0
1095,0,1,1,0,0,0,0,0,1,0,0
1096,1,0,1,1,0,0,0,0,0,0,1
1097,0,0,0,1,0,1,0,0,1,0,0
1098,0,1,0,0,0,0,0,0,0,0,0
1099,0,0,1,0,0,0,0,0,0,0,0
1100,1,0,1,0,0,0,0,0,0,0,0
1101,0,0,1,1,0,0,0,0,0,0,1
1102,0,1,0,0,0,0,0,0,0,0,0
1103,0,0,0,0,0,0,0,0,0,0,0
1104,0,0,1,0,0,0,0,0,0,0,0
1105,0,0,1,0,0,1,0,0,1,0,0
1106,1,1,0,1,0,1,0,1,1,0,0
1107,0,0,1,1,0,0,0,0,0,0,1
1108,1,0,0,0,0,0,0,0,1,0,1
1109,0,0,0,1,0,0,0,0,0,0,0
1110,0,0,1,0,0,0,0,0,0,0,0
1111,0,0,1,0,0,0,0,0,0,0,1
1112,1,0,0,0,0,0,1,0,0,0,0
1113,0,0,1,0,0,0,0,0,1,0,0
1114,1,0,1,0,0,0,0,0,1,0,0
1115,0,0,1,1,0,0,0,0,1,0,0
1116,0,0,1,1,0,0,0,0,0,0,1
1117,0,1,0,0,0,1,0,0,1,0,0
1118,1,0,1,0,0,0,0,0,0,0,0
1119,0,0,1,0,0,0,1,1,0,0,0
