id,approval,continuous
1,0.6589978723404255,0.6589978723404255
2,0.6589978723404255,0.6589978723404255
3,0.4051555555555556,0.4051555555555556
4,0.5856973913043477,0.5856973913043477
5,0.5856973913043477,0.5856973913043477
6,0.6589978723404255,0.6589978723404255
7,0.6589978723404255,0.6589978723404255
8,0.6589978723404255,0.6589978723404255
9,0.6589978723404255,0.6589978723404255
10,0.5856973913043477,0.5856973913043477
11,0.0,0.0
12,0.5856973913043477,0.5856973913043477
13,0.4051555555555556,0.4051555555555556
14,0.5856973913043477,0.5856973913043477
15,0.4051555555555556,0.4051555555555556
16,0.5856973913043477,0.5856973913043477
17,0.6589978723404255,0.6589978723404255
18,0.5856973913043477,0.5856973913043477
19,0.5856973913043477,0.5856973913043477
20,0.5856973913043477,0.5856973913043477
21,2.2446,2.2446
22,0.5856973913043477,0.5856973913043477
23,0.6589978723404255,0.6589978723404255
24,0.5856973913043477,0.5856973913043477
25,0.6589978723404255,0.6589978723404255
26,0.4051555555555556,0.4051555555555556
27,0.5856973913043477,0.5856973913043477
28,0.5856973913043477,0.5856973913043477
29,0.4051555555555556,0.4051555555555556
30,0.5856973913043477,0.5856973913043477
31,8.454461538461539,8.454461538461539
32,0.5856973913043477,0.5856973913043477
33,0.4051555555555556,0.4051555555555556
34,0.5856973913043477,0.5856973913043477
35,0.5856973913043477,0.5856973913043477
36,0.5856973913043477,0.5856973913043477
37,0.5856973913043477,0.5856973913043477
38,0.4051555555555556,0.4051555555555556
39,1.6512,1.6512
40,8.454461538461539,8.454461538461539
41,0.6589978723404255,0.6589978723404255
42,0.5856973913043477,0.5856973913043477
43,0.4051555555555556,0.4051555555555556
44,0.4051555555555556,0.4051555555555556
45,0.4051555555555556,0.4051555555555556
46,0.0,0.0
47,0.6589978723404255,0.6589978723404255
48,0.5856973913043477,0.5856973913043477
49,0.6589978723404255,0.6589978723404255
50,0.5856973913043477,0.5856973913043477
51,0.6589978723404255,0.6589978723404255
52,0.5856973913043477,0.5856973913043477
53,0.5856973913043477,0.5856973913043477
54,2.2446,2.2446
55,0.4051555555555556,0.4051555555555556
56,0.5856973913043477,0.5856973913043477
57,0.6589978723404255,0.6589978723404255
58,0.5856973913043477,0.5856973913043477
59,0.0,0.0
60,0.6589978723404255,0.6589978723404255
61,0.5856973913043477,0.5856973913043477
62,0.6589978723404255,0.6589978723404255
63,8.454461538461539,8.454461538461539
64,0.6589978723404255,0.6589978723404255
65,0.5856973913043477,0.5856973913043477
66,0.5856973913043477,0.5856973913043477
67,0.5856973913043477,0.5856973913043477
68,0.6589978723404255,0.6589978723404255
69,0.5856973913043477,0.5856973913043477
70,0.4051555555555556,0.4051555555555556
71,2.2446,2.2446
72,0.4051555555555556,0.4051555555555556
73,0.6589978723404255,0.6589978723404255
74,0.0,0.0
75,0.6589978723404255,0.6589978723404255
76,0.5856973913043477,0.5856973913043477
77,0.4051555555555556,0.4051555555555556
78,0.5856973913043477,0.5856973913043477
79,0.6589978723404255,0.6589978723404255
80,0.5856973913043477,0.5856973913043477
81,0.5856973913043477,0.5856973913043477
82,0.5856973913043477,0.5856973913043477
83,0.4051555555555556,0.4051555555555556
84,0.6589978723404255,0.6589978723404255
85,0.5856973913043477,0.5856973913043477
86,0.4051555555555556,0.4051555555555556
87,0.6589978723404255,0.6589978723404255
88,0.5856973913043477,0.5856973913043477
89,0.4051555555555556,0.4051555555555556
90,0.4051555555555556,0.4051555555555556
91,0.5856973913043477,0.5856973913043477
92,0.4051555555555556,0.4051555555555556
93,0.5856973913043477,0.5856973913043477
94,0.0,0.0
95,2.2446,2.2446
96,0.6589978723404255,0.6589978723404255
97,0.5856973913043477,0.5856973913043477
98,0.4051555555555556,0.4051555555555556
99,0.4051555555555556,0.4051555555555556
100,0.5856973913043477,0.5856973913043477
101,0.6589978723404255,0.6589978723404255
102,0.6589978723404255,0.6589978723404255
103,0.4051555555555556,0.4051555555555556
104,3.731076923076923,3.731076923076923
105,0.4051555555555556,0.4051555555555556
106,0.4051555555555556,0.4051555555555556
107,0.5856973913043477,0.5856973913043477
108,0.5856973913043477,0.5856973913043477
109,0.4051555555555556,0.4051555555555556
110,3.731076923076923,3.731076923076923
111,0.5856973913043477,0.5856973913043477
112,0.5856973913043477,0.5856973913043477
113,0.6589978723404255,0.6589978723404255
114,0.6589978723404255,0.6589978723404255
115,0.4051555555555556,0.4051555555555556
116,0.5856973913043477,0.5856973913043477
117,0.6589978723404255,0.6589978723404255
118,0.6589978723404255,0.6589978723404255
119,0.5856973913043477,0.5856973913043477
120,0.6589978723404255,0.6589978723404255
121,0.6589978723404255,0.6589978723404255
122,0.6589978723404255,0.6589978723404255
123,0.5856973913043477,0.5856973913043477
124,0.5856973913043477,0.5856973913043477
125,0.4051555555555556,0.4051555555555556
126,0.6589978723404255,0.6589978723404255
127,0.5856973913043477,0.5856973913043477
128,0.6589978723404255,0.6589978723404255
129,0.6589978723404255,0.6589978723404255
130,0.4051555555555556,0.4051555555555556
131,0.6589978723404255,0.6589978723404255
132,0.0,0.0
133,0.5856973913043477,0.5856973913043477
134,0.0,0.0
135,0.6589978723404255,0.6589978723404255
136,0.4051555555555556,0.4051555555555556
137,0.0,0.0
138,0.6589978723404255,0.6589978723404255
139,0.5856973913043477,0.5856973913043477
140,0.0,0.0
141,0.4051555555555556,0.4051555555555556
142,0.5856973913043477,0.5856973913043477
143,0.5856973913043477,0.5856973913043477
144,0.6589978723404255,0.6589978723404255
145,0.5856973913043477,0.5856973913043477
146,0.5856973913043477,0.5856973913043477
147,0.6589978723404255,0.6589978723404255
148,0.6589978723404255,0.6589978723404255
149,0.4051555555555556,0.4051555555555556
150,0.6589978723404255,0.6589978723404255
151,0.5856973913043477,0.5856973913043477
152,0.5856973913043477,0.5856973913043477
153,0.5856973913043477,0.5856973913043477
154,0.4051555555555556,0.4051555555555556
155,0.6589978723404255,0.6589978723404255
156,0.5856973913043477,0.5856973913043477
157,0.5856973913043477,0.5856973913043477
158,0.5856973913043477,0.5856973913043477
159,0.5856973913043477,0.5856973913043477
160,0.5856973913043477,0.5856973913043477
161,0.6589978723404255,0.6589978723404255
162,0.4051555555555556,0.4051555555555556
163,0.6589978723404255,0.6589978723404255
164,0.4051555555555556,0.4051555555555556
165,0.6589978723404255,0.6589978723404255
166,0.5856973913043477,0.5856973913043477
167,0.5856973913043477,0.5856973913043477
168,0.5856973913043477,0.5856973913043477
169,0.4051555555555556,0.4051555555555556
170,0.6589978723404255,0.6589978723404255
171,0.5856973913043477,0.5856973913043477
172,0.6589978723404255,0.6589978723404255
173,0.6589978723404255,0.6589978723404255
174,0.5856973913043477,0.5856973913043477
175,0.6589978723404255,0.6589978723404255
176,0.6589978723404255,0.6589978723404255
177,2.2446,2.2446
178,0.6589978723404255,0.6589978723404255
179,0.5856973913043477,0.5856973913043477
180,0.5856973913043477,0.5856973913043477
181,0.4051555555555556,0.4051555555555556
182,0.5856973913043477,0.5856973913043477
183,0.5856973913043477,0.5856973913043477
184,0.5856973913043477,0.5856973913043477
185,0.6589978723404255,0.6589978723404255
186,0.5856973913043477,0.5856973913043477
187,0.4051555555555556,0.4051555555555556
188,0.6589978723404255,0.6589978723404255
189,0.5856973913043477,0.5856973913043477
190,0.5856973913043477,0.5856973913043477
191,0.6589978723404255,0.6589978723404255
192,0.4051555555555556,0.4051555555555556
193,0.5856973913043477,0.5856973913043477
194,0.6589978723404255,0.6589978723404255
195,0.5856973913043477,0.5856973913043477
196,0.6589978723404255,0.6589978723404255
197,0.4051555555555556,0.4051555555555556
198,0.5856973913043477,0.5856973913043477
199,0.6589978723404255,0.6589978723404255
200,2.2446,2.2446
201,0.6589978723404255,0.6589978723404255
202,0.5856973913043477,0.5856973913043477
203,0.5856973913043477,0.5856973913043477
204,0.5856973913043477,0.5856973913043477
205,0.5856973913043477,0.5856973913043477
206,0.6589978723404255,0.6589978723404255
207,0.4051555555555556,0.4051555555555556
208,0.4051555555555556,0.4051555555555556
209,0.5856973913043477,0.5856973913043477
210,0.4051555555555556,0.4051555555555556
211,0.6589978723404255,0.6589978723404255
212,0.6589978723404255,0.6589978723404255
213,2.2446,2.2446
214,0.5856973913043477,0.5856973913043477
215,0.6589978723404255,0.6589978723404255
216,0.6589978723404255,0.6589978723404255
217,0.4051555555555556,0.4051555555555556
218,0.6589978723404255,0.6589978723404255
219,8.454461538461539,8.454461538461539
220,0.0,0.0
221,0.6589978723404255,0.6589978723404255
222,0.6589978723404255,0.6589978723404255
223,0.6589978723404255,0.6589978723404255
224,0.5856973913043477,0.5856973913043477
225,0.5856973913043477,0.5856973913043477
226,0.4051555555555556,0.4051555555555556
227,0.5856973913043477,0.5856973913043477
228,0.0,0.0
229,0.5856973913043477,0.5856973913043477
230,0.6589978723404255,0.6589978723404255
231,0.4051555555555556,0.4051555555555556
232,8.454461538461539,8.454461538461539
233,0.5856973913043477,0.5856973913043477
234,2.24976,2.24976
235,0.4051555555555556,0.4051555555555556
236,0.5856973913043477,0.5856973913043477
237,0.4051555555555556,0.4051555555555556
238,0.6589978723404255,0.6589978723404255
239,0.6589978723404255,0.6589978723404255
240,0.6589978723404255,0.6589978723404255
241,8.454461538461539,8.454461538461539
242,0.5856973913043477,0.5856973913043477
243,0.6589978723404255,0.6589978723404255
244,0.6589978723404255,0.6589978723404255
245,0.5856973913043477,0.5856973913043477
246,0.4051555555555556,0.4051555555555556
247,0.6589978723404255,0.6589978723404255
