id,approval,scores_3,scores_4,scores_2,scores_1,borda,irv_2,irv_1,notes,condorcet
3256,0.0,0.0,1.0504375000000001,1.050517716685758,0.0,1.0495576547231271,0.0,0.0,1.0424939616858238,1.0420626664625747
3257,0.0,0.0,0.436855299178725,0.43532638727202166,0.0,0.4320754521963824,0.0,0.0,0.4363415244238181,0.43628394499017675
3258,0.32460035992801445,0.0,0.0,0.0,0.3197327378293881,0.0,0.0,0.31691282051282055,0.3188553530348611,0.31928371104815867
3259,0.32460035992801445,0.0,0.0,0.0,0.3197327378293881,0.0,0.32298358208955225,0.0,0.3188553530348611,0.31928371104815867
3260,0.0,0.0,1.0504375000000001,1.050517716685758,0.0,1.0495576547231271,0.0,0.0,1.0424939616858238,1.0420626664625747
3261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3262,0.0,0.31708817204301076,0.0,0.0,0.3197327378293881,0.0,0.32298358208955225,0.0,0.3188553530348611,0.31928371104815867
3263,1.0272923309026905,0.0,1.0504375000000001,0.0,0.0,0.0,0.0,1.062453889943074,1.0424939616858238,1.0420626664625747
3264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3266,0.0,0.31708817204301076,0.0,0.0,0.3197327378293881,0.0,0.0,0.31691282051282055,0.3188553530348611,0.31928371104815867
3267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3268,0.0,0.31708817204301076,0.0,0.0,0.3197327378293881,0.31729070631970263,0.0,0.0,0.3188553530348611,0.31928371104815867
3269,0.0,4.435682868525896,0.0,0.0,4.290144,0.0,0.0,4.4230635071090045,4.401423214285715,4.394760185902401
3270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3271,0.32460035992801445,0.0,0.0,0.0,0.3197327378293881,0.0,0.32298358208955225,0.0,0.3188553530348611,0.31928371104815867
3272,0.0,0.0,0.436855299178725,0.43532638727202166,0.0,0.0,0.4388112444130792,0.0,0.4363415244238181,0.43628394499017675
3273,0.0,0.4361213771016813,0.0,0.0,0.4346134490238612,0.0,0.4388112444130792,0.0,0.4363415244238181,0.43628394499017675
3274,0.0,0.31708817204301076,0.0,0.0,0.3197327378293881,0.0,0.0,0.31691282051282055,0.3188553530348611,0.31928371104815867
3275,0.0,0.0,0.436855299178725,0.43532638727202166,0.0,0.4320754521963824,0.0,0.0,0.4363415244238181,0.43628394499017675
3276,0.32460035992801445,0.0,0.0,0.3192257555847569,0.0,0.0,0.32298358208955225,0.0,0.3188553530348611,0.31928371104815867
3277,0.0,0.0,1.0504375000000001,1.050517716685758,0.0,0.0,0.0,1.062453889943074,1.0424939616858238,1.0420626664625747
3278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3279,0.0,0.4361213771016813,0.0,0.0,0.4346134490238612,0.0,0.0,0.4362126582278481,0.4363415244238181,0.43628394499017675
3280,0.0,0.49306991869918704,0.0,0.0,0.5428778761061948,0.4875933333333333,0.0,0.0,0.4917323248407644,0.492916427432217
3281,0.0,0.4361213771016813,0.0,0.0,0.4346134490238612,0.0,0.0,0.4362126582278481,0.4363415244238181,0.43628394499017675
3282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3285,0.0,4.435682868525896,0.0,0.0,4.290144,0.0,4.283938651685394,0.0,4.401423214285715,4.394760185902401
3286,0.43717790316231464,0.0,0.0,0.43532638727202166,0.0,0.0,0.0,0.4362126582278481,0.4363415244238181,0.43628394499017675
3287,12.807095406360425,0.0,0.0,15.350735849056603,0.0,14.190936170212767,0.0,0.0,13.233559210526316,13.27341098901099
3288,0.43717790316231464,0.0,0.0,0.43532638727202166,0.0,0.0,0.0,0.4362126582278481,0.4363415244238181,0.43628394499017675
3289,0.32460035992801445,0.0,0.0,0.0,0.3197327378293881,0.31729070631970263,0.0,0.0,0.3188553530348611,0.31928371104815867
3290,12.807095406360425,0.0,0.0,15.350735849056603,0.0,0.0,12.762584905660377,0.0,13.233559210526316,13.27341098901099
3291,0.32460035992801445,0.0,0.0,0.3192257555847569,0.0,0.0,0.0,0.31691282051282055,0.3188553530348611,0.31928371104815867
3292,1.7852852459016393,0.0,0.0,2.0953600000000003,0.0,1.8218666666666667,0.0,0.0,1.9496602150537636,1.910164210526316
3293,0.0,0.0,1.0504375000000001,1.050517716685758,0.0,0.0,1.0230021019677997,0.0,1.0424939616858238,1.0420626664625747
3294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3295,0.0,0.49306991869918704,0.0,0.0,0.5428778761061948,0.0,0.5271284263959392,0.0,0.4917323248407644,0.492916427432217
3296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3298,1.0272923309026905,0.0,1.0504375000000001,0.0,0.0,1.0495576547231271,0.0,0.0,1.0424939616858238,1.0420626664625747
3299,0.0,0.31708817204301076,0.0,0.0,0.3197327378293881,0.0,0.0,0.31691282051282055,0.3188553530348611,0.31928371104815867
3300,0.4855350785340315,0.0,0.47469083969465653,0.0,0.0,0.4875933333333333,0.0,0.0,0.4917323248407644,0.492916427432217
3301,0.0,1.047777568627451,0.0,0.0,1.041451098265896,0.0,1.0230021019677997,0.0,1.0424939616858238,1.0420626664625747
3302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3303,1.0272923309026905,0.0,0.0,0.0,1.041451098265896,0.0,1.0230021019677997,0.0,1.0424939616858238,1.0420626664625747
3304,0.4855350785340315,0.0,0.47469083969465653,0.0,0.0,0.4875933333333333,0.0,0.0,0.4917323248407644,0.492916427432217
3305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3306,0.32460035992801445,0.0,0.0,0.3192257555847569,0.0,0.0,0.32298358208955225,0.0,0.3188553530348611,0.31928371104815867
3307,0.0,0.0,1.0504375000000001,1.050517716685758,0.0,0.0,1.0230021019677997,0.0,1.0424939616858238,1.0420626664625747
