id,Polling Station,Approval of Besancenot,Approval of Buffet,Approval of Schivardi,Approval of Bayrou,Approval of Bové,Approval of Voynet,Approval of Villiers,Approval of Royal,Approval of Nihous,Approval of Le Pen,Approval of Laguiller,Approval of Sarkozy,Score of Besancenot,Score of Buffet,Score of Schivardi,Score of Bayrou,Score of Bové,Score of Voynet,Score of Villiers,Score of Royal,Score of Nihous,Score of Le Pen,Score of Laguiller,Score of Sarkozy
2222,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2
2223,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0
2224,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,1,1,0,1,1,0,2,0
2225,Louvigny1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2
2226,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,2,0,1,0,2,0,0,1,2
2227,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,2
2228,Louvigny1,0,1,0,0,0,1,0,1,0,0,0,0,1,2,0,1,0,2,0,2,0,0,1,0
2229,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2,0,0,2,0,2
2230,Louvigny1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,2,2,0,2,1,0,2,0
2231,Louvigny1,0,0,0,0,1,1,0,0,0,0,0,0,1,,,1,2,2,0,1,,0,,0
2232,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,,,,2,,,,0,,,,1
2233,Louvigny1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,,1,,2,,1,,,,1
2234,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1
2235,Louvigny1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,1,2,0,2,0,0,0,0
2236,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,1,1
2237,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2238,Louvigny1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,2,0,0,1,0
2239,Louvigny1,1,0,0,1,0,1,0,1,0,0,0,0,2,1,0,2,0,2,0,1,0,0,1,0
2240,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,2,0,0,0,0
2241,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,2,1,0,1,0
2242,Louvigny1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,2,1,2
2243,Louvigny1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,1,0
2244,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1
2245,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2246,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,0,0,0
2247,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
2248,Louvigny1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,2,0,2,0,0,1,0
2249,Louvigny1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,0,0,1,0
2250,Louvigny1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,2,0,2,0,0,0,0
2251,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
2252,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,2,0,0,1,2
2253,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,2,0,0,,,,0,0,1
2254,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0
2255,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,1,0,,,0,0,,2,,,1,0,2
2256,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,1,1,0,1,0,0,0,0
2257,Louvigny1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
2258,Louvigny1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,1,1,1,1,0,1,1,2
2259,Louvigny1,0,0,0,1,0,1,0,0,0,0,0,1,,,,1,,1,,,,,,2
2260,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2261,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,1,,,,2,,,,
2262,Louvigny1,0,0,0,0,0,0,0,1,0,0,1,0,,1,,1,,,0,2,,0,1,0
2263,Louvigny1,1,0,0,1,0,0,0,0,0,1,0,0,0,,,2,,,0,2,,1,,2
2264,Louvigny1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2
2265,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,1,,0,2,1,1,0,1,0,0,1,0
2266,Louvigny1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,,1,1,1,0,2,,0,1,0
2267,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1
2268,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2269,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,,,,1,,,,2,,,,0
2270,Louvigny1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,1
2271,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2272,Louvigny1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,2
2273,Louvigny1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,,1,1,1,,2,,1,2,
2274,Louvigny1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,2,2,0,0,2
2275,Louvigny1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,2,1,0,1,2
2276,Louvigny1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,,,1,,0,2,,0,,0
2277,Louvigny1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,2,0,0,1,0
2278,Louvigny1,0,0,0,1,0,1,0,1,0,0,0,0,,,,1,,2,,1,,0,,
2279,Louvigny1,0,0,0,1,1,1,0,1,0,0,0,0,2,1,,2,2,2,2,2,,2,1,2
2280,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,2
2281,Louvigny1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,,1,0,1,2,0,,2,0,1
2282,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,1,1,0,1,2
2283,Louvigny1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0
2284,Louvigny1,1,0,0,0,1,1,0,1,0,0,0,0,2,1,,0,2,2,0,1,0,0,0,0
2285,Louvigny1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1,1,,0,0,2
2286,Louvigny1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,1,1
2287,Louvigny1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2288,Louvigny1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,2,0,2,0,0,1,0
2289,Louvigny2,1,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,2,1,0,2,0,0,2,0
2290,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,2,1,0,2,0,0,2,0
2291,Louvigny2,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,2,1,1,1,2,0,0,0,0
2292,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,1,1,0,2,0,0,1,0
2293,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2294,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,2
2295,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,1
2296,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,2,0,0,1,0
2297,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,0,,,,1,,1,,2,,,,
2298,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
2299,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,2,0,0,1,2
2300,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0
2301,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2
2302,Louvigny2,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,1,0,2,0,0,0,0
2303,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1
2304,Louvigny2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2305,Louvigny2,1,1,0,1,0,0,0,1,0,0,1,0,1,1,,2,,,,1,,,1,
2306,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,,,,,1
2307,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,,0,,,,1
2308,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,2,1,1,0,2,1,0,2,1,1,2,0
2309,Louvigny2,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,2,1,2,0,2,0,0,0,0
2310,Louvigny2,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,,1,,,,
2311,Louvigny2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0
2312,Louvigny2,1,0,0,1,0,1,0,0,0,0,0,0,2,0,0,2,1,2,0,0,0,0,0,0
2313,Louvigny2,0,1,0,0,0,0,0,1,0,0,0,0,,1,,,,0,,2,,,,
2314,Louvigny2,1,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,1,2,0,0,2,2
2315,Louvigny2,0,0,0,1,0,0,0,0,1,0,0,1,,,,2,,,,,2,,,1
2316,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,,,,,
2317,Louvigny2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,2,0,0,1,0,2
2318,Louvigny2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2
2319,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,,,,2,,1,0,2,,0,,0
2321,Louvigny2,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,2,0,0,1,0
2322,Louvigny2,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,2,0,0,1,0
2323,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,2,0,0,0,0,2
2324,Louvigny2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,2,0,1
2325,Louvigny2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,0
2326,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2327,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,1
2328,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2329,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,1
2330,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,0,2,0,0,0,2
2331,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,2
2332,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,0,1,0,2,0,0,1,1
2333,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,2
2334,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
2335,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,,,,1,,,,2,,,,
2336,Louvigny2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,2,0,0,0,0,1,1
2337,Louvigny2,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,2
2338,Louvigny2,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,0,0,0,2,2,0
2339,Louvigny2,1,0,0,0,1,1,0,1,0,0,0,0,2,1,0,1,2,1,0,2,0,0,1,0
2340,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0
2341,Louvigny2,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0
2342,Louvigny2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,0,0
2343,Louvigny2,1,0,0,1,0,0,0,0,0,1,1,0,2,2,1,1,1,1,1,1,1,1,2,1
2344,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,2,1,0,2,1,1,0,2,0,0,2,0
2345,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,1,0,2,,0,1,0
2347,Louvigny2,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,1,1,2,2,2,0,1,2,2
2348,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2349,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,2,1,1,0,2,0,0,0,0
2350,Louvigny2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,2
2351,Louvigny2,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,2,1,1,1,2,2,0,0,0
2352,Louvigny2,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,2,0,0,0,0
2353,Louvigny2,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,1,2,0,2,2,0,0,0
2354,Louvigny2,1,0,0,0,0,0,0,0,0,0,0,0,2,,0,1,2,2,0,1,0,0,1,0
2355,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
2356,Louvigny2,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,1,0
2357,Louvigny2,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,2,0,1,0,2,0,0,1,0
2358,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0
2359,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,1,0
2360,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,1,2,0,0,0,0
2361,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2
2362,Louvigny2,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,2,0,0,0,0,2,0
2363,Louvigny2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,2,0,2,2,0,0
2364,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,1,0,1,,2,,,1,
2365,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2366,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
2367,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,2
2368,Louvigny2,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
2369,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1
2370,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,,1,1,1,,2,,,,
2371,Louvigny2,1,0,0,0,0,0,0,1,0,0,1,0,2,1,,,,,,1,,0,1,0
2372,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,2,0,0,0,0
2373,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0
2374,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,1,,,,2
2375,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0
2376,Louvigny2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,2
2377,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,1,1,0,2,0,0,0,1
2378,Louvigny2,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,2,2,1,0,1
2379,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,1,0,2,0,0,1,1
2380,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,,,,1,,,,2,,0,,0
2381,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,1,2,0,0,0,1
2382,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,2,1,0,2,1,1,0,2,0,0,1,0
2383,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2384,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,2
2385,Louvigny2,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,2,0,1,1,0
2386,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,2
2387,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,2,2,1,2,0,0,1,1
2388,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,,,,,,,2
2389,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,,2
2390,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,1,,,2,,,,,,,,2
2391,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,1,0,1,0
2392,Louvigny2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0
2393,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2
2394,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,2
2395,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,1,,,1,,0,,2
2396,Louvigny2,0,1,0,1,0,0,0,1,0,0,0,0,,2,,2,,,,1,,,,
2397,Louvigny2,1,0,1,1,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,1,0,0,0
2398,Louvigny2,0,1,0,1,0,1,0,0,0,0,0,0,,1,,2,,1,,,,,,
2399,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,0,1,1,0,2,1,0,2,0
2400,Louvigny2,1,1,0,0,0,0,0,0,0,0,1,0,2,2,1,0,1,1,0,1,0,0,1,0
2401,Louvigny2,0,1,0,0,0,0,0,1,0,0,1,0,1,2,,,1,,,2,,1,2,0
2402,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0
2403,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,2,0,2
2404,Louvigny2,1,0,0,0,1,0,0,1,0,0,0,0,2,2,0,0,1,2,0,2,0,0,1,0
2405,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1
2406,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,1,,,,
2407,Louvigny2,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,1,0,2,0,0,1,0
2408,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,2,0,2,0,0,0,0
2409,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,2
2410,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,,,,2
2411,Louvigny2,1,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,1,0,2,1,0,2,0
2412,Louvigny2,0,0,0,0,0,0,1,0,1,0,0,1,,,,,,,1,,1,,,2
2413,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
2414,Louvigny2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
2415,Louvigny2,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,2
2416,Louvigny2,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,2,0,1,1,1,1,2,0,2
2417,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1,0,2,,,0
2418,Louvigny2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,2
2419,Louvigny2,1,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,1,2,0,1,0,0,1,0
2420,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,,,,1,,,,,,,0,2
2421,Louvigny2,1,0,0,1,0,0,0,1,0,0,1,0,2,0,0,2,2,0,0,1,0,0,2,0
2422,Louvigny2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,1,1,2,0,0,0,1
2423,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,1,1
2424,Louvigny2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0
2425,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2426,Louvigny2,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,2,0,0,1,0
2427,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,1,0,1,0,0,0,0
2428,Louvigny2,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,2,0,0,1,0
2429,Louvigny2,1,1,0,0,1,0,0,0,0,0,1,0,2,1,0,0,2,1,0,0,0,0,1,0
2430,Louvigny2,1,0,0,1,0,0,0,1,0,0,1,0,2,2,1,2,2,2,,2,1,0,2,1
2431,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,,,,2,0,,0,1
2432,Louvigny2,0,0,0,0,0,0,0,0,0,1,0,1,,0,,1,0,,,0,,2,1,2
2433,Louvigny2,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0
2434,Louvigny2,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
2435,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,,,,1,,,,0,,,,2
2436,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,1,0,1
2437,Louvigny2,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,0,1,1,0,0,2,0
2438,Louvigny2,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,2,2,1,0,2,0,0,0,0
2439,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,,,,2,,,,,,,,
2440,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,,,,2,,,2,,,2,,2
2441,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,,,1,0,1,,2,,0,,0
2442,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,0,1,0
2443,Louvigny2,0,0,0,1,0,1,0,0,0,0,0,1,,,,1,,0,,,,,,2
2444,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2445,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,2
2446,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
2447,Louvigny2,1,0,0,0,0,0,0,0,0,0,1,1,2,0,0,2,0,1,0,2,0,0,2,2
2448,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
2449,Louvigny2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,0,1,0
2450,Louvigny2,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,0,1,0
2451,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2452,Louvigny2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,1,0,1,0,2,0,1
2453,Louvigny2,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,2,,,
2454,Louvigny2,0,0,0,0,0,0,0,1,1,0,0,1,,,,,,,,1,1,,,1
2455,Louvigny2,0,0,0,0,0,0,0,0,1,0,0,1,,,,,0,,,,,1,,2
2456,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,1,,,,2
2457,Louvigny2,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,2
2458,Louvigny2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
2459,Louvigny2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,2,1,0,0,0
2460,Louvigny2,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0
2461,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2462,Louvigny2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1
2463,Louvigny2,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,2,0,0,1,0
2464,Louvigny2,0,0,0,1,0,0,0,1,0,0,0,0,,1,,2,,,,2,,0,,0
2465,Louvigny2,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,1,1,0,0,2,0,0,1,2
2466,Louvigny2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2
